Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
MARTIGUES;13056;8887;1594;43;1443;196;330
MAS-BLANC-DES-ALPILLES;13057;57;10;;;;
MAUSSANE-LES-ALPILLES;13058;314;67;;56;19;14
MEYRARGUES;13059;586;146;;117;43;40
MEYREUIL;13060;758;143;;112;35;39
SAINT-PIERRE-DE-MEZOARGUES;13061;25;5;;;;
MIMET;13062;504;96;;72;25;35
MIRAMAS;13063;4599;1000;24;919;146;182
MOLLEGES;13064;317;78;;63;13;23
MOURIES;13065;415;110;;85;37;27
NOVES;13066;761;175;;141;62;38
ORGON;13067;470;106;5;96;20;16
PARADOU;13068;220;67;;51;23;24
PELISSANNE;13069;1438;294;6;221;100;78
LA PENNE-SUR-HUVEAUNE;13070;940;175;;161;33;46
LES PENNES-MIRABEAU;13071;2571;565;10;467;131;144
PEYNIER;13072;428;111;;88;29;31
PEYPIN;13073;753;187;;158;50;46
PEYROLLES-EN-PROVENCE;13074;801;184;5;153;48;46
PLAN-DE-CUQUES;13075;1364;219;;171;54;47
PLAN-D'ORGON;13076;485;107;;100;11;38
PORT-DE-BOUC;13077;4670;758;28;710;68;137
PORT-SAINT-LOUIS-DU-RHONE;13078;1652;271;;243;39;60
PUYLOUBIER;13079;244;46;;34;15;9
LE PUY-SAINTE-REPARADE;13080;850;137;5;105;39;30
ROGNAC;13081;1879;442;12;388;123;123
ROGNES;13082;654;116;;91;31;25
ROGNONAS;13083;553;92;;75;25;22
LA ROQUE-D'ANTHERON;13084;1044;194;;170;38;42
ROQUEFORT-LA-BEDOULE;13085;751;155;;129;24;33
ROQUEVAIRE;13086;1360;300;10;235;73;81
ROUSSET;13087;756;144;5;117;32;37
LE ROVE;13088;659;164;;131;48;33
SAINT-ANDIOL;13089;465;101;;89;12;30
SAINT-ANTONIN-SUR-BAYON;13090;15;;;;;
SAINT-CANNAT;13091;749;142;;108;41;39
SAINT-CHAMAS;13092;1327;312;11;252;108;92
SAINT-ESTEVE-JANSON;13093;47;11;;;;6
SAINT-ETIENNE-DU-GRES;13094;305;53;;44;21;11
SAINT-MARC-JAUMEGARDE;13095;122;15;;10;;
SAINTES-MARIES-DE-LA-MER;13096;443;66;;;9;10
SAINT-MARTIN-DE-CRAU;13097;1817;402;5;344;116;101
SAINT-MITRE-LES-REMPARTS;13098;759;147;;120;28;42
SAINT-PAUL-LES-DURANCE;13099;148;26;;;10;8
SAINT-REMY-DE-PROVENCE;13100;1499;221;;181;56;50
SAINT-SAVOURNIN;13101;478;117;;91;53;22
SAINT-VICTORET;13102;1002;223;5;186;53;64
SALON-DE-PROVENCE;13103;8597;1730;36;1541;313;387
SAUSSET-LES-PINS;13104;886;142;;106;40;31
SENAS;13105;1116;270;8;242;61;69
SEPTEMES-LES-VALLONS;13106;1816;365;8;329;77;69
SIMIANE-COLLONGUE;13107;766;156;;105;52;47
TARASCON;13108;2555;486;9;451;74;94
LE THOLONET;13109;355;45;;32;5;12
TRETS;13110;1597;369;11;309;91;89
VAUVENARGUES;13111;120;21;;16;5;
VELAUX;13112;1202;251;6;165;81;75
VENELLES;13113;1085;237;5;180;89;47
VENTABREN;13114;616;99;;63;33;18
VERNEGUES;13115;220;54;;38;27;18
VERQUIERES;13116;92;20;;;5;8
VITROLLES;13117;6693;1413;35;1286;188;333
COUDOUX;13118;462;97;;67;33;22
CARNOUX-EN-PROVENCE;13119;951;212;;184;49;53
MARSEILLE 1ER ARRONDISSEMENT;13201;14177;1400;44;1244;159;107
MARSEILLE 2E ARRONDISSEMENT;13202;7793;960;27;901;54;86
MARSEILLE 3E ARRONDISSEMENT;13203;15335;2540;69;2460;85;218
MARSEILLE 4E ARRONDISSEMENT;13204;10893;1842;48;1641;296;269
MARSEILLE 5E ARRONDISSEMENT;13205;11997;1434;33;1252;245;214
MARSEILLE 6E ARRONDISSEMENT;13206;10387;1310;18;1034;235;182
MARSEILLE 7E ARRONDISSEMENT;13207;5974;951;22;706;224;159
MARSEILLE 8E ARRONDISSEMENT;13208;13233;2032;46;1514;438;380
MARSEILLE 9E ARRONDISSEMENT;13209;13146;2191;55;1812;402;412
MARSEILLE 10E ARRONDISSEMENT;13210;11186;1954;49;1768;329;363
MARSEILLE 11E ARRONDISSEMENT;13211;10821;1840;51;1647;246;386
MARSEILLE 12E ARRONDISSEMENT;13212;9339;1830;42;1477;441;363
MARSEILLE 13E ARRONDISSEMENT;13213;22044;3600;91;3289;484;648
MARSEILLE 14E ARRONDISSEMENT;13214;15949;2950;90;2828;138;375
MARSEILLE 15E ARRONDISSEMENT;13215;19315;3621;98;3489;135;487
MARSEILLE 16E ARRONDISSEMENT;13216;5474;887;19;810;90;137
ABLON;14001;156;35;;25;22;5
ACQUEVILLE;14002;24;8;;;;
AGY;14003;28;11;;;6;
AIGNERVILLE;14004;22;9;;;;
AIRAN;14005;83;20;;11;14;
AMAYE-SUR-ORNE;14006;122;37;;22;25;9
AMAYE-SUR-SEULLES;14007;24;7;;;;
AMBLIE;14008;32;;;;;
AMFREVILLE;14009;182;55;;45;35;24
ANCTOVILLE;14011;118;43;;29;33;10
ANGERVILLE;14012;23;5;;;;
ANGOVILLE;14013;;;;;;
ANGUERNY;14014;81;18;;12;8;8
ANISY;14015;90;24;;15;19;
ANNEBAULT;14016;47;14;;;9;
ARGANCHY;14019;27;10;;;;5
ARGENCES;14020;625;142;;109;74;32
ARROMANCHES-LES-BAINS;14021;71;6;;;;
ASNELLES;14022;79;14;;;;6
ASNIERES-EN-BESSIN;14023;5;;;;;
AUBERVILLE;14024;61;17;;12;10;
AUBIGNY;14025;35;13;;6;;
AUDRIEU;14026;145;52;;32;36;9
AUNAY-SUR-ODON;14027;625;165;5;127;76;43
AUQUAINVILLE;14028;43;11;;;6;
LES AUTELS-SAINT-BAZILE;14029;6;;;;;
AUTHIE;14030;176;32;;23;16;12
LES AUTHIEUX-PAPION;14031;;;;;;
LES AUTHIEUX-SUR-CALONNE;14032;33;7;;;;
AUVILLARS;14033;37;8;;;;
AVENAY;14034;80;27;;21;17;6
BALLEROY;14035;180;52;;36;37;12
BANNEVILLE-LA-CAMPAGNE;14036;19;10;;;;
BANNEVILLE-SUR-AJON;14037;55;19;;14;12;
BANVILLE;14038;103;31;;19;20;10
BARBERY;14039;117;39;;31;19;13
BARBEVILLE;14040;17;;;;;
BARNEVILLE-LA-BERTRAN;14041;11;;;;;
BARON-SUR-ODON;14042;115;33;;23;26;8
BAROU-EN-AUGE;14043;8;;;;;
BASLY;14044;170;52;;30;37;16
BASSENEVILLE;14045;33;14;;7;;
BAVENT;14046;240;68;;38;48;15
BAYEUX;14047;3237;455;16;376;171;92
BAZENVILLE;14049;13;6;;;;
LA BAZOQUE;14050;18;;;;;
BEAULIEU;14052;23;11;;;;
BEAUMAIS;14053;21;8;;;;
BEAUMESNIL;14054;28;12;;6;;
BEAUMONT-EN-AUGE;14055;46;10;;;;
BAUQUAY;14056;44;19;;13;14;
BELLENGREVILLE;14057;247;72;;56;48;20
BELLOU;14058;17;5;;;;
BENERVILLE-SUR-MER;14059;44;;;;;
BENOUVILLE;14060;249;71;;54;48;15
LE BENY-BOCAGE;14061;155;35;;26;20;9
BENY-SUR-MER;14062;60;22;;;;7
BERNESQ;14063;22;6;;;;
BERNIERES-D'AILLY;14064;36;7;;;;
BERNIERES-LE-PATRY;14065;80;18;;;9;5
BERNIERES-SUR-MER;14066;333;77;;55;59;14
BIEVILLE-BEUVILLE;14068;328;76;;46;45;17
BEUVILLERS;14069;208;58;;42;26;13
BEUVRON-EN-AUGE;14070;19;7;;;;
LA BIGNE;14073;27;13;;;7;
BILLY;14074;57;23;;18;16;
BISSIERES;14075;21;6;;;;
BLAINVILLE-SUR-ORNE;14076;983;212;;176;108;41
BLANGY-LE-CHATEAU;14077;94;23;;16;17;
BLAY;14078;59;26;;20;14;8
BLONVILLE-SUR-MER;14079;195;33;;21;21;5
LE BO;14080;17;;;;;
BOISSEY;14081;29;5;;;;
LA BOISSIERE;14082;28;9;;;;
BONNEBOSQ;14083;97;24;;17;14;5
BONNEMAISON;14084;50;15;;;;5
BONNEVILLE-LA-LOUVET;14085;88;28;;19;14;9
BONNEVILLE-SUR-TOUQUES;14086;41;;;;;
BONNOEIL;14087;16;7;;;;
BONS-TASSILLY;14088;48;14;;7;8;
BOUGY;14089;62;20;;12;13;
BOULON;14090;99;34;;26;20;11
BOURGEAUVILLE;14091;8;;;;;
BOURGUEBUS;14092;286;97;;68;59;19
BRANVILLE;14093;24;6;;;;
BREMOY;14096;27;11;;;;
BRETTEVILLE-LE-RABET;14097;48;13;;;5;5
BRETTEVILLE-L'ORGUEILLEUSE;14098;376;124;;94;85;43
BRETTEVILLE-SUR-DIVES;14099;31;6;;;;
BRETTEVILLE-SUR-LAIZE;14100;296;101;;72;73;26
BRETTEVILLE-SUR-ODON;14101;485;111;;84;53;19
LE BREUIL-EN-AUGE;14102;118;39;;32;27;5
LE BREUIL-EN-BESSIN;14103;57;20;;;12;
LE BREVEDENT;14104;15;;;;;
LA BREVIERE;14105;12;6;;;;
BREVILLE-LES-MONTS;14106;78;21;;14;11;
BRICQUEVILLE;14107;18;8;;;;
BROUAY;14109;63;18;;11;;6
BRUCOURT;14110;12;;;;;
BUCEELS;14111;42;18;;;;7
BURCY;14113;49;18;;;11;
BURES-LES-MONTS;14115;19;7;;;;
LE BU-SUR-ROUVRES;14116;14;;;;;
CABOURG;14117;606;82;;64;30;19
CAEN;14118;31268;3068;74;2613;727;468
CAGNY;14119;268;87;;68;41;23
CAHAGNES;14120;185;53;;44;33;13
CAHAGNOLLES;14121;36;15;;;8;6
LA CAINE;14122;22;10;;;;
CAIRON;14123;233;65;;42;49;18
LA CAMBE;14124;68;19;;10;;
CAMBES-EN-PLAINE;14125;181;39;;32;20;11
CAMBREMER;14126;155;39;;26;28;8
CAMPAGNOLLES;14127;71;25;;18;17;9
CAMPANDRE-VALCONGRAIN;14128;13;;;;;
CAMPEAUX;14129;81;23;;17;16;
CAMPIGNY;14130;24;7;;;;
CANAPVILLE;14131;22;5;;;;
CANCHY;14132;18;7;;;;
CANTELOUP;14134;24;5;;;;
CARCAGNY;14135;35;14;;;;
CARDONVILLE;14136;11;5;;;;
CARPIQUET;14137;348;64;;47;35;22
CARTIGNY-L'EPINAY;14138;41;12;;;6;
CARVILLE;14139;40;11;;;5;
CASTILLON;14140;53;21;;14;15;5
CASTILLON-EN-AUGE;14141;17;5;;;;
CASTILLY;14142;32;13;;;6;
CAUMONT-L'EVENTE;14143;290;67;;56;34;13
CAUMONT-SUR-ORNE;14144;6;;;;;
CAUVICOURT;14145;73;31;;16;22;9
CAUVILLE;14146;18;;;;;
CERNAY;14147;23;11;;;6;
CERQUEUX;14148;10;;;;;
CESNY-AUX-VIGNES;14149;62;31;;23;21;9
CESNY-BOIS-HALBOUT;14150;122;22;;;11;9
CHAMP-DU-BOULT;14151;41;7;;;;
LA CHAPELLE-ENGERBOLD;14152;12;;;;;
LA CHAPELLE-HAUTE-GRUE;14153;11;5;;;;
LA CHAPELLE-YVON;14154;70;21;;;10;10
CHEFFREVILLE-TONNENCOURT;14155;42;16;;8;;5
CHENEDOLLE;14156;30;11;;;5;
CHEUX;14157;196;72;;58;47;18
CHICHEBOVILLE;14158;75;23;;17;16;6
CHOUAIN;14159;33;6;;;;
CINTHEAUX;14160;25;11;;;;
CLARBEC;14161;26;8;;;;
CLECY;14162;173;54;;41;32;15
CLEVILLE;14163;41;14;;;;
CLINCHAMPS-SUR-ORNE;14164;173;65;;45;43;17
COLLEVILLE-SUR-MER;14165;24;6;;;;
COLLEVILLE-MONTGOMERY;14166;303;72;;51;43;18
COLOMBELLES;14167;1391;271;6;232;104;56
COLOMBIERES;14168;18;5;;;;
COLOMBIERS-SUR-SEULLES;14169;28;6;;;;
COLOMBY-SUR-THAON;14170;38;12;;;5;
COMBRAY;14171;21;7;;;;
COMMES;14172;35;7;;;;
CONDE-SUR-IFS;14173;69;23;;;16;8
CONDE-SUR-NOIREAU;14174;1073;145;;116;63;22
CONDE-SUR-SEULLES;14175;50;23;;14;16;
CONTEVILLE;14176;9;;;;;
COQUAINVILLIERS;14177;99;30;;24;16;7
CORBON;14178;8;;;;;
CORDEBUGLE;14179;24;8;;;;
CORDEY;14180;16;8;;;;
CORMELLES-LE-ROYAL;14181;701;137;6;103;69;34
CORMOLAIN;14182;53;16;;;9;5
COSSESSEVILLE;14183;13;5;;;;
COTTUN;14184;23;7;;;;
COUDRAY-RABUT;14185;36;9;;;;
COULOMBS;14186;63;24;;17;;7
COULONCES;14187;90;28;;17;;5
COULVAIN;14188;61;25;;18;16;6
COUPESARTE;14189;;;;;;
COURCY;14190;20;5;;;;
COURSEULLES-SUR-MER;14191;672;104;;76;59;20
COURSON;14192;36;12;;;5;
COURTONNE-LA-MEURDRAC;14193;72;19;;14;12;
COURTONNE-LES-DEUX-EGLISES;14194;91;34;;26;16;11
COURVAUDON;14195;28;11;;;;
CREPON;14196;26;8;;;;
CRESSERONS;14197;151;36;;17;21;7
CRESSEVEUILLE;14198;35;17;;9;;
CREULLY;14200;258;69;;50;49;15
CREVECOEUR-EN-AUGE;14201;80;27;;20;9;7
CRICQUEBOEUF;14202;20;;;;;
CRICQUEVILLE-EN-AUGE;14203;22;8;;;;
CRICQUEVILLE-EN-BESSIN;14204;17;;;;;
CRISTOT;14205;29;7;;;;
CROCY;14206;34;12;;;;
CROISILLES;14207;85;28;;20;20;
CROISSANVILLE;14208;83;34;;25;23;10
CROUAY;14209;72;16;;;11;
LA CROUPTE;14210;21;7;;;;
CULEY-LE-PATRY;14211;46;18;;;13;
CULLY;14212;18;6;;;;
CURCY-SUR-ORNE;14213;72;24;;;17;8
CUSSY;14214;20;9;;;;
CUVERVILLE;14215;279;77;;41;57;12
DAMBLAINVILLE;14216;32;6;;;;
DAMPIERRE;14217;13;;;;;
DANESTAL;14218;50;23;;18;14;5
DANVOU-LA-FERRIERE;14219;22;6;;;;
DEAUVILLE;14220;620;65;6;57;22;14
DEMOUVILLE;14221;436;99;;69;61;25
LE DESERT;14222;7;;;;;
LE DETROIT;14223;10;;;;;
DEUX-JUMEAUX;14224;6;;;;;
DIVES-SUR-MER;14225;1078;202;;165;76;51
DONNAY;14226;38;20;;15;13;
DOUVILLE-EN-AUGE;14227;17;;;;;
DOUVRES-LA-DELIVRANDE;14228;819;172;;129;86;45
DOZULE;14229;469;108;;86;57;29
DRUBEC;14230;10;;;;;
BEAUFOUR-DRUVAL;14231;59;18;;12;12;
DUCY-SAINTE-MARGUERITE;14232;15;5;;;;
ECRAMMEVILLE;14235;23;6;;;;
ELLON;14236;70;18;;13;10;
EMIEVILLE;14237;99;34;;22;23;5
ENGLESQUEVILLE-EN-AUGE;14238;7;;;;;
ENGLESQUEVILLE-LA-PERCEE;14239;6;;;;;
EPANEY;14240;78;28;;;14;11
EPINAY-SUR-ODON;14241;82;25;;13;18;
EPRON;14242;435;38;;27;14;9
EQUEMAUVILLE;14243;119;25;;12;15;5
ERAINES;14244;49;16;;7;11;
ERNES;14245;42;13;;;;
ESCOVILLE;14246;114;37;;26;27;9
ESPINS;14248;34;13;;;;
ESQUAY-NOTRE-DAME;14249;218;76;;58;56;16
ESQUAY-SUR-SEULLES;14250;25;;;;;
ESSON;14251;75;34;;25;21;8
ESTREES-LA-CAMPAGNE;14252;38;16;;8;;
ESTRY;14253;57;16;;;9;7
ETERVILLE;14254;224;74;;48;47;23
ETOUVY;14255;33;11;;5;;
ETREHAM;14256;39;20;;15;15;
EVRECY;14257;282;72;;50;53;17
FALAISE;14258;1935;352;6;286;141;79
FAMILLY;14259;12;;;;;
FAUGUERNON;14260;24;5;;;;
LE FAULQ;14261;54;14;;9;;5
LA FERRIERE-HARANG;14264;48;15;;;6;
FERVAQUES;14265;100;31;;;10;11
FEUGUEROLLES-BULLY;14266;206;61;;49;40;12
FIERVILLE-BRAY;14268;62;26;;13;21;5
FIERVILLE-LES-PARCS;14269;24;6;;;;
FIRFOL;14270;54;13;;8;;
FLEURY-SUR-ORNE;14271;941;172;;136;82;27
LA FOLIE;14272;13;;;;;
LA FOLLETIERE-ABENON;14273;16;5;;;;
FONTAINE-ETOUPEFOUR;14274;303;79;;56;50;25
FONTAINE-HENRY;14275;62;19;;13;12;7
FONTAINE-LE-PIN;14276;54;16;;7;;
FONTENAY-LE-MARMION;14277;268;98;;73;61;27
FONTENAY-LE-PESNEL;14278;161;52;;40;36;15
FONTENERMONT;14279;21;5;;;;
FORMENTIN;14280;34;9;;;;
FORMIGNY;14281;27;5;;;;
FOULOGNES;14282;27;8;;;;
FOURCHES;14283;27;10;;;;5
FOURNEAUX-LE-VAL;14284;19;8;;;;
LE FOURNET;14285;8;;;;;
FOURNEVILLE;14286;67;11;;;;
FRENOUVILLE;14287;287;138;;102;88;37
LE FRESNE-CAMILLY;14288;100;23;;;14;
FRESNE-LA-MERE;14289;96;32;;19;25;11
FRESNEY-LE-PUCEUX;14290;120;50;;38;40;9
FRESNEY-LE-VIEUX;14291;37;13;;;;
FRIARDEL;14292;33;6;;;;
FUMICHON;14293;32;12;;;;5
GARCELLES-SECQUEVILLE;14294;130;52;;34;34;9
LE GAST;14296;19;;;;;
GAVRUS;14297;94;32;;26;16;7
GEFOSSE-FONTENAY;14298;11;;;;;
GENNEVILLE;14299;104;32;;21;17;
GERROTS;14300;;;;;;
GIBERVILLE;14301;877;181;;143;95;46
GLANVILLE;14302;12;;;;;
GLOS;14303;103;30;;20;19;8
GONNEVILLE-SUR-HONFLEUR;14304;95;24;;10;17;5
GONNEVILLE-SUR-MER;14305;55;15;;6;;
GONNEVILLE-EN-AUGE;14306;51;14;;8;;
GOUPILLIERES;14307;23;10;;;;
GOUSTRANVILLE;14308;20;;;;;
GOUVIX;14309;118;39;;29;24;6
GRAINVILLE-LANGANNERIE;14310;104;39;;29;22;13
GRAINVILLE-SUR-ODON;14311;134;37;;24;24;5
GRANDCAMP-MAISY;14312;180;21;;;8;
GRANDCHAMP-LE-CHATEAU;14313;6;;;;;
GRANGUES;14316;23;5;;;;
LA GRAVERIE;14317;136;41;;29;27;11
GRAYE-SUR-MER;14318;90;14;;;9;
GRENTHEVILLE;14319;116;27;;13;20;5
GRIMBOSQ;14320;32;13;;5;8;
GUERON;14322;26;8;;;;
HAMARS;14324;64;25;;17;18;8
HERMANVILLE-SUR-MER;14325;410;110;;77;64;24
HERMIVAL-LES-VAUX;14326;100;27;;18;16;12
HEROUVILLE-SAINT-CLAIR;14327;6072;933;22;813;231;177
HEROUVILLETTE;14328;128;44;;30;30;8
HEULAND;14329;12;;;;;
HEURTEVENT;14330;30;11;;;5;5
HIEVILLE;14331;31;11;;;;5
LA HOGUETTE;14332;102;38;;23;23;9
HONFLEUR;14333;1666;260;;210;93;77
L'HOTELLERIE;14334;58;20;;14;11;7
HOTOT-EN-AUGE;14335;27;11;;6;;
HOTTOT-LES-BAGUES;14336;71;17;;;12;7
LA HOUBLONNIERE;14337;41;14;;;;
HOULGATE;14338;326;75;;54;33;14
HUBERT-FOLIE;14339;49;9;;;;
IFS;14341;2165;452;7;387;187;94
ISIGNY-SUR-MER;14342;452;71;;58;26;10
LES ISLES-BARDEL;14343;6;;;;;
JANVILLE;14344;32;13;;;;
JORT;14345;42;8;;;;
JUAYE-MONDAYE;14346;81;22;;;13;
JURQUES;14347;103;37;;31;21;10
JUVIGNY-SUR-SEULLES;14348;7;;;;;
LAIZE-LA-VILLE;14349;114;47;;34;33;14
LA LANDE-SUR-DROME;14350;7;;;;;
LANDELLES-ET-COUPIGNY;14352;98;20;;13;12;
LANDES-SUR-AJON;14353;68;26;;16;;5
LANGRUNE-SUR-MER;14354;266;65;;47;35;17
LANTHEUIL;14355;85;16;;11;9;9
LASSON;14356;58;13;;8;;
LASSY;14357;52;9;;;;
LEAUPARTIE;14358;12;5;;;;
LECAUDE;14359;16;6;;;;
LEFFARD;14360;22;11;;;;5
LENAULT;14361;23;6;;;;
LESSARD-ET-LE-CHENE;14362;14;;;;;
LINGEVRES;14364;56;15;;9;;
LION-SUR-MER;14365;344;74;;40;46;19
LISIEUX;14366;5523;731;17;616;205;136
LISON;14367;74;16;;;7;
LISORES;14368;34;;;;;
LITTEAU;14369;31;10;;;5;
LE MOLAY-LITTRY;14370;536;101;;76;52;27
LIVAROT;14371;431;74;;64;23;12
LIVRY;14372;79;27;;17;19;9
LE LOCHEUR;14373;24;10;;;;5
LES LOGES;14374;16;;;;;
LES LOGES-SAULCES;14375;30;6;;;;
LONGRAYE;14376;32;9;;;;
LONGUES-SUR-MER;14377;85;25;;17;17;
LONGUEVILLE;14378;41;9;;;;
LONGVILLERS;14379;49;12;;;;
LOUCELLES;14380;23;5;;;;
LOUVAGNY;14381;;;;;;
LOUVIERES;14382;6;;;;;
LOUVIGNY;14383;435;93;;71;55;17
LUC-SUR-MER;14384;447;74;;53;32;18
MAGNY-EN-BESSIN;14385;21;5;;;;
MAGNY-LA-CAMPAGNE;14386;70;27;;18;18;6
MAGNY-LE-FREULE;14387;35;17;;;;
MAISONCELLES-LA-JOURDAN;14388;48;16;;11;;
MAISONCELLES-PELVEY;14389;41;10;;;;
MAISONCELLES-SUR-AJON;14390;24;5;;;;
MAISONS;14391;43;10;;;;
MAIZET;14393;41;19;;;13;
MAIZIERES;14394;64;19;;13;;
MALLOUE;14395;;;;;;
MALTOT;14396;142;52;;43;39;13
MANDEVILLE-EN-BESSIN;14397;48;10;;;;
MANERBE;14398;57;22;;;11;7
MANNEVILLE-LA-PIPARD;14399;33;6;;;;
LE MANOIR;14400;35;9;;;;
MANVIEUX;14401;15;;;;;
LE MARAIS-LA-CHAPELLE;14402;14;5;;;;
MAROLLES;14403;100;32;;25;21;5
MARTAINVILLE;14404;15;6;;;;
MARTIGNY-SUR-L'ANTE;14405;33;10;;;;
MARTRAGNY;14406;50;14;;;;7
MATHIEU;14407;254;71;;44;39;22
MAY-SUR-ORNE;14408;276;85;;66;60;25
MERVILLE-FRANCEVILLE-PLAGE;14409;340;64;;47;38;12
MERY-CORBON;14410;123;43;;28;31;8
MESLAY;14411;34;9;;;;
LE MESNIL-AU-GRAIN;14412;9;;;;;
LE MESNIL-AUZOUF;14413;63;21;;;5;5
LE MESNIL-BACLEY;14414;22;9;;;;
LE MESNIL-BENOIST;14415;5;;;;;
LE MESNIL-CAUSSOIS;14416;18;9;;;;
MESNIL-CLINCHAMPS;14417;120;41;;34;26;12
LE MESNIL-DURAND;14418;34;7;;;;
LE MESNIL-EUDES;14419;28;;;;;
LE MESNIL-GERMAIN;14420;32;12;;;7;
LE MESNIL-GUILLAUME;14421;78;28;;19;19;11
LE MESNIL-MAUGER;14422;142;38;;32;19;15
LE MESNIL-PATRY;14423;36;6;;;;
LE MESNIL-ROBERT;14424;25;8;;;;
LE MESNIL-SIMON;14425;18;9;;;;
LE MESNIL-SUR-BLANGY;14426;17;6;;;;
LE MESNIL-VILLEMENT;14427;32;9;;;;
MEULLES;14429;47;16;;;9;6
MEUVAINES;14430;15;;;;;
MEZIDON-CANON;14431;969;226;;182;108;47
MISSY;14432;63;16;;;11;
MITTOIS;14433;31;6;;;;
LES MONCEAUX;14435;19;;;;;
MONCEAUX-EN-BESSIN;14436;66;25;;19;20;7
MONDEVILLE;14437;1858;314;5;255;137;57
MONDRAINVILLE;14438;78;31;;23;19;9
MONFREVILLE;14439;7;;;;;
MONTAMY;14440;17;7;;;;
MONT-BERTRAND;14441;30;11;;;5;
MONTCHAMP;14442;96;21;;15;12;
MONTCHAUVET;14443;56;21;;16;15;
MONTEILLE;14444;16;5;;;;
MONTFIQUET;14445;13;;;;;
MONTIGNY;14446;14;6;;;;
MONTREUIL-EN-AUGE;14448;5;;;;;
MONTS-EN-BESSIN;14449;40;13;;;;
MONTVIETTE;14450;23;9;;;;
MORTEAUX-COULIBOEUF;14452;92;35;;27;24;10
MOSLES;14453;53;18;;13;12;9
MOUEN;14454;175;55;;36;35;11
MOULINES;14455;36;16;;11;10;
MOULT;14456;355;118;;95;63;28
LES MOUTIERS-EN-AUGE;14457;13;6;;;;
LES MOUTIERS-EN-CINGLAIS;14458;83;17;;12;11;
LES MOUTIERS-HUBERT;14459;;;;;;
MOYAUX;14460;204;43;;30;22;10
MUTRECY;14461;44;12;;;;
NEUILLY-LA-FORET;14462;46;22;;17;11;6
NONANT;14465;60;13;;;;6
NOROLLES;14466;34;9;;;;
NORON-L'ABBAYE;14467;48;18;;10;12;5
NORON-LA-POTERIE;14468;58;17;;;;5
NORREY-EN-AUGE;14469;9;;;;;
NOTRE-DAME-DE-COURSON;14471;46;16;;;9;7
NOTRE-DAME-DE-LIVAYE;14473;11;;;;;
NOTRE-DAME-D'ESTREES;14474;21;8;;;;
NOYERS-BOCAGE;14475;161;60;;41;44;11
OLENDON;14476;27;12;;7;;
ONDEFONTAINE;14477;40;10;;;;
ORBEC;14478;428;57;;48;16;6
OSMANVILLE;14480;68;19;;;7;5
LES OUBEAUX;14481;15;7;;;;
OUEZY;14482;24;11;;;;
OUFFIERES;14483;25;11;;;6;
OUILLY-DU-HOULEY;14484;21;8;;;;
OUILLY-LE-TESSON;14486;93;36;;29;20;9
OUILLY-LE-VICOMTE;14487;78;16;;8;;
OUISTREHAM;14488;1419;236;;185;114;63
OUVILLE-LA-BIEN-TOURNEE;14489;22;6;;;;
PARFOURU-SUR-ODON;14491;20;7;;;;
PENNEDEPIE;14492;31;6;;;;
PERCY-EN-AUGE;14493;29;7;;;;
PERIERS-EN-AUGE;14494;13;;;;;
PERIERS-SUR-LE-DAN;14495;48;10;;;;
PERIGNY;14496;7;;;;;
PERRIERES;14497;48;15;;;10;
PERTHEVILLE-NERS;14498;30;5;;;;
PETIVILLE;14499;50;16;;9;;5
PIERREFITTE-EN-AUGE;14500;21;6;;;;
PIERREFITTE-EN-CINGLAIS;14501;38;13;;8;8;
PIERREPONT;14502;14;;;;;
PIERRES;14503;24;;;;;
LE PIN;14504;108;36;;24;23;9
PLACY;14505;21;;;;;
PLANQUERY;14506;25;9;;;;
LE PLESSIS-GRIMOULT;14508;39;12;;;5;
PLUMETOT;14509;16;6;;;;
LA POMMERAYE;14510;5;;;;;
PONT-BELLANGER;14511;10;;;;;
PONTECOULANT;14512;11;;;;;
PONT-FARCY;14513;77;16;;;9;5
PONT-L'EVEQUE;14514;918;162;;135;90;41
PORT-EN-BESSIN-HUPPAIN;14515;313;43;;32;21;9
POTIGNY;14516;355;85;;70;50;23
POUSSY-LA-CAMPAGNE;14517;11;;;;;
PREAUX-SAINT-SEBASTIEN;14518;;;;;;
PREAUX-BOCAGE;14519;14;;;;;
LE PRE-D'AUGE;14520;103;27;;20;16;7
PRESLES;14521;40;19;;;13;
PRETREVILLE;14522;57;17;;12;11;
PROUSSY;14523;44;10;;;;
PUTOT-EN-AUGE;14524;41;15;;8;;
PUTOT-EN-BESSIN;14525;53;19;;11;13;
BIEVILLE-QUETIEVILLE;14527;40;13;;;;
QUETTEVILLE;14528;45;15;;;8;6
RANCHY;14529;33;6;;;;
RANVILLE;14530;226;59;;45;33;12
RAPILLY;14531;8;;;;;
LE RECULEY;14532;33;9;;;;
REPENTIGNY;14533;9;;;;;
REUX;14534;46;18;;11;12;
REVIERS;14535;72;12;;;7;5
LA RIVIERE-SAINT-SAUVEUR;14536;381;106;;71;58;23
ROCQUANCOURT;14538;143;42;;29;28;9
LA ROCQUE;14539;9;;;;;
ROCQUES;14540;66;;;;;
LA ROQUE-BAIGNARD;14541;11;;;;;
ROSEL;14542;55;14;;;;7
ROTS;14543;189;54;;42;24;15
ROUCAMPS;14544;31;15;;;;5
ROULLOURS;14545;114;43;;31;30;6
