Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
SAINT-MALO-DE-PHILY;35289;154;65;;54;36;20
SAINT-MALON-SUR-MEL;35290;89;22;;;12;8
SAINT-MARCAN;35291;58;18;;;9;8
SAINT-MARC-LE-BLANC;35292;154;50;;45;34;16
SAINT-MARC-SUR-COUESNON;35293;63;32;;27;19;11
SAINTE-MARIE;35294;329;101;;80;58;34
SAINT-MAUGAN;35295;80;27;;17;15;7
SAINT-MEDARD-SUR-ILLE;35296;186;71;;51;36;25
SAINT-MEEN-LE-GRAND;35297;712;150;;128;72;39
SAINT-MELOIR-DES-ONDES;35299;522;139;;113;76;42
SAINT-M'HERVE;35300;171;72;;60;41;29
SAINT-M'HERVON;35301;69;32;;24;19;10
SAINT-ONEN-LA-CHAPELLE;35302;148;53;;43;33;14
SAINT-OUEN-LA-ROUERIE;35303;112;33;;;13;20
SAINT-OUEN-DES-ALLEUX;35304;215;85;;73;48;24
SAINT-PERAN;35305;54;27;;;18;5
SAINT-PERE;35306;329;67;;48;42;22
SAINT-PERN;35307;129;44;;37;27;12
SAINT-PIERRE-DE-PLESGUEN;35308;410;115;;106;65;30
SAINT-REMY-DU-PLAIN;35309;125;53;;48;27;22
SAINT-SAUVEUR-DES-LANDES;35310;334;86;;80;54;34
SAINT-SEGLIN;35311;60;23;;;10;8
SAINT-SENOUX;35312;235;98;;80;52;36
SAINT-SULIAC;35314;109;24;;14;16;8
SAINT-SULPICE-LA-FORET;35315;179;53;;29;32;18
SAINT-SULPICE-DES-LANDES;35316;133;30;;;14;10
SAINT-SYMPHORIEN;35317;56;18;;12;;5
SAINT-THUAL;35318;118;46;;41;28;12
SAINT-THURIAL;35319;287;105;;79;72;36
SAINT-UNIAC;35320;73;32;;26;19;10
SAULNIERES;35321;98;37;;;21;11
LE SEL-DE-BRETAGNE;35322;159;68;;58;45;22
LA SELLE-EN-COGLES;35323;82;29;;;12;12
LA SELLE-EN-LUITRE;35324;76;27;;;15;9
LA SELLE-GUERCHAISE;35325;18;7;;;;
SENS-DE-BRETAGNE;35326;389;137;5;121;82;46
SERVON-SUR-VILAINE;35327;520;143;6;107;83;37
SIXT-SUR-AFF;35328;281;67;;58;36;22
SOUGEAL;35329;67;25;;;12;8
TAILLIS;35330;147;61;;54;30;25
TALENSAC;35331;332;103;;73;76;37
TEILLAY;35332;155;53;;46;28;18
LE THEIL-DE-BRETAGNE;35333;238;80;;66;40;40
THORIGNE-FOUILLARD;35334;1038;278;;190;141;73
THOURIE;35335;105;33;;;16;13
LE TIERCENT;35336;26;8;;;;
TINTENIAC;35337;510;120;;99;75;33
TORCE;35338;166;66;;48;47;20
TRANS-LA-FORET;35339;62;17;;12;12;
TREFFENDEL;35340;188;71;;60;41;30
TREMBLAY;35341;313;46;;38;33;12
TREMEHEUC;35342;40;14;;8;5;6
TRESBOEUF;35343;182;71;;59;36;28
TRESSE;35344;45;18;;;10;6
TREVERIEN;35345;139;51;;43;31;18
TRIMER;35346;21;7;;;;
VAL-D'IZE;35347;345;134;6;117;82;46
VENDEL;35348;46;25;;;12;8
VERGEAL;35350;107;42;;35;26;15
LE VERGER;35351;257;73;;62;50;26
VERN-SUR-SEICHE;35352;1293;294;5;208;183;84
VEZIN-LE-COQUET;35353;534;94;5;56;51;24
VIEUX-VIEL;35354;32;12;;;6;5
VIEUX-VY-SUR-COUESNON;35355;148;49;;;28;19
VIGNOC;35356;300;108;;85;68;39
VILLAMEE;35357;42;13;;;7;
LA VILLE-ES-NONAIS;35358;155;49;;42;31;11
VISSEICHE;35359;108;51;;40;31;13
VITRE;35360;3123;514;15;391;262;124
LE VIVIER-SUR-MER;35361;93;27;;;18;12
LE TRONCHET;35362;202;56;;51;32;14
PONT-PEAN;35363;580;117;;94;69;42
AIGURANDE;36001;209;32;;21;15;5
AIZE;36002;12;5;;;;
AMBRAULT;36003;136;49;;32;28;12
ANJOUIN;36004;29;;;;;
ARDENTES;36005;503;162;5;114;90;38
ARGENTON-SUR-CREUSE;36006;980;164;;126;77;32
ARGY;36007;74;31;;;16;7
ARPHEUILLES;36008;22;;;;;
ARTHON;36009;169;53;;38;33;12
AZAY-LE-FERRON;36010;99;23;;17;11;8
BAGNEUX;36011;16;;;;;
BARAIZE;36012;32;13;;8;8;
BAUDRES;36013;48;14;;;9;
BAZAIGES;36014;25;;;;;
BEAULIEU;36015;10;;;;;
BELABRE;36016;126;23;;;11;
LA BERTHENOUX;36017;50;9;;;;
LE BLANC;36018;1292;205;6;177;57;39
BOMMIERS;36019;40;11;;;6;
BONNEUIL;36020;5;;;;;
LES BORDES;36021;109;36;;23;20;
BOUESSE;36022;38;9;;;;
BOUGES-LE-CHATEAU;36023;28;7;;;;
BRETAGNE;36024;21;10;;;;
BRIANTES;36025;74;23;;17;16;7
BRION;36026;59;20;;;11;5
BRIVES;36027;38;22;;16;11;8
LA BUXERETTE;36028;;;;;;
BUXEUIL;36029;27;7;;;;
BUXIERES-D'AILLAC;36030;20;8;;;;
BUZANCAIS;36031;735;139;;101;73;32
CEAULMONT;36032;88;24;;17;16;
CELON;36033;50;16;;;6;
CHABRIS;36034;397;93;6;77;43;23
CHAILLAC;36035;146;25;;20;11;7
CHALAIS;36036;13;;;;;
LA CHAMPENOISE;36037;34;14;;;9;5
CHAMPILLET;36038;15;;;;;
LA CHAPELLE-ORTHEMALE;36040;19;6;;;;
LA CHAPELLE-SAINT-LAURIAN;36041;12;;;;;
CHASSENEUIL;36042;86;24;;;15;
CHASSIGNOLLES;36043;56;14;;8;8;5
CHATEAUROUX;36044;9926;1717;51;1462;527;323
CHATILLON-SUR-INDRE;36045;466;51;;39;22;10
LA CHATRE;36046;908;105;6;73;53;24
LA CHATRE-LANGLIN;36047;42;15;;;5;6
CHAVIN;36048;40;11;;;5;
CHAZELET;36049;10;;;;;
CHEZELLES;36050;54;21;;;11;8
CHITRAY;36051;18;;;;;
CHOUDAY;36052;17;5;;;;
CIRON;36053;52;9;;;;
CLERE-DU-BOIS;36054;31;6;;;;
CLION;36055;158;23;;16;12;
CLUIS;36056;157;24;;17;13;
COINGS;36057;108;30;;20;19;5
CONCREMIERS;36058;82;23;;16;14;6
CONDE;36059;24;7;;;;
CREVANT;36060;76;20;;;11;
CROZON-SUR-VAUVRE;36061;30;6;;;;
CUZION;36062;42;9;;;;
DEOLS;36063;1191;301;8;230;150;67
DIORS;36064;90;32;;;14;16
DIOU;36065;23;9;;;;
DOUADIC;36066;47;15;;;8;5
DUNET;36067;8;;;;;
DUN-LE-POELIER;36068;56;17;;;5;6
ECUEILLE;36069;183;30;;21;16;6
EGUZON-CHANTOME;36070;176;28;;20;16;
ETRECHET;36071;104;34;;25;23;12
FAVEROLLES;36072;34;8;;;;
FEUSINES;36073;20;;;;;
FLERE-LA-RIVIERE;36074;67;16;;;7;7
FONTENAY;36075;5;;;;;
FONTGOMBAULT;36076;20;10;;;5;
FONTGUENAND;36077;29;7;;;;
FOUGEROLLES;36078;31;12;;;5;6
FRANCILLON;36079;8;;;;;
FREDILLE;36080;7;;;;;
GARGILESSE-DAMPIERRE;36081;21;5;;;;
GEHEE;36082;18;;;;;
GIROUX;36083;15;;;;;
GOURNAY;36084;39;13;;;6;
GUILLY;36085;28;8;;;;
HEUGNES;36086;31;;;;;
INGRANDES;36087;45;10;;;;
ISSOUDUN;36088;2621;402;10;340;119;92
JEU-LES-BOIS;36089;49;21;;;9;8
JEU-MALOCHES;36090;10;;;;;
LACS;36091;84;23;;15;17;6
LANGE;36092;31;6;;;;
LEVROUX;36093;416;101;5;72;59;19
LIGNAC;36094;57;10;;;5;
LIGNEROLLES;36095;8;;;;;
LINGE;36096;20;;;;;
LINIEZ;36097;40;14;;;8;
LIZERAY;36098;17;;;;;
LOURDOUEIX-SAINT-MICHEL;36099;25;7;;;;
LOUROUER-SAINT-LAURENT;36100;23;8;;;;
LUANT;36101;158;55;;37;39;15
LUCAY-LE-LIBRE;36102;13;;;;;
LUCAY-LE-MALE;36103;162;28;;;8;10
LURAIS;36104;22;8;;;;
LUREUIL;36105;55;5;;;;
LUZERET;36106;19;;;;;
LYE;36107;90;19;;;7;6
LYS-SAINT-GEORGES;36108;29;12;;;;
LE MAGNY;36109;105;32;;22;21;9
MAILLET;36110;26;14;;;8;
MALICORNAY;36111;29;5;;;;
MARON;36112;92;20;;13;13;7
MARTIZAY;36113;116;22;;;7;10
MAUVIERES;36114;40;14;;;7;
MENETOU-SUR-NAHON;36115;17;5;;;;
MENETREOLS-SOUS-VATAN;36116;15;7;;;;
LE MENOUX;36117;54;12;;6;7;
MEOBECQ;36118;48;15;;;;6
MERIGNY;36119;62;;;;;
MERS-SUR-INDRE;36120;95;23;;13;16;6
MEUNET-PLANCHES;36121;23;8;;;;
MEUNET-SUR-VATAN;36122;25;13;;;;
MEZIERES-EN-BRENNE;36123;157;28;;21;15;6
MIGNE;36124;39;12;;7;;
MIGNY;36125;13;5;;;;
MONTCHEVRIER;36126;34;8;;;;
MONTGIVRAY;36127;190;49;;36;30;7
MONTIERCHAUME;36128;201;52;;42;28;14
MONTIPOURET;36129;62;19;;;12;6
MONTLEVICQ;36130;11;;;;;
MOSNAY;36131;54;25;;17;17;6
LA MOTTE-FEUILLY;36132;;;;;;
MOUHERS;36133;24;6;;;;
MOUHET;36134;44;11;;;;
MOULINS-SUR-CEPHONS;36135;32;15;;;9;5
MURS;36136;9;;;;;
NEONS-SUR-CREUSE;36137;49;19;;10;;
NERET;36138;17;;;;;
NEUILLAY-LES-BOIS;36139;109;32;;26;17;5
NEUVY-PAILLOUX;36140;181;49;;36;26;11
NEUVY-SAINT-SEPULCHRE;36141;232;52;;42;26;14
NIHERNE;36142;173;52;;36;35;15
NOHANT-VIC;36143;56;18;;13;10;6
NURET-LE-FERRON;36144;41;11;;;;
OBTERRE;36145;33;6;;;;
ORSENNES;36146;89;12;;;6;5
ORVILLE;36147;10;;;;;
OULCHES;36148;45;9;;;;
PALLUAU-SUR-INDRE;36149;85;20;;;9;
PARNAC;36150;41;9;;;;
PARPECAY;36151;27;11;;;;
PAUDY;36152;61;19;;;6;5
PAULNAY;36153;37;9;;;;
LE PECHEREAU;36154;240;50;;31;32;10
PELLEVOISIN;36155;116;14;;;6;5
PERASSAY;36156;75;;;;;
LA PEROUILLE;36157;54;28;;;15;13
BADECON-LE-PIN;36158;101;21;;11;14;
LE POINCONNET;36159;653;162;;111;98;43
POMMIERS;36160;33;6;;;;
LE PONT-CHRETIEN-CHABENET;36161;153;48;;33;25;7
POULAINES;36162;99;23;;17;14;
POULIGNY-NOTRE-DAME;36163;77;18;;13;;
POULIGNY-SAINT-MARTIN;36164;27;9;;;;
POULIGNY-SAINT-PIERRE;36165;121;38;;;15;16
PREAUX;36166;7;;;;;
PREUILLY-LA-VILLE;36167;18;5;;;;
PRISSAC;36168;79;18;;;8;5
PRUNIERS;36169;65;24;;;16;
REBOURSIN;36170;15;5;;;;
REUILLY;36171;300;87;;68;45;20
RIVARENNES;36172;62;20;;;6;5
ROSNAY;36173;57;11;;;;
ROUSSINES;36174;43;10;;;;
ROUVRES-LES-BOIS;36175;27;9;;;;
RUFFEC;36176;85;21;;;8;7
SACIERGES-SAINT-MARTIN;36177;24;;;;;
SAINT-AIGNY;36178;29;8;;;;
SAINT-AOUSTRILLE;36179;26;8;;;;
SAINT-AOUT;36180;112;31;;22;23;9
SAINT-AUBIN;36181;24;7;;;;
SAINT-BENOIT-DU-SAULT;36182;109;6;;;;
SAINTE-CECILE;36183;6;;;;;
SAINT-CHARTIER;36184;67;17;;9;;
SAINT-CHRISTOPHE-EN-BAZELLE;36185;46;18;;13;9;
SAINT-CHRISTOPHE-EN-BOUCHERIE;36186;27;6;;;;
SAINT-CIVRAN;36187;17;;;;;
SAINT-CYRAN-DU-JAMBOT;36188;20;;;;;
SAINT-DENIS-DE-JOUHET;36189;93;24;;16;8;6
SAINTE-FAUSTE;36190;34;16;;;;
SAINT-FLORENTIN;36191;74;27;;16;17;6
SAINT-GAULTIER;36192;396;70;;54;31;15
SAINTE-GEMME;36193;30;7;;;;
SAINT-GENOU;36194;146;34;;26;19;11
SAINT-GEORGES-SUR-ARNON;36195;68;23;;14;18;5
SAINT-GILLES;36196;6;;;;;
SAINT-HILAIRE-SUR-BENAIZE;36197;40;8;;;;
SAINT-LACTENCIN;36198;55;22;;15;17;
SAINTE-LIZAIGNE;36199;125;34;;25;17;8
SAINT-MARCEL;36200;204;45;;39;27;8
SAINT-MARTIN-DE-LAMPS;36201;22;9;;;;
SAINT-MAUR;36202;403;89;;58;44;20
SAINT-MEDARD;36203;;;;;;
SAINT-MICHEL-EN-BRENNE;36204;26;;;;;
SAINT-PIERRE-DE-JARDS;36205;11;;;;;
SAINT-PIERRE-DE-LAMPS;36206;;;;;;
SAINT-PLANTAIRE;36207;48;10;;;;
SAINTE-SEVERE-SUR-INDRE;36208;131;21;;16;14;5
SAINT-VALENTIN;36209;27;10;;;;
SARZAY;36210;42;9;;;;
SASSIERGES-SAINT-GERMAIN;36211;58;19;;;10;
SAULNAY;36212;21;7;;;;
SAUZELLES;36213;17;;;;;
SAZERAY;36214;23;;;;;
SEGRY;36215;61;21;;;13;
SELLES-SUR-NAHON;36216;;;;;;
SEMBLECAY;36217;9;;;;;
SOUGE;36218;15;;;;;
TENDU;36219;75;34;;24;19;7
THENAY;36220;131;33;;27;14;7
THEVET-SAINT-JULIEN;36221;34;;;;;
THIZAY;36222;28;6;;;;
TILLY;36223;10;;;;;
TOURNON-SAINT-MARTIN;36224;186;29;;16;19;5
LE TRANGER;36225;13;7;;;;
TRANZAULT;36226;42;12;;;7;
URCIERS;36227;26;;;;;
VALENCAY;36228;350;49;;38;29;11
VARENNES-SUR-FOUZON;36229;89;19;;;9;5
VATAN;36230;319;72;;58;40;18
VELLES;36231;118;40;;30;27;9
VENDOEUVRES;36232;162;49;;41;24;17
LA VERNELLE;36233;103;22;;;6;8
VERNEUIL-SUR-IGNERAIE;36234;38;14;;;8;5
VEUIL;36235;37;8;;;;
VICQ-EXEMPLET;36236;33;;;;;
VICQ-SUR-NAHON;36237;82;18;;;10;7
VIGOULANT;36238;6;;;;;
VIGOUX;36239;56;17;;9;;
VIJON;36240;26;;;;;
VILLEDIEU-SUR-INDRE;36241;407;110;;90;64;35
VILLEGONGIS;36242;22;6;;;;
VILLEGOUIN;36243;40;;;;;
VILLENTROIS;36244;59;16;;;9;
VILLERS-LES-ORMES;36245;55;17;;11;11;
VILLIERS;36246;13;;;;;
VINEUIL;36247;166;56;;37;41;18
VOUILLON;36248;27;8;;;;
ABILLY;37001;181;34;;26;19;6
AMBILLOU;37002;340;107;;86;59;33
AMBOISE;37003;2140;414;11;355;142;111
ANCHE;37004;51;16;;;9;
ANTOGNY-LE-TILLAC;37005;58;19;;14;9;7
ARTANNES-SUR-INDRE;37006;313;79;;59;47;18
ASSAY;37007;16;;;;;
ATHEE-SUR-CHER;37008;331;126;;94;83;37
AUTRECHE;37009;54;13;;;8;5
AUZOUER-EN-TOURAINE;37010;279;100;;83;57;35
AVOINE;37011;263;47;;36;16;13
AVON-LES-ROCHES;37012;64;22;;14;12;9
AVRILLE-LES-PONCEAUX;37013;54;15;;;8;
AZAY-LE-RIDEAU;37014;542;130;;102;69;37
AZAY-SUR-CHER;37015;359;98;;60;64;34
AZAY-SUR-INDRE;37016;41;16;;;9;
BALLAN-MIRE;37018;1028;240;;172;119;76
BARROU;37019;56;19;;;8;5
BEAULIEU-LES-LOCHES;37020;293;63;;45;35;26
BEAUMONT-LA-RONCE;37021;157;55;5;43;38;10
BEAUMONT-EN-VERON;37022;338;61;;47;30;20
BEAUMONT-VILLAGE;37023;30;10;;;;
BENAIS;37024;91;26;;19;15;6
BERTHENAY;37025;95;28;;23;17;
BETZ-LE-CHATEAU;37026;49;14;;;7;
BLERE;37027;820;187;;146;90;39
BOSSAY-SUR-CLAISE;37028;63;21;;13;12;5
BOSSEE;37029;32;11;;;6;
LE BOULAY;37030;94;42;;;24;12
BOURGUEIL;37031;546;97;6;71;48;29
BOURNAN;37032;27;10;;5;;
BOUSSAY;37033;26;8;;;;
BRASLOU;37034;32;7;;;;
BRAYE-SOUS-FAYE;37035;52;6;;;;
BRAYE-SUR-MAULNE;37036;19;;;;;
BRECHES;37037;33;13;;;;
BREHEMONT;37038;85;23;;;8;5
BRIDORE;37039;118;20;;13;12;
BRIZAY;37040;38;13;;;7;
BUEIL-EN-TOURAINE;37041;38;13;;;5;
CANDES-SAINT-MARTIN;37042;33;5;;;;
CANGEY;37043;147;38;;32;15;19
LA CELLE-GUENAND;37044;74;7;;;;
LA CELLE-SAINT-AVANT;37045;128;37;;31;24;10
CERE-LA-RONDE;37046;32;14;;;;
CERELLES;37047;179;53;;39;37;16
CHAMBON;37048;27;11;;;;
CHAMBOURG-SUR-INDRE;37049;157;42;;31;31;10
CHAMBRAY-LES-TOURS;37050;1972;312;6;238;130;73
CHAMPIGNY-SUR-VEUDE;37051;108;26;;21;11;5
CHANCAY;37052;131;52;;41;39;15
CHANCEAUX-PRES-LOCHES;37053;11;;;;;
CHANCEAUX-SUR-CHOISILLE;37054;487;126;;93;80;38
CHANNAY-SUR-LATHAN;37055;119;40;;30;19;13
LA CHAPELLE-AUX-NAUX;37056;57;19;;14;10;6
LA CHAPELLE-BLANCHE-SAINT-MARTIN;37057;77;23;;17;12;8
LA CHAPELLE-SUR-LOIRE;37058;193;61;;54;20;12
CHARENTILLY;37059;132;36;;26;22;7
CHARGE;37060;133;46;;35;28;14
CHARNIZAY;37061;42;9;;;;
CHATEAU-LA-VALLIERE;37062;239;47;;32;22;12
CHATEAU-RENAULT;37063;1132;198;;176;66;47
CHAUMUSSAY;37064;23;;;;;
CHAVEIGNES;37065;47;12;;;5;5
CHEDIGNY;37066;71;21;;15;;6
CHEILLE;37067;214;82;;59;50;17
CHEMILLE-SUR-DEME;37068;85;31;;;17;9
CHEMILLE-SUR-INDROIS;37069;22;7;;;;
CHENONCEAUX;37070;35;11;;6;6;
CHEZELLES;37071;8;;;;;
CHINON;37072;1628;199;5;160;73;36
CHISSEAUX;37073;73;18;;;12;6
CHOUZE-SUR-LOIRE;37074;265;78;;69;24;19
CIGOGNE;37075;37;14;;9;;
CINAIS;37076;51;12;;;6;
CINQ-MARS-LA-PILE;37077;515;170;;136;105;39
CIRAN;37078;54;21;;14;12;6
CIVRAY-DE-TOURAINE;37079;236;58;;41;37;11
CIVRAY-SUR-ESVES;37080;30;12;;;;
CLERE-LES-PINS;37081;169;49;;39;29;17
CONTINVOIR;37082;49;12;;;6;
CORMERY;37083;243;50;;36;25;11
COUESMES;37084;77;17;;;8;5
COURCAY;37085;94;32;;21;23;7
COURCELLES-DE-TOURAINE;37086;83;32;;24;16;12
COURCOUE;37087;25;11;;;5;
COUZIERS;37088;16;;;;;
CRAVANT-LES-COTEAUX;37089;68;21;;16;11;9
CRISSAY-SUR-MANSE;37090;11;;;;;
LA CROIX-EN-TOURAINE;37091;274;77;;62;43;21
CROTELLES;37092;82;29;;24;21;12
CROUZILLES;37093;65;14;;;6;
CUSSAY;37094;61;13;;;7;
DAME-MARIE-LES-BOIS;37095;45;17;;;10;
DIERRE;37096;70;22;;;14;6
DOLUS-LE-SEC;37097;103;40;;31;24;
DRACHE;37098;98;27;;19;19;8
DRUYE;37099;123;45;;35;27;11
EPEIGNE-LES-BOIS;37100;50;18;;;8;6
EPEIGNE-SUR-DEME;37101;23;8;;;;
LES ESSARDS;37102;20;6;;;;
ESVES-LE-MOUTIER;37103;17;;;;;
ESVRES;37104;616;151;;105;87;46
FAYE-LA-VINEUSE;37105;36;11;;;;
LA FERRIERE;37106;45;20;;;12;6
FERRIERE-LARCON;37107;23;;;;;
FERRIERE-SUR-BEAULIEU;37108;100;31;;;22;9
FONDETTES;37109;1359;276;;180;122;77
FRANCUEIL;37110;160;52;;40;29;14
GENILLE;37111;193;42;;31;20;8
GIZEUX;37112;50;10;;;5;
LE GRAND-PRESSIGNY;37113;113;22;;15;13;5
LA GUERCHE;37114;25;5;;;;
DESCARTES;37115;598;120;;91;54;22
LES HERMITES;37116;114;13;;;8;5
HOMMES;37117;136;54;;43;25;12
HUISMES;37118;190;68;;54;39;20
L' ILE-BOUCHARD;37119;284;37;;;13;7
INGRANDES-DE-TOURAINE;37120;50;16;;;8;5
JAULNAY;37121;31;8;;;;
JOUE-LES-TOURS;37122;6641;1318;40;1111;445;279
LANGEAIS;37123;663;131;;106;66;28
LARCAY;37124;295;96;;63;50;21
LEMERE;37125;44;13;;;8;
LERNE;37126;45;6;;;;
LE LIEGE;37127;44;12;;;;
LIGNIERES-DE-TOURAINE;37128;123;32;;25;19;6
LIGRE;37129;103;29;;21;12;6
LIGUEIL;37130;352;59;;49;24;19
LIMERAY;37131;145;53;;42;29;13
LOCHES;37132;1379;180;5;148;61;37
LOCHE-SUR-INDROIS;37133;54;12;;;7;
LOUANS;37134;68;22;;13;17;6
LOUESTAULT;37135;40;15;;;9;6
LE LOUROUX;37136;57;31;;24;22;9
LUBLE;37137;16;8;;;;
LUSSAULT-SUR-LOIRE;37138;82;24;;17;18;7
LUYNES;37139;784;151;;110;68;37
LUZE;37140;40;10;;;5;
LUZILLE;37141;111;33;;;20;8
MAILLE;37142;85;16;;10;10;6
MANTHELAN;37143;181;56;;45;23;10
MARCAY;37144;46;12;;6;7;
MARCE-SUR-ESVES;37145;26;6;;;;
MARCILLY-SUR-MAULNE;37146;31;8;;;;
MARCILLY-SUR-VIENNE;37147;62;15;;10;8;
MARIGNY-MARMANDE;37148;81;14;;;;
MARRAY;37149;61;24;;;17;7
MAZIERES-DE-TOURAINE;37150;170;55;;46;36;16
LA MEMBROLLE-SUR-CHOISILLE;37151;369;75;;52;36;24
METTRAY;37152;260;71;;56;24;19
MONNAIE;37153;598;180;;146;105;48
MONTBAZON;37154;583;169;7;134;80;49
MONTHODON;37155;86;31;;21;23;10
MONTLOUIS-SUR-LOIRE;37156;1514;398;10;274;215;90
MONTRESOR;37157;62;9;;;;
MONTREUIL-EN-TOURAINE;37158;94;35;;;22;8
MONTS;37159;931;225;7;170;120;57
MORAND;37160;45;16;;;9;6
MOSNES;37161;97;29;;24;12;12
MOUZAY;37162;57;14;;;9;
NAZELLES-NEGRON;37163;437;96;;83;46;20
NEUIL;37165;58;23;;18;12;8
NEUILLE-LE-LIERRE;37166;112;47;;36;26;12
NEUILLE-PONT-PIERRE;37167;279;78;;60;50;16
NEUILLY-LE-BRIGNON;37168;24;6;;;;
NEUVILLE-SUR-BRENNE;37169;115;29;;22;16;
NEUVY-LE-ROI;37170;161;39;;27;26;7
NOIZAY;37171;120;34;;28;20;9
NOTRE-DAME-D'OE;37172;463;139;;102;80;41
NOUANS-LES-FONTAINES;37173;76;12;;;6;
NOUATRE;37174;126;30;;24;16;
NOUZILLY;37175;168;56;;41;38;18
NOYANT-DE-TOURAINE;37176;143;49;;39;25;16
ORBIGNY;37177;106;29;;22;15;6
PANZOULT;37178;40;17;;10;11;
PARCAY-MESLAY;37179;505;118;;100;37;20
PARCAY-SUR-VIENNE;37180;70;18;;13;10;
PAULMY;37181;29;;;;;
PERNAY;37182;150;46;;31;33;10
PERRUSSON;37183;193;37;;31;24;11
LE PETIT-PRESSIGNY;37184;20;7;;;;
POCE-SUR-CISSE;37185;206;50;;31;21;17
PONT-DE-RUAN;37186;125;49;;34;35;12
PORTS;37187;43;12;;;6;
POUZAY;37188;120;37;;29;17;11
PREUILLY-SUR-CLAISE;37189;181;29;;23;15;8
PUSSIGNY;37190;18;5;;;;
RAZINES;37191;26;;;;;
REIGNAC-SUR-INDRE;37192;149;51;;40;31;14
RESTIGNE;37193;120;32;;23;13;15
REUGNY;37194;205;58;;46;36;20
LA RICHE;37195;2298;372;8;324;124;89
RICHELIEU;37196;347;44;;32;14;9
RIGNY-USSE;37197;62;15;;;6;6
RILLE;37198;36;12;;;;
RILLY-SUR-VIENNE;37199;53;18;;;12;
RIVARENNES;37200;137;55;;43;35;16
RIVIERE;37201;93;24;;;13;8
LA ROCHE-CLERMAULT;37202;57;19;;;9;7
ROCHECORBON;37203;469;102;;72;34;27
ROUZIERS-DE-TOURAINE;37204;173;55;;40;32;19
SACHE;37205;181;74;;59;46;19
SAINT-ANTOINE-DU-ROCHER;37206;205;75;;53;47;21
SAINT-AUBIN-LE-DEPEINT;37207;34;18;;13;9;
SAINT-AVERTIN;37208;1701;325;5;239;112;82
SAINT-BAULD;37209;29;9;;;;
SAINT-BENOIT-LA-FORET;37210;96;25;;19;13;6
SAINT-BRANCHS;37211;328;108;;72;70;27
SAINTE-CATHERINE-DE-FIERBOIS;37212;94;28;;19;21;
SAINT-CHRISTOPHE-SUR-LE-NAIS;37213;179;44;;35;24;11
SAINT-CYR-SUR-LOIRE;37214;2298;371;8;277;161;94
SAINT-EPAIN;37216;183;53;;43;29;20
SAINT-ETIENNE-DE-CHIGNY;37217;205;62;;51;25;13
SAINT-FLOVIER;37218;64;17;;;7;8
SAINT-GENOUPH;37219;116;32;;;14;16
SAINT-GERMAIN-SUR-VIENNE;37220;52;15;;;7;
SAINT-HIPPOLYTE;37221;94;33;;;11;
SAINT-JEAN-SAINT-GERMAIN;37222;77;22;;16;14;6
SAINT-LAURENT-DE-LIN;37223;40;16;;;;5
SAINT-LAURENT-EN-GATINES;37224;133;54;;46;33;16
SAINT-MARTIN-LE-BEAU;37225;346;106;;80;57;29
SAINTE-MAURE-DE-TOURAINE;37226;724;141;;117;78;29
SAINT-MICHEL-SUR-LOIRE;37227;84;25;;;13;10
SAINT-NICOLAS-DE-BOURGUEIL;37228;118;37;;25;22;16
SAINT-NICOLAS-DES-MOTETS;37229;37;15;;;8;
SAINT-OUEN-LES-VIGNES;37230;136;39;;30;22;18
SAINT-PATERNE-RACAN;37231;218;67;;48;40;15
SAINT-PATRICE;37232;72;21;;;11;6
SAINT-PIERRE-DES-CORPS;37233;3056;643;18;548;205;148
SAINT-QUENTIN-SUR-INDROIS;37234;56;17;;;12;
SAINT-REGLE;37236;61;25;;13;17;6
SAINT-ROCH;37237;153;51;;43;28;14
SAINT-SENOCH;37238;58;20;;14;9;8
SAUNAY;37240;98;35;;29;14;15
SAVIGNE-SUR-LATHAN;37241;194;46;;37;24;17
SAVIGNY-EN-VERON;37242;170;48;;39;23;10
SAVONNIERES;37243;386;100;;63;67;27
SAZILLY;37244;24;6;;;;
SEMBLANCAY;37245;349;83;;61;49;22
SENNEVIERES;37246;20;6;;;;
SEPMES;37247;85;25;;;11;7
SEUILLY;37248;56;12;;;;5
SONZAY;37249;185;70;;55;35;21
SORIGNY;37250;282;94;;75;43;22
SOUVIGNE;37251;121;52;;40;31;12
SOUVIGNY-DE-TOURAINE;37252;47;19;;;12;6
SUBLAINES;37253;27;10;;;;
TAUXIGNY;37254;156;40;;29;22;12
TAVANT;37255;33;8;;;;
THENEUIL;37256;31;7;;;;
THILOUZE;37257;242;97;;74;71;28
THIZAY;37258;29;10;;;5;
TOURNON-SAINT-PIERRE;37259;56;11;;;5;
LA TOUR-SAINT-GELIN;37260;62;15;;9;9;
TOURS;37261;35499;4021;102;3428;1080;772
TROGUES;37262;41;11;;;5;
TRUYES;37263;307;80;;58;53;16
VALLERES;37264;142;48;;35;35;10
VARENNES;37265;30;7;;;;
VEIGNE;37266;716;183;;135;85;53
VERETZ;37267;652;217;8;142;143;57
VERNEUIL-LE-CHATEAU;37268;16;6;;;;
VERNEUIL-SUR-INDRE;37269;62;16;;10;8;
VERNOU-SUR-BRENNE;37270;369;80;;57;39;22
VILLAINES-LES-ROCHERS;37271;138;38;;;23;13
VILLANDRY;37272;152;45;;33;26;14
