Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
BOSMOREAU-LES-MINES;23027;21;;;;;
BOSROGER;23028;14;;;;;
LE BOURG-D'HEM;23029;26;7;;;;
BOURGANEUF;23030;443;55;;46;11;18
BOUSSAC;23031;237;27;;22;11;
BOUSSAC-BOURG;23032;69;17;;12;8;5
LA BRIONNE;23033;48;12;;;6;5
BROUSSE;23034;;;;;;
BUDELIERE;23035;99;19;;;7;6
BUSSIERE-DUNOISE;23036;118;23;;;;5
BUSSIERE-NOUVELLE;23037;6;;;;;
BUSSIERE-SAINT-GEORGES;23038;27;7;;;;
LA CELLE-DUNOISE;23039;49;6;;;;
LA CELLE-SOUS-GOUZON;23040;14;;;;;
LA CELLETTE;23041;29;6;;;;
CEYROUX;23042;8;;;;;
CHAMBERAUD;23043;9;;;;;
CHAMBON-SAINTE-CROIX;23044;9;;;;;
CHAMBON-SUR-VOUEIZE;23045;151;14;;;;
CHAMBONCHARD;23046;7;;;;;
CHAMBORAND;23047;34;9;;;;
CHAMPAGNAT;23048;53;11;;;;
CHAMPSANGLARD;23049;29;10;;;;
LA CHAPELLE-BALOUE;23050;16;;;;;
LA CHAPELLE-SAINT-MARTIAL;23051;6;;;;;
LA CHAPELLE-TAILLEFERT;23052;55;8;;;;
CHARD;23053;15;;;;;
CHARRON;23054;9;;;;;
CHATELARD;23055;;;;;;
CHATELUS-LE-MARCHEIX;23056;26;;;;;
CHATELUS-MALVALEIX;23057;73;13;;;;
LE CHAUCHET;23058;9;;;;;
LA CHAUSSADE;23059;15;;;;;
CHAVANAT;23060;14;;;;;
CHENERAILLES;23061;134;20;;15;10;
CHENIERS;23062;60;8;;;;
CLAIRAVAUX;23063;13;;;;;
CLUGNAT;23064;74;12;;;7;
COLONDANNES;23065;32;5;;;;
LE COMPAS;23066;18;5;;;;
LA COURTINE;23067;106;14;;;7;
CRESSAT;23068;84;14;;;7;
CROCQ;23069;57;9;;;;
CROZANT;23070;25;5;;;;
CROZE;23071;24;7;;;;
DOMEYROT;23072;20;;;;;
DONTREIX;23073;30;;;;;
LE DONZEIL;23074;24;7;;;;
DUN-LE-PALESTEL;23075;174;22;;;5;9
EVAUX-LES-BAINS;23076;209;34;;25;13;8
FAUX-LA-MONTAGNE;23077;53;8;;;;
FAUX-MAZURAS;23078;16;7;;;;
FELLETIN;23079;375;24;;;12;
FENIERS;23080;;;;;;
FLAYAT;23081;24;5;;;;
FLEURAT;23082;37;12;;;5;
FONTANIERES;23083;21;;;;;
LA FORET-DU-TEMPLE;23084;12;;;;;
FRANSECHES;23086;21;7;;;;
FRESSELINES;23087;51;;;;;
GARTEMPE;23088;8;;;;;
GENOUILLAC;23089;78;19;;;12;
GENTIOUX-PIGEROLLES;23090;65;16;;;5;6
GIOUX;23091;15;5;;;;
GLENIC;23092;73;19;;;12;5
GOUZON;23093;211;44;;38;21;8
LE GRAND-BOURG;23095;122;28;;;13;8
GUERET;23096;3212;329;9;293;91;53
ISSOUDUN-LETRIEIX;23097;31;8;;;;
JALESCHES;23098;8;;;;;
JANAILLAT;23099;31;5;;;;
JARNAGES;23100;66;14;;;6;
JOUILLAT;23101;50;10;;;;
LADAPEYRE;23102;40;6;;;;
LAFAT;23103;30;9;;;;
LAVAUFRANCHE;23104;31;;;;;
LAVAVEIX-LES-MINES;23105;129;15;;;6;
LEPAUD;23106;44;8;;;;
LEPINAS;23107;11;;;;;
LEYRAT;23108;16;;;;;
LINARD;23109;12;;;;;
LIOUX-LES-MONGES;23110;;;;;;
LIZIERES;23111;32;5;;;;
LOURDOUEIX-SAINT-PIERRE;23112;59;8;;;;
LUPERSAT;23113;36;8;;;;
LUSSAT;23114;41;6;;;;
MAGNAT-L'ETRANGE;23115;24;6;;;;
MAINSAT;23116;78;8;;;;
MAISON-FEYNE;23117;33;9;;;;
MAISONNISSES;23118;22;5;;;;
MALLERET;23119;;;;;;
MALLERET-BOUSSAC;23120;21;5;;;;
MALVAL;23121;;;;;;
MANSAT-LA-COURRIERE;23122;10;;;;;
LES MARS;23123;15;6;;;;
MARSAC;23124;77;12;;;7;
LE MAS-D'ARTIGE;23125;12;;;;;
MASBARAUD-MERIGNAT;23126;38;10;;;;
MAUTES;23127;19;6;;;;
MAZEIRAT;23128;14;;;;;
LA MAZIERE-AUX-BONS-HOMMES;23129;;;;;;
MEASNES;23130;48;9;;;;
MERINCHAL;23131;81;16;;11;9;
MONTAIGUT-LE-BLANC;23132;41;7;;;;
MONTBOUCHER;23133;35;8;;;;
LE MONTEIL-AU-VICOMTE;23134;22;;;;;
MORTROUX;23136;34;7;;;;
MOURIOUX-VIEILLEVILLE;23137;53;8;;;;
MOUTIER-D'AHUN;23138;25;;;;;
MOUTIER-MALCARD;23139;34;10;;;;
MOUTIER-ROZEILLE;23140;47;8;;;;
NAILLAT;23141;68;24;;;12;
NEOUX;23142;30;5;;;;
NOTH;23143;54;10;;;5;
LA NOUAILLE;23144;14;;;;;
NOUHANT;23145;27;7;;;;
NOUZERINES;23146;30;;;;;
NOUZEROLLES;23147;10;;;;;
NOUZIERS;23148;18;;;;;
PARSAC;23149;78;18;;;7;5
PEYRABOUT;23150;20;6;;;;
PEYRAT-LA-NONIERE;23151;42;11;;;;
PIERREFITTE;23152;9;;;;;
PIONNAT;23154;79;20;;15;12;
PONTARION;23155;51;12;;;6;
PONTCHARRAUD;23156;;;;;;
LA POUGE;23157;9;;;;;
POUSSANGES;23158;7;;;;;
PUY-MALSIGNAT;23159;19;;;;;
RETERRE;23160;20;;;;;
RIMONDEIX;23161;6;;;;;
ROCHES;23162;41;13;;;5;6
ROUGNAT;23164;46;13;;8;;
ROYERE-DE-VASSIVIERE;23165;83;12;;;5;
SAGNAT;23166;17;;;;;
SANNAT;23167;37;9;;;;
SARDENT;23168;84;16;;10;;
LA SAUNIERE;23169;69;18;;;12;
SAVENNES;23170;19;7;;;;
SERMUR;23171;5;;;;;
LA SERRE-BUSSIERE-VIEILLE;23172;13;;;;;
SOUBREBOST;23173;14;5;;;;
SOUMANS;23174;81;22;;;10;6
SOUS-PARSAT;23175;12;5;;;;
LA SOUTERRAINE;23176;1030;119;;105;40;22
SAINT-AGNANT-DE-VERSILLAT;23177;121;27;;21;18;6
SAINT-AGNANT-PRES-CROCQ;23178;20;5;;;;
SAINT-ALPINIEN;23179;24;;;;;
SAINT-AMAND;23180;56;19;;;6;
SAINT-AMAND-JARTOUDEIX;23181;11;;;;;
SAINT-AVIT-DE-TARDES;23182;17;;;;;
SAINT-AVIT-LE-PAUVRE;23183;6;;;;;
SAINT-BARD;23184;13;;;;;
SAINT-CHABRAIS;23185;28;;;;;
SAINT-CHRISTOPHE;23186;16;;;;;
SAINT-DIZIER-LA-TOUR;23187;20;5;;;;
SAINT-DIZIER-LES-DOMAINES;23188;15;;;;;
SAINT-DIZIER-LEYRENNE;23189;91;23;;;9;5
SAINT-DOMET;23190;16;;;;;
SAINT-ELOI;23191;27;6;;;;
SAINT-ETIENNE-DE-FURSAC;23192;103;17;;;7;
SAINTE-FEYRE;23193;283;72;;58;38;22
SAINTE-FEYRE-LA-MONTAGNE;23194;12;;;;;
SAINT-FIEL;23195;117;31;;;16;9
SAINT-FRION;23196;30;7;;;;
SAINT-GEORGES-LA-POUGE;23197;52;11;;;;
SAINT-GEORGES-NIGREMONT;23198;9;;;;;
SAINT-GERMAIN-BEAUPRE;23199;46;10;;;;
SAINT-GOUSSAUD;23200;17;;;;;
SAINT-HILAIRE-LA-PLAINE;23201;18;;;;;
SAINT-HILAIRE-LE-CHATEAU;23202;26;6;;;;
SAINT-JULIEN-LA-GENETE;23203;25;6;;;;
SAINT-JULIEN-LE-CHATEL;23204;15;;;;;
SAINT-JUNIEN-LA-BREGERE;23205;12;;;;;
SAINT-LAURENT;23206;89;28;;;18;6
SAINT-LEGER-BRIDEREIX;23207;25;9;;;;
SAINT-LEGER-LE-GUERETOIS;23208;46;18;;;12;5
SAINT-LOUP;23209;11;;;;;
SAINT-MAIXANT;23210;26;;;;;
SAINT-MARC-A-FRONGIER;23211;32;8;;;;
SAINT-MARC-A-LOUBAUD;23212;19;;;;;
SAINT-MARIEN;23213;20;;;;;
SAINT-MARTIAL-LE-MONT;23214;27;;;;;
SAINT-MARTIAL-LE-VIEUX;23215;13;;;;;
SAINT-MARTIN-CHATEAU;23216;15;;;;;
SAINT-MARTIN-SAINTE-CATHERINE;23217;26;;;;;
SAINT-MAURICE-PRES-CROCQ;23218;14;;;;;
SAINT-MAURICE-LA-SOUTERRAINE;23219;158;49;;40;29;9
SAINT-MEDARD-LA-ROCHETTE;23220;77;16;;;6;
SAINT-MERD-LA-BREUILLE;23221;14;;;;;
SAINT-MICHEL-DE-VEISSE;23222;23;;;;;
SAINT-MOREIL;23223;23;5;;;;
SAINT-ORADOUX-DE-CHIROUZE;23224;6;;;;;
SAINT-ORADOUX-PRES-CROCQ;23225;9;;;;;
SAINT-PARDOUX-D'ARNET;23226;8;;;;;
SAINT-PARDOUX-MORTEROLLES;23227;19;;;;;
SAINT-PARDOUX-LE-NEUF;23228;16;5;;;;
SAINT-PARDOUX-LES-CARDS;23229;35;9;;;;
SAINT-PIERRE-CHERIGNAT;23230;21;;;;;
SAINT-PIERRE-DE-FURSAC;23231;62;14;;;7;
SAINT-PIERRE-BELLEVUE;23232;22;;;;;
SAINT-PIERRE-LE-BOST;23233;13;;;;;
SAINT-PRIEST;23234;10;;;;;
SAINT-PRIEST-LA-FEUILLE;23235;81;27;;22;13;10
SAINT-PRIEST-LA-PLAINE;23236;19;;;;;
SAINT-PRIEST-PALUS;23237;6;;;;;
SAINT-QUENTIN-LA-CHABANNE;23238;29;5;;;;
SAINT-SEBASTIEN;23239;76;19;;14;10;
SAINT-SILVAIN-BAS-LE-ROC;23240;41;8;;;;
SAINT-SILVAIN-BELLEGARDE;23241;19;;;;;
SAINT-SILVAIN-MONTAIGUT;23242;19;5;;;;
SAINT-SILVAIN-SOUS-TOULX;23243;13;;;;;
SAINT-SULPICE-LE-DUNOIS;23244;56;17;;;8;5
SAINT-SULPICE-LE-GUERETOIS;23245;275;52;;43;23;12
SAINT-SULPICE-LES-CHAMPS;23246;44;8;;;;
SAINT-VAURY;23247;280;41;;;9;10
SAINT-VICTOR-EN-MARCHE;23248;42;14;;;6;6
SAINT-YRIEIX-LA-MONTAGNE;23249;17;;;;;
SAINT-YRIEIX-LES-BOIS;23250;39;9;;;;
TARDES;23251;10;;;;;
TERCILLAT;23252;14;;;;;
THAURON;23253;14;5;;;;
TOULX-SAINTE-CROIX;23254;16;;;;;
TROIS-FONDS;23255;12;;;;;
VALLIERE;23257;98;10;;;;
VAREILLES;23258;28;11;;;;
VERNEIGES;23259;15;5;;;;
VIDAILLAT;23260;17;;;;;
VIERSAT;23261;35;8;;;;
VIGEVILLE;23262;23;5;;;;
VILLARD;23263;35;8;;;;
LA VILLEDIEU;23264;;;;;;
LA VILLENEUVE;23265;8;;;;;
LA VILLETELLE;23266;18;;;;;
ABJAT-SUR-BANDIAT;24001;72;19;;14;6;
AGONAC;24002;207;54;;45;28;15
AJAT;24004;38;14;;;8;
ALLES-SUR-DORDOGNE;24005;29;;;;;
ALLAS-LES-MINES;24006;24;;;;;
ALLEMANS;24007;61;11;;;;
ANGOISSE;24008;52;20;;;9;
ANLHIAC;24009;19;;;;;
ANNESSE-ET-BEAULIEU;24010;174;32;;20;23;5
ANTONNE-ET-TRIGONANT;24011;170;28;;22;12;8
ARCHIGNAC;24012;41;10;;;5;
ATUR;24013;203;39;;30;15;11
AUBAS;24014;81;15;;;;5
AUDRIX;24015;40;7;;;;
AUGIGNAC;24016;90;19;;;10;
AURIAC-DU-PERIGORD;24018;39;6;;;;
AZERAT;24019;58;11;;;;
LA BACHELLERIE;24020;120;34;;;11;10
BADEFOLS-D'ANS;24021;50;8;;;;
BADEFOLS-SUR-DORDOGNE;24022;22;6;;;;
BANEUIL;24023;30;8;;;;
BARS;24025;33;;;;;
BASSILLAC;24026;241;55;;50;15;12
BAYAC;24027;51;11;;;;
BEAUMONT-DU-PERIGORD;24028;167;17;;11;9;
BEAUPOUYET;24029;46;14;;;7;5
BEAUREGARD-DE-TERRASSON;24030;94;29;;21;16;7
BEAUREGARD-ET-BASSAC;24031;34;;;;;
BEAURONNE;24032;42;7;;;;
BEAUSSAC;24033;19;;;;;
BELEYMAS;24034;71;6;;;;
BELVES;24035;248;30;;;5;7
BERBIGUIERES;24036;17;;;;;
BERGERAC;24037;5701;759;30;685;131;152
BERTRIC-BUREE;24038;54;16;;;5;6
BESSE;24039;13;;;;;
BEYNAC-ET-CAZENAC;24040;46;10;;;5;
BEZENAC;24041;11;;;;;
BIRAS;24042;87;32;;;17;8
BIRON;24043;30;;;;;
BLIS-ET-BORN;24044;53;18;;;6;
BOISSE;24045;28;9;;;;
BOISSEUILH;24046;7;;;;;
LA BOISSIERE-D'ANS;24047;17;6;;;;
BONNEVILLE-ET-SAINT-AVIT-DE-FUMADIERES;24048;35;5;;;;
BORREZE;24050;37;12;;;5;
BOSSET;24051;11;;;;;
BOUILLAC;24052;10;5;;;;
BOULAZAC;24053;1009;198;5;173;50;48
BOUNIAGUES;24054;74;18;;;6;
BOURDEILLES;24055;178;10;;;;
LE BOURDEIX;24056;26;5;;;;
BOURG-DES-MAISONS;24057;;;;;;
BOURG-DU-BOST;24058;32;10;;;;5
BOURGNAC;24059;42;5;;;;
BOURNIQUEL;24060;6;;;;;
BOURROU;24061;13;;;;;
BOUTEILLES-SAINT-SEBASTIEN;24062;20;;;;;
BOUZIC;24063;13;5;;;;
BRANTOME;24064;322;41;;35;21;5
BREUILH;24065;38;12;;;7;
BROUCHAUD;24066;31;8;;;;
LE BUGUE;24067;422;47;;;15;7
LE BUISSON-DE-CADOUIN;24068;295;50;;44;11;13
BUSSAC;24069;42;10;;;5;
BUSSEROLLES;24070;33;5;;;;
BUSSIERE-BADIL;24071;32;8;;;;
CALES;24073;33;;;;;
CALVIAC-EN-PERIGORD;24074;52;11;;;6;
CAMPAGNAC-LES-QUERCY;24075;19;6;;;;
CAMPAGNE;24076;42;11;;;;
CAMPSEGRET;24077;47;10;;;5;
CANTILLAC;24079;18;;;;;
CAPDROT;24080;63;6;;;;
CARLUX;24081;67;10;;;;
CARSAC-AILLAC;24082;196;28;;;10;5
CARSAC-DE-GURSON;24083;26;;;;;
CARVES;24084;5;;;;;
LA CASSAGNE;24085;18;8;;;;
CASTELNAUD-LA-CHAPELLE;24086;47;8;;;;
CASTELS;24087;72;8;;;;
CAUSE-DE-CLERANS;24088;36;14;;;;
CAZOULES;24089;66;15;;;;
CELLES;24090;52;16;;;6;
CENAC-ET-SAINT-JULIEN;24091;154;32;;;9;11
CENDRIEUX;24092;47;11;;;;5
CERCLES;24093;17;;;;;
CHALAGNAC;24094;48;5;;;;
CHALAIS;24095;38;10;;;;
CHAMPAGNAC-DE-BELAIR;24096;87;10;;;5;
CHAMPAGNE-ET-FONTAINE;24097;32;8;;;;
CHAMPCEVINEL;24098;353;68;;48;28;15
CHAMPEAUX-ET-LA-CHAPELLE-POMMIER;24099;13;;;;;
CHAMPNIERS-ET-REILHAC;24100;41;10;;;;
CHAMPS-ROMAIN;24101;22;6;;;;
CHANCELADE;24102;554;109;;93;38;25
LE CHANGE;24103;70;19;;;;
CHANTERAC;24104;74;25;;;8;
CHAPDEUIL;24105;16;;;;;
LA CHAPELLE-AUBAREIL;24106;59;13;;;6;
LA CHAPELLE-FAUCHER;24107;42;10;;;;
LA CHAPELLE-GONAGUET;24108;125;43;;31;17;13
LA CHAPELLE-GRESIGNAC;24109;7;;;;;
LA CHAPELLE-MONTABOURLET;24110;;;;;;
LA CHAPELLE-MONTMOREAU;24111;;;;;;
LA CHAPELLE-SAINT-JEAN;24113;9;;;;;
CHASSAIGNES;24114;6;;;;;
CHATEAU-L'EVEQUE;24115;228;66;;58;24;20
CHATRES;24116;25;;;;;
CHAVAGNAC;24117;44;16;;;10;5
CHENAUD;24118;42;9;;;;
CHERVAL;24119;24;;;;;
CHERVEIX-CUBAS;24120;74;10;;;;
CHOURGNAC;24121;;;;;;
CLADECH;24122;9;;;;;
CLERMONT-DE-BEAUREGARD;24123;10;;;;;
CLERMONT-D'EXCIDEUIL;24124;12;;;;;
COLOMBIER;24126;21;;;;;
COLY;24127;28;7;;;;
COMBERANCHE-ET-EPELUCHE;24128;29;;;;;
CONDAT-SUR-TRINCOU;24129;50;6;;;;
CONDAT-SUR-VEZERE;24130;103;30;;24;12;7
CONNEZAC;24131;;;;;;
CONNE-DE-LABARDE;24132;22;11;;;5;
LA COQUILLE;24133;163;18;;;9;
CORGNAC-SUR-L'ISLE;24134;86;22;;;5;5
CORNILLE;24135;58;11;;;5;
COUBJOURS;24136;11;;;;;
COULAURES;24137;73;16;;;7;5
COULOUNIEIX-CHAMIERS;24138;1357;264;5;237;68;50
COURSAC;24139;234;62;;52;30;13
COURS-DE-PILE;24140;175;61;;52;25;21
COUTURES;24141;18;6;;;;
COUX-ET-BIGAROQUE;24142;97;19;;;5;
COUZE-ET-SAINT-FRONT;24143;90;17;;;5;5
CREYSSAC;24144;6;;;;;
CREYSSE;24145;265;47;;39;18;11
CREYSSENSAC-ET-PISSOT;24146;27;10;;;;5
CUBJAC;24147;91;22;;;13;5
CUNEGES;24148;29;5;;;;
DAGLAN;24150;63;11;;;6;
DOISSAT;24151;9;;;;;
DOMME;24152;129;15;;;7;6
LA DORNAC;24153;52;15;;9;7;
DOUCHAPT;24154;50;10;;;5;
DOUVILLE;24155;49;16;;;5;6
LA DOUZE;24156;130;39;;31;17;15
DOUZILLAC;24157;100;23;;;;7
DUSSAC;24158;25;5;;;;
ECHOURGNAC;24159;43;9;;;;
EGLISE-NEUVE-DE-VERGT;24160;45;20;;;10;8
EGLISE-NEUVE-D'ISSAC;24161;12;7;;;;
ESCOIRE;24162;52;11;;;;
ETOUARS;24163;19;;;;;
EXCIDEUIL;24164;241;21;;14;9;
EYGURANDE-ET-GARDEDEUIL;24165;58;12;;;;
EYLIAC;24166;77;27;;;10;11
EYMET;24167;387;58;;;10;20
PLAISANCE;24168;37;;;;;
EYVIRAT;24170;27;7;;;;
EYZERAC;24171;50;11;;;;
LES EYZIES-DE-TAYAC-SIREUIL;24172;102;16;;;5;
FANLAC;24174;12;;;;;
LES FARGES;24175;27;5;;;;
FAURILLES;24176;;;;;;
FAUX;24177;67;18;;;5;7
FESTALEMPS;24178;24;;;;;
LA FEUILLADE;24179;90;25;;20;13;8
FIRBEIX;24180;29;5;;;;
FLAUGEAC;24181;33;7;;;;
LE FLEIX;24182;165;42;;36;16;13
FLEURAC;24183;41;7;;;;
FLORIMONT-GAUMIER;24184;11;;;;;
FONROQUE;24186;38;9;;;;
FOSSEMAGNE;24188;77;19;;;5;7
FOUGUEYROLLES;24189;44;7;;;;
FOULEIX;24190;25;5;;;;
FRAISSE;24191;16;;;;;
GABILLOU;24192;7;;;;;
GAGEAC-ET-ROUILLAC;24193;44;9;;;;
GARDONNE;24194;174;35;;;11;6
GAUGEAC;24195;6;;;;;
GENIS;24196;37;9;;;;
GINESTET;24197;59;10;;;5;
LA GONTERIE-BOULOUNEIX;24198;31;8;;;;
GOUT-ROSSIGNOL;24199;70;6;;;;
GRAND-BRASSAC;24200;49;9;;;;
GRANGES-D'ANS;24202;16;;;;;
LES GRAULGES;24203;;;;;;
GREZES;24204;25;10;;;;
GRIGNOLS;24205;58;21;;;10;5
GRIVES;24206;7;;;;;
GROLEJAC;24207;75;13;;;;
GRUN-BORDAS;24208;22;8;;;;
HAUTEFAYE;24209;5;;;;;
HAUTEFORT;24210;136;18;;;9;
ISSAC;24211;45;12;;;5;5
ISSIGEAC;24212;110;18;;;7;5
JAURE;24213;16;5;;;;
JAVERLHAC-ET-LA-CHAPELLE-SAINT-ROBERT;24214;90;24;;;13;6
JAYAC;24215;17;;;;;
LA JEMAYE;24216;11;;;;;
JOURNIAC;24217;38;9;;;;
JUMILHAC-LE-GRAND;24218;124;27;;21;16;
LABOUQUERIE;24219;22;5;;;;
LACROPTE;24220;81;21;;;8;7
RUDEAU-LADOSSE;24221;10;;;;;
LA FORCE;24222;663;68;;57;28;21
LALINDE;24223;478;63;;57;19;10
LAMONZIE-MONTASTRUC;24224;80;29;;22;10;9
LAMONZIE-SAINT-MARTIN;24225;274;73;;;21;17
LAMOTHE-MONTRAVEL;24226;137;34;;28;14;9
LANOUAILLE;24227;94;20;;15;7;6
LANQUAIS;24228;40;9;;;;
LE LARDIN-SAINT-LAZARE;24229;277;51;;43;15;11
LARZAC;24230;17;;;;;
LAVALADE;24231;11;;;;;
LAVAUR;24232;;;;;;
LAVEYSSIERE;24233;19;5;;;;
LES LECHES;24234;36;11;;;;
LEGUILLAC-DE-CERCLES;24235;33;7;;;;
LEGUILLAC-DE-L'AUCHE;24236;118;32;;24;17;5
LEMBRAS;24237;142;40;;29;20;8
LEMPZOURS;24238;14;;;;;
LIGUEUX;24239;33;10;;;;
LIMEUIL;24240;44;8;;;;
LIMEYRAT;24241;61;15;;;;
LIORAC-SUR-LOUYRE;24242;26;;;;;
LISLE;24243;131;24;;;10;5
LOLME;24244;29;;;;;
LOUBEJAC;24245;17;;;;;
LUNAS;24246;38;8;;;;
LUSIGNAC;24247;25;;;;;
LUSSAS-ET-NONTRONNEAU;24248;28;;;;;
MANAURIE;24249;12;;;;;
MANZAC-SUR-VERN;24251;58;20;;;10;8
MARCILLAC-SAINT-QUENTIN;24252;87;20;;;7;5
MAREUIL;24253;167;21;;;7;
MARNAC;24254;14;6;;;;
MARQUAY;24255;60;11;;;6;
MARSAC-SUR-L'ISLE;24256;406;104;;87;31;24
MARSALES;24257;23;;;;;
MARSANEIX;24258;132;35;;29;17;12
MAURENS;24259;131;38;;29;20;13
MAUZAC-ET-GRAND-CASTANG;24260;71;12;;;5;
MAUZENS-ET-MIREMONT;24261;24;;;;;
MAYAC;24262;44;7;;;;
MAZEYROLLES;24263;39;6;;;;
MENESPLET;24264;228;54;;44;23;9
MENSIGNAC;24266;201;53;;48;18;11
MESCOULES;24267;18;5;;;;
MEYRALS;24268;64;12;;;;
MIALET;24269;56;16;;;5;
MILHAC-D'AUBEROCHE;24270;67;19;;;8;6
MILHAC-DE-NONTRON;24271;52;11;;;;
MINZAC;24272;42;10;;;;
MOLIERES;24273;27;5;;;;
MONBAZILLAC;24274;86;18;;;;
MONESTIER;24276;40;12;;;6;5
MONFAUCON;24277;27;8;;;;
MONMADALES;24278;8;;;;;
MONMARVES;24279;8;;;;;
MONPAZIER;24280;87;10;;;;
MONSAC;24281;23;7;;;;
MONSAGUEL;24282;15;;;;;
MONSEC;24283;21;10;;;;
MONTAGNAC-D'AUBEROCHE;24284;19;5;;;;
MONTAGNAC-LA-CREMPSE;24285;42;8;;;;
MONTAGRIER;24286;43;9;;;;
MONTAUT;24287;7;;;;;
MONTAZEAU;24288;32;;;;;
MONTCARET;24289;155;35;;30;17;11
MONTFERRAND-DU-PERIGORD;24290;13;;;;;
MONTIGNAC;24291;478;52;;47;11;13
MONTPEYROUX;24292;42;10;;;;
MONPLAISANT;24293;27;6;;;;
MONTPON-MENESTEROL;24294;993;132;6;114;40;18
MONTREM;24295;167;37;;;9;7
MOULEYDIER;24296;177;40;;;11;12
MOULIN-NEUF;24297;139;30;;;14;6
MOUZENS;24298;23;;;;;
MUSSIDAN;24299;603;75;;;14;11
NABIRAT;24300;32;6;;;;
NADAILLAC;24301;36;8;;;;
NAILHAC;24302;31;12;;;6;
NANTEUIL-AURIAC-DE-BOURZAC;24303;11;;;;;
NANTHEUIL;24304;94;18;;12;12;
NANTHIAT;24305;18;;;;;
NASTRINGUES;24306;13;;;;;
NAUSSANNES;24307;27;9;;;;
NEGRONDES;24308;99;20;;15;13;5
NEUVIC;24309;495;95;;86;22;16
NOJALS-ET-CLOTTE;24310;21;;;;;
NONTRON;24311;531;63;;57;13;14
NOTRE-DAME-DE-SANILHAC;24312;377;74;;64;26;19
ORLIAC;24313;7;;;;;
ORLIAGUET;24314;8;;;;;
PARCOUL;24316;49;9;;;;
PAULIN;24317;14;;;;;
PAUNAT;24318;25;7;;;;
PAUSSAC-ET-SAINT-VIVIEN;24319;49;16;;;;5
PAYZAC;24320;97;17;;12;10;5
PAZAYAC;24321;95;22;;16;10;5
PERIGUEUX;24322;7936;820;29;718;155;126
PETIT-BERSAC;24323;15;;;;;
PEYRIGNAC;24324;72;20;;;6;7
PEYRILLAC-ET-MILLAC;24325;24;;;;;
PEYZAC-LE-MOUSTIER;24326;23;7;;;;
PEZULS;24327;8;;;;;
PIEGUT-PLUVIERS;24328;149;16;;;5;5
LE PIZOU;24329;176;37;;29;16;5
PLAZAC;24330;86;8;;;;
POMPORT;24331;91;25;;;6;10
PONTEYRAUD;24333;8;;;;;
PONTOURS;24334;21;7;;;;
PORT-SAINTE-FOY-ET-PONCHAPT;24335;311;45;;37;14;8
PRATS-DE-CARLUX;24336;98;17;;;6;
PRATS-DU-PERIGORD;24337;15;;;;;
PRESSIGNAC-VICQ;24338;55;12;;;;
PREYSSAC-D'EXCIDEUIL;24339;14;;;;;
PRIGONRIEUX;24340;473;102;;88;47;25
PROISSANS;24341;93;25;;;5;6
PUYMANGOU;24343;6;;;;;
PUYRENIER;24344;6;;;;;
QUEYSSAC;24345;50;14;;;8;
QUINSAC;24346;37;10;;;5;
RAMPIEUX;24347;10;;;;;
RAZAC-D'EYMET;24348;36;11;;;5;
RAZAC-DE-SAUSSIGNAC;24349;36;8;;;;
RAZAC-SUR-L'ISLE;24350;309;64;;55;28;17
RIBAGNAC;24351;40;13;;;6;
RIBERAC;24352;705;94;;85;27;12
LA ROCHEBEAUCOURT-ET-ARGENTINE;24353;37;;;;;
LA ROCHE-CHALAIS;24354;455;88;;83;24;21
LA ROQUE-GAGEAC;24355;38;13;;;6;
ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;24356;181;30;;24;11;9
ROUFFIGNAC-DE-SIGOULES;24357;34;5;;;;
SADILLAC;24359;12;;;;;
SAGELAT;24360;34;6;;;;
SAINT-AGNE;24361;46;8;;;;
SAINTE-ALVERE;24362;94;14;;;7;
SAINT-AMAND-DE-BELVES;24363;13;;;;;
SAINT-AMAND-DE-COLY;24364;48;16;;;6;5
SAINT-AMAND-DE-VERGT;24365;32;8;;;;
SAINT-ANDRE-D'ALLAS;24366;96;26;;;10;7
SAINT-ANDRE-DE-DOUBLE;24367;12;;;;;
SAINT-ANTOINE-CUMOND;24368;35;;;;;
SAINT-ANTOINE-D'AUBEROCHE;24369;23;;;;;
SAINT-ANTOINE-DE-BREUILH;24370;240;49;;42;14;8
SAINT-AQUILIN;24371;58;11;;;6;
SAINT-ASTIER;24372;919;149;;132;33;34
SAINT-AUBIN-DE-CADELECH;24373;37;7;;;;
SAINT-AUBIN-DE-LANQUAIS;24374;44;15;;;9;
SAINT-AUBIN-DE-NABIRAT;24375;8;;;;;
SAINT-AULAYE;24376;202;32;;24;18;8
SAINT-AVIT-DE-VIALARD;24377;17;;;;;
SAINT-AVIT-RIVIERE;24378;8;;;;;
SAINT-AVIT-SENIEUR;24379;45;9;;;;
SAINT-BARTHELEMY-DE-BELLEGARDE;24380;70;17;;;8;
SAINT-BARTHELEMY-DE-BUSSIERE;24381;23;;;;;
SAINT-CAPRAISE-DE-LALINDE;24382;79;18;;;5;
SAINT-CAPRAISE-D'EYMET;24383;13;;;;;
SAINT-CASSIEN;24384;;;;;;
SAINT-CERNIN-DE-LABARDE;24385;18;;;;;
SAINT-CERNIN-DE-L'HERM;24386;26;5;;;;
SAINT-CHAMASSY;24388;56;10;;;;
