Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
LE MOUTARET;38268;29;9;;;;
LA MURE;38269;910;164;;142;46;44
LA MURETTE;38270;243;75;;50;43;20
MURIANETTE;38271;116;34;;22;23;13
MURINAIS;38272;57;20;;12;14;6
NANTES-EN-RATIER;38273;52;16;;11;;
NANTOIN;38274;56;16;;;7;7
SERRE-NERPOL;38275;31;7;;;;
NIVOLAS-VERMELLE;38276;348;98;;72;45;26
NOTRE-DAME-DE-COMMIERS;38277;63;21;;9;;
NOTRE-DAME-DE-L'OSIER;38278;94;15;;;;5
NOTRE-DAME-DE-MESAGE;38279;115;26;;18;14;11
NOTRE-DAME-DE-VAULX;38280;73;13;;;;
NOYAREY;38281;315;75;;52;33;22
OPTEVOZ;38282;117;42;;29;23;12
ORIS-EN-RATTIER;38283;8;;;;;
ORNACIEUX;38284;53;11;;;;
ORNON;38285;46;15;;8;10;
OYEU;38287;121;44;;34;21;7
OYTIER-SAINT-OBLAS;38288;211;81;;56;45;27
OZ;38289;24;11;;;;
PACT;38290;106;30;;25;13;11
PAJAY;38291;162;48;;40;17;16
PALADRU;38292;149;54;;37;26;19
PANISSAGE;38293;67;21;;16;16;
PANOSSAS;38294;95;34;;19;22;5
PARMILIEU;38295;82;27;;19;17;8
LE PASSAGE;38296;106;33;;21;27;8
PASSINS;38297;172;43;;35;16;17
LE PEAGE-DE-ROUSSILLON;38298;1327;257;5;236;44;45
PELLAFOL;38299;12;;;;;
PENOL;38300;38;12;;;7;
PERCY;38301;17;;;;;
LE PERIER;38302;12;;;;;
LA PIERRE;38303;58;19;;13;11;6
PIERRE-CHATEL;38304;207;68;;52;32;26
LE PIN;38305;151;46;;34;21;14
PINSOT;38306;21;;;;;
PISIEU;38307;63;21;;15;;
PLAN;38308;32;9;;;;
POISAT;38309;263;51;;28;24;11
POLIENAS;38310;129;44;;33;25;17
POMMIER-DE-BEAUREPAIRE;38311;88;28;;21;17;
POMMIERS-LA-PLACETTE;38312;63;23;;18;13;9
PONSONNAS;38313;25;8;;;;
PONTCHARRA;38314;1122;354;;269;152;98
LE PONT-DE-BEAUVOISIN;38315;627;131;;105;48;31
PONT-DE-CHERUY;38316;1020;286;7;252;84;85
LE PONT-DE-CLAIX;38317;1955;493;16;433;115;118
PONT-EVEQUE;38318;1142;240;8;213;53;53
PONT-EN-ROYANS;38319;145;24;;;8;7
PORCIEU-AMBLAGNIEU;38320;239;77;;59;41;18
PREBOIS;38321;17;5;;;;
PRESLES;38322;10;;;;;
PRESSINS;38323;157;39;;30;18;15
PRIMARETTE;38324;75;18;;11;11;
PROVEYSIEUX;38325;49;17;;;9;9
PRUNIERES;38326;54;14;;9;9;5
QUAIX-EN-CHARTREUSE;38328;117;22;;14;8;8
QUET-EN-BEAUMONT;38329;7;;;;;
QUINCIEU;38330;10;5;;;;
REAUMONT;38331;133;34;;22;21;15
RENAGE;38332;649;172;6;139;71;47
RENCUREL;38333;43;11;;;5;
REVEL;38334;175;49;;18;40;12
REVEL-TOURDAN;38335;135;39;;32;15;12
REVENTIN-VAUGRIS;38336;193;49;;32;30;12
RIVES;38337;1045;246;5;205;101;74
LA RIVIERE;38338;113;49;;42;29;14
ROCHE;38339;238;56;;37;37;17
LES ROCHES-DE-CONDRIEU;38340;341;91;;70;44;23
ROCHETOIRIN;38341;132;40;;26;25;9
ROISSARD;38342;37;13;;;5;7
ROMAGNIEU;38343;169;43;;34;26;17
ROUSSILLON;38344;1254;304;8;270;73;84
ROVON;38345;78;20;;13;11;6
ROYAS;38346;46;15;;8;9;
ROYBON;38347;204;30;;21;19;6
RUY;38348;528;152;;86;99;41
SABLONS;38349;303;88;;78;37;31
SAINTE-AGNES;38350;62;17;;10;11;8
SAINT-AGNIN-SUR-BION;38351;115;43;;30;30;17
SAINT-ALBAN-DE-ROCHE;38352;201;77;;42;51;20
SAINT-ALBAN-DU-RHONE;38353;117;30;;24;18;8
SAINT-ALBIN-DE-VAULSERRE;38354;40;11;;;6;
SAINT-ANDEOL;38355;12;;;;;
SAINT-ANDRE-EN-ROYANS;38356;36;10;;;;
SAINT-ANDRE-LE-GAZ;38357;390;106;;86;43;42
SAINTE-ANNE-SUR-GERVONDE;38358;75;25;;;13;7
SAINT-ANTOINE-L'ABBAYE;38359;138;37;;26;20;12
SAINT-APPOLINARD;38360;37;11;;;;
SAINT-AREY;38361;11;6;;;;
SAINT-AUPRE;38362;132;36;;29;21;13
SAINT-BARTHELEMY;38363;133;24;;18;13;7
SAINT-BARTHELEMY-DE-SECHILIENNE;38364;54;22;;15;14;8
SAINT-BAUDILLE-DE-LA-TOUR;38365;106;42;;28;25;11
SAINT-BAUDILLE-ET-PIPET;38366;22;7;;;;
SAINT-BERNARD;38367;83;25;;11;17;8
SAINT-BLAISE-DU-BUIS;38368;145;36;;18;27;9
SAINTE-BLANDINE;38369;108;32;;21;26;9
SAINT-BONNET-DE-CHAVAGNE;38370;83;26;;20;9;14
SAINT-BUEIL;38372;90;20;;12;9;5
SAINT-CASSIEN;38373;130;29;;22;17;14
SAINT-CHEF;38374;538;154;;108;82;54
SAINT-CHRISTOPHE-EN-OISANS;38375;;;;;;
SAINT-CHRISTOPHE-SUR-GUIERS;38376;111;43;;28;24;14
SAINT-CLAIR-DE-LA-TOUR;38377;553;153;;116;75;31
SAINT-CLAIR-DU-RHONE;38378;559;136;;104;64;44
SAINT-CLAIR-SUR-GALAURE;38379;33;12;;;6;
SAINT-DIDIER-DE-BIZONNES;38380;40;19;;;7;6
SAINT-DIDIER-DE-LA-TOUR;38381;256;78;;53;38;20
SAINT-EGREVE;38382;2382;614;11;438;244;182
SAINT-ETIENNE-DE-CROSSEY;38383;309;68;;46;40;21
SAINT-ETIENNE-DE-SAINT-GEOIRS;38384;581;158;;136;63;43
SAINT-GEOIRE-EN-VALDAINE;38386;416;98;;75;52;29
SAINT-GEOIRS;38387;69;21;;;7;7
SAINT-GEORGES-DE-COMMIERS;38388;260;86;;55;51;29
SAINT-GEORGES-D'ESPERANCHE;38389;461;116;;77;78;36
SAINT-GERVAIS;38390;85;33;;26;18;14
SAINT-GUILLAUME;38391;32;6;;;;
SAINT-HILAIRE-DE-BRENS;38392;61;25;;18;16;8
SAINT-HILAIRE-DE-LA-COTE;38393;181;46;;33;28;9
SAINT-HILAIRE-DU-ROSIER;38394;261;77;;58;37;20
SAINT-HILAIRE;38395;256;66;;47;31;19
SAINT-HONORE;38396;95;26;;16;19;8
SAINT-ISMIER;38397;752;165;;85;68;54
SAINT-JEAN-D'AVELANNE;38398;127;50;;44;16;20
SAINT-JEAN-DE-BOURNAY;38399;645;172;;129;84;47
SAINT-JEAN-DE-MOIRANS;38400;554;143;;96;71;41
SAINT-JEAN-DE-SOUDAIN;38401;202;67;;43;39;20
SAINT-JEAN-DE-VAULX;38402;77;19;;11;8;8
SAINT-JEAN-D'HERANS;38403;33;6;;;;
SAINT-JEAN-LE-VIEUX;38404;36;8;;;;
SAINT-JOSEPH-DE-RIVIERE;38405;196;44;;31;27;18
SAINT-JULIEN-DE-L'HERMS;38406;19;8;;;;
SAINT-JULIEN-DE-RAZ;38407;58;12;;6;;
SAINT-JUST-CHALEYSSIN;38408;316;102;;58;68;27
SAINT-JUST-DE-CLAIX;38409;182;49;;37;19;11
SAINT-LATTIER;38410;154;40;;34;18;11
SAINT-LAURENT-DU-PONT;38412;869;163;;132;77;45
SAINT-LAURENT-EN-BEAUMONT;38413;58;16;;;6;6
SAINTE-LUCE;38414;6;;;;;
SAINT-MARCEL-BEL-ACCUEIL;38415;160;53;;30;37;16
SAINT-MARCELLIN;38416;1675;288;7;247;87;77
SAINTE-MARIE-D'ALLOIX;38417;80;13;;;5;
SAINTE-MARIE-DU-MONT;38418;51;10;;;;
SAINT-MARTIN-DE-CLELLES;38419;18;6;;;;
SAINT-MARTIN-DE-VAULSERRE;38420;32;10;;;;
SAINT-MARTIN-D'HERES;38421;9928;1548;32;1321;454;401
SAINT-MARTIN-D'URIAGE;38422;719;184;;111;78;45
SAINT-MARTIN-LE-VINOUX;38423;1080;232;;173;83;57
SAINT-MAURICE-EN-TRIEVES;38424;27;;;;;
SAINT-MAURICE-L'EXIL;38425;922;247;9;210;63;73
SAINT-MAXIMIN;38426;75;25;;19;17;10
SAINT-MICHEL-DE-SAINT-GEOIRS;38427;43;10;;;;
SAINT-MICHEL-EN-BEAUMONT;38428;;;;;;
SAINT-MICHEL-LES-PORTES;38429;33;12;;;6;5
SAINT-MURY-MONTEYMOND;38430;40;8;;;;
SAINT-NAZAIRE-LES-EYMES;38431;355;93;;49;34;28
SAINT-NICOLAS-DE-MACHERIN;38432;105;37;;27;27;12
SAINT-NIZIER-DU-MOUCHEROTTE;38433;162;58;;34;32;20
SAINT-ONDRAS;38434;77;19;;;9;8
SAINT-PANCRASSE;38435;68;17;;12;9;8
SAINT-PAUL-DE-VARCES;38436;264;67;;37;43;25
SAINT-PAUL-D'IZEAUX;38437;34;11;;;5;
SAINT-PAUL-LES-MONESTIER;38438;53;11;;;;
SAINT-PIERRE-D'ALLEVARD;38439;454;123;;83;81;43
SAINT-PIERRE-DE-BRESSIEUX;38440;94;37;;29;22;11
SAINT-PIERRE-DE-CHARTREUSE;38442;125;33;;26;8;15
SAINT-PIERRE-DE-CHERENNES;38443;67;17;;12;10;
SAINT-PIERRE-DE-MEAROZ;38444;10;5;;;;
SAINT-PIERRE-DE-MESAGE;38445;85;32;;21;23;9
SAINT-PIERRE-D'ENTREMONT;38446;60;16;;;11;
SAINT-PRIM;38448;139;43;;30;24;11
SAINT-QUENTIN-FALLAVIER;38449;955;226;7;187;81;61
SAINT-QUENTIN-SUR-ISERE;38450;179;52;;41;28;22
SAINT-ROMAIN-DE-JALIONAS;38451;382;142;5;103;79;43
SAINT-ROMAIN-DE-SURIEU;38452;40;15;;8;;
SAINT-ROMANS;38453;244;76;;53;48;17
SAINT-SAUVEUR;38454;441;61;;48;27;19
SAINT-SAVIN;38455;523;183;;120;108;39
SAINT-SEBASTIEN;38456;34;10;;;;
SAINT-SIMEON-DE-BRESSIEUX;38457;438;103;;86;35;32
SAINT-SORLIN-DE-MORESTEL;38458;66;23;;15;12;9
SAINT-SORLIN-DE-VIENNE;38459;93;32;;16;24;5
SAINT-SULPICE-DES-RIVOIRES;38460;56;20;;13;;6
SAINT-THEOFFREY;38462;56;26;;21;17;7
SAINT-VERAND;38463;206;56;;39;31;20
SAINT-VICTOR-DE-CESSIEU;38464;273;88;;61;64;23
SAINT-VICTOR-DE-MORESTEL;38465;156;50;;41;21;16
SAINT-VINCENT-DE-MERCUZE;38466;160;42;;24;25;10
SALAGNON;38467;161;44;;26;21;11
SALAISE-SUR-SANNE;38468;607;145;;123;46;52
LA SALETTE-FALLAVAUX;38469;;;;;;
LA SALLE-EN-BEAUMONT;38470;36;10;;;;
LE SAPPEY-EN-CHARTREUSE;38471;171;51;;31;33;15
SARCENAS;38472;26;5;;;;
SARDIEU;38473;164;50;;42;27;16
SASSENAGE;38474;1691;478;;356;224;148
SATOLAS-ET-BONCE;38475;324;115;;77;75;33
SAVAS-MEPIN;38476;102;36;;24;22;9
SECHILIENNE;38478;128;43;;37;20;21
SEMONS;38479;38;19;;14;13;
SEPTEME;38480;269;91;;69;55;23
SEREZIN-DE-LA-TOUR;38481;129;45;;34;27;12
SERMERIEU;38483;200;59;;41;30;20
SERPAIZE;38484;205;67;;49;37;22
SEYSSINET-PARISET;38485;1842;440;11;350;163;111
SEYSSINS;38486;863;174;;113;72;51
SEYSSUEL;38487;234;62;;36;39;19
SICCIEU-SAINT-JULIEN-ET-CARISIEU;38488;80;22;;16;13;
SIEVOZ;38489;14;7;;;;
SILLANS;38490;259;76;;52;42;23
SINARD;38492;84;34;;25;18;12
SOLEYMIEU;38494;105;34;;20;19;10
LA SONE;38495;83;18;;;6;6
SONNAY;38496;157;31;;21;18;8
SOUSVILLE;38497;18;6;;;;
SUCCIEU;38498;96;35;;22;22;14
SUSVILLE;38499;273;50;;41;13;19
TECHE;38500;73;28;;23;16;9
TENCIN;38501;252;111;;78;56;28
LA TERRASSE;38503;343;87;;57;55;25
THEYS;38504;262;81;;55;50;23
THODURE;38505;80;29;;21;14;8
TIGNIEU-JAMEYZIEU;38507;938;336;6;239;172;91
TORCHEFELON;38508;103;39;;33;26;12
LA TOUR-DU-PIN;38509;1898;392;8;325;133;81
LE TOUVET;38511;474;125;;77;76;44
TRAMOLE;38512;69;22;;9;;6
TREFFORT;38513;36;16;;10;8;7
TREMINIS;38514;12;;;;;
TREPT;38515;256;100;;61;62;26
LA TRONCHE;38516;1347;173;6;123;58;51
TULLINS;38517;1381;293;;211;142;90
VALBONNAIS;38518;55;17;;12;11;
VALENCIN;38519;368;121;;67;81;30
VALENCOGNE;38520;81;28;;22;16;12
LA VALETTE;38521;9;;;;;
VALJOUFFREY;38522;11;;;;;
VARACIEUX;38523;103;42;;27;29;11
VARCES-ALLIERES-ET-RISSET;38524;851;225;7;159;117;67
VASSELIN;38525;61;25;;20;10;7
VATILIEU;38526;37;16;;9;9;6
VAUJANY;38527;23;;;;;
VAULNAVEYS-LE-BAS;38528;161;40;;25;18;10
VAULNAVEYS-LE-HAUT;38529;412;128;;76;75;50
VAULX-MILIEU;38530;327;110;;72;56;37
VELANNE;38531;58;23;;15;14;8
VENERIEU;38532;89;33;;20;21;8
VENON;38533;76;18;;9;6;6
VENOSC;38534;202;49;;;;5
VERNAS;38535;39;19;;;12;7
VERNIOZ;38536;156;36;;28;21;16
LA VERPILLIERE;38537;1044;283;6;236;89;88
LE VERSOUD;38538;700;233;;155;147;68
VERTRIEU;38539;102;37;;26;23;5
VEUREY-VOROIZE;38540;173;52;;35;26;20
VEYRINS-THUELLIN;38541;269;82;;62;34;29
VEYSSILIEU;38542;35;11;;;;
VEZERONCE-CURTIN;38543;266;78;;62;40;21
VIENNE;38544;6514;1293;31;1091;379;288
VIF;38545;1142;281;5;181;168;85
VIGNIEU;38546;130;44;;34;27;11
VILLARD-BONNOT;38547;1143;329;10;245;152;93
VILLARD-DE-LANS;38548;697;148;;111;68;44
VILLARD-RECULAS;38550;;;;;;
VILLARD-SAINT-CHRISTOPHE;38552;50;10;;;;
VILLEFONTAINE;38553;4118;1135;22;948;338;294
VILLEMOIRIEU;38554;242;76;;45;45;22
VILLENEUVE-DE-MARC;38555;147;37;;29;25;8
VILLE-SOUS-ANJOU;38556;135;43;;27;23;14
VILLETTE-D'ANTHON;38557;584;186;;125;98;57
VILLETTE-DE-VIENNE;38558;227;80;;54;51;28
VINAY;38559;750;165;5;122;81;46
VIRIEU;38560;176;34;;29;15;11
VIRIVILLE;38561;257;78;;68;32;26
VIZILLE;38562;1406;349;5;290;131;82
VOIRON;38563;4037;721;21;586;208;190
VOISSANT;38564;24;9;;;;
VOREPPE;38565;1425;327;;236;138;100
VOUREY;38566;230;57;;42;36;13
CHAMROUSSE;38567;75;13;;;;
ABERGEMENT-LA-RONCE;39001;121;36;;29;17;12
ABERGEMENT-LE-GRAND;39002;7;;;;;
ABERGEMENT-LE-PETIT;39003;5;;;;;
ABERGEMENT-LES-THESY;39004;8;;;;;
AIGLEPIERRE;39006;55;17;;10;12;
ALIEZE;39007;17;;;;;
AMANGE;39008;58;21;;16;13;5
ANDELOT-EN-MONTAGNE;39009;62;19;;14;12;5
ANDELOT-MORVAL;39010;8;;;;;
ANNOIRE;39011;39;15;;;8;
ARBOIS;39013;637;105;;78;46;22
ARCHELANGE;39014;26;6;;;;
ARDON;39015;13;;;;;
ARINTHOD;39016;179;36;;30;12;13
ARLAY;39017;104;42;;33;24;13
AROMAS;39018;179;19;;;7;9
LES ARSURES;39019;23;6;;;;
ARSURE-ARSURETTE;39020;7;;;;;
ARTHENAS;39021;12;6;;;;
ASNANS-BEAUVOISIN;39022;94;25;;20;8;8
L'AUBEPIN;39023;13;5;;;;
AUDELANGE;39024;33;11;;;;
AUGEA;39025;31;8;;;;
AUGERANS;39026;16;7;;;;
AUGISEY;39027;25;8;;;;
AUMONT;39028;54;16;;10;10;
AUMUR;39029;40;12;;7;;
AUTHUME;39030;85;28;;18;17;
AUXANGE;39031;31;11;;;6;
AVIGNON-LES-SAINT-CLAUDE;39032;50;14;;;7;7
BALAISEAUX;39034;45;18;;13;10;5
BALANOD;39035;49;16;;;9;
LA BALME-D'EPY;39036;7;;;;;
BANS;39037;29;6;;;;
BARESIA-SUR-L'AIN;39038;13;5;;;;
LA BARRE;39039;27;13;;8;7;
BARRETAINE;39040;17;6;;;;
BAUME-LES-MESSIEURS;39041;13;5;;;;
BAVERANS;39042;61;22;;17;13;11
BEAUFORT;39043;138;42;;34;25;15
BEFFIA;39045;8;;;;;
BELLECOMBE;39046;;;;;;
BELLEFONTAINE;39047;50;20;;11;15;
BELMONT;39048;32;6;;;;
BERSAILLIN;39049;53;18;;;11;9
BESAIN;39050;15;;;;;
BIARNE;39051;51;23;;;;6
BIEF-DES-MAISONS;39052;5;;;;;
BIEF-DU-FOURG;39053;16;5;;;;
BIEFMORIN;39054;14;6;;;;
BILLECUL;39055;;;;;;
BLETTERANS;39056;290;39;;26;19;10
BLOIS-SUR-SEILLE;39057;13;;;;;
BLYE;39058;18;;;;;
BOIS-D'AMONT;39059;149;27;;19;16;
BOIS-DE-GAND;39060;9;;;;;
BOISSIA;39061;20;;;;;
LA BOISSIERE;39062;8;;;;;
BONLIEU;39063;37;13;;;8;
BONNAUD;39064;;;;;;
BONNEFONTAINE;39065;12;;;;;
BORNAY;39066;13;;;;;
LES BOUCHOUX;39068;50;14;;;8;
BOURCIA;39069;8;;;;;
BOURG-DE-SIROD;39070;10;;;;;
BRACON;39072;24;;;;;
BRAINANS;39073;16;;;;;
BRANS;39074;25;9;;;;
BRERY;39075;25;7;;;;
LA BRETENIERE;39076;30;14;;;7;
BRETENIERES;39077;;;;;;
BREVANS;39078;92;22;;;12;
BRIOD;39079;30;11;;;;
BROISSIA;39080;5;;;;;
BUVILLY;39081;42;16;;;11;
CENSEAU;39083;26;5;;;;
CERNANS;39084;20;6;;;;
CERNIEBAUD;39085;;;;;;
CERNON;39086;46;12;;;;
CESANCEY;39088;54;16;;11;11;
CEZIA;39089;6;;;;;
CHAINEE-DES-COUPIS;39090;24;10;;;;
LES CHALESMES;39091;7;;;;;
CHAMBERIA;39092;20;6;;;;
CHAMBLAY;39093;58;11;;;;
CHAMOLE;39094;20;5;;;;
CHAMPAGNE-SUR-LOUE;39095;17;;;;;
CHAMPAGNEY;39096;67;23;;;7;5
CHAMPAGNOLE;39097;1356;212;;171;82;56
CHAMPDIVERS;39099;48;14;;;;6
CHAMPROUGIER;39100;6;;;;;
CHAMPVANS;39101;191;40;;28;25;6
CHANCIA;39102;27;8;;;;
LA CHAPELLE-SUR-FURIEUSE;39103;48;12;;;6;
CHAPELLE-VOLAND;39104;56;16;;11;11;8
CHAPOIS;39105;20;8;;;;
CHARCHILLA;39106;22;10;;;;
CHARCIER;39107;10;;;;;
CHARENCY;39108;5;;;;;
CHAREZIER;39109;13;6;;;;
LA CHARME;39110;10;;;;;
CHARNOD;39111;;;;;;
LA CHASSAGNE;39112;16;;;;;
CHASSAL;39113;66;19;;;6;6
CHATEAU-CHALON;39114;23;;;;;
CHATEAU-DES-PRES;39115;27;12;;;;
LA CHATELAINE;39116;15;;;;;
CHATELAY;39117;15;6;;;;
CHATEL-DE-JOUX;39118;5;;;;;
LE CHATELEY;39119;10;;;;;
CHATELNEUF;39120;16;;;;;
CHATENOIS;39121;51;19;;;12;
CHATILLON;39122;18;6;;;;
CHATONNAY;39123;6;;;;;
CHAUMERGY;39124;62;20;;;7;5
LA CHAUMUSSE;39126;46;13;;;;
CHAUSSENANS;39127;9;;;;;
CHAUSSIN;39128;266;68;;58;30;20
CHAUX-DES-CROTENAY;39129;87;14;;;8;5
CHAUX-DES-PRES;39130;26;7;;;;
LA CHAUX-DU-DOMBIEF;39131;65;16;;11;10;5
LA CHAUX-EN-BRESSE;39132;;;;;;
CHAUX-CHAMPAGNY;39133;;;;;;
CHAVERIA;39134;30;11;;;6;
CHAZELLES;39135;15;;;;;
CHEMENOT;39136;;;;;;
CHEMILLA;39137;10;;;;;
CHEMIN;39138;41;13;;;5;6
CHENE-BERNARD;39139;8;;;;;
CHENE-SEC;39140;6;;;;;
CHEVIGNY;39141;43;17;;;10;
CHEVREAUX;39142;11;;;;;
CHEVROTAINE;39143;5;;;;;
CHILLE;39145;29;;;;;
CHILLY-LE-VIGNOBLE;39146;95;22;;;8;6
CHILLY-SUR-SALINS;39147;11;5;;;;
CHISSERIA;39148;8;;;;;
CHISSEY-SUR-LOUE;39149;37;11;;6;;
CHOISEY;39150;140;29;;;10;11
CHOUX;39151;14;5;;;;
CIZE;39153;121;21;;14;11;8
CLAIRVAUX-LES-LACS;39154;256;53;;45;24;15
CLUCY;39155;6;;;;;
COGNA;39156;39;13;;;;6
COISERETTE;39157;8;;;;;
COISIA;39158;21;7;;;;
COLONNE;39159;33;11;;;6;
COMMENAILLES;39160;119;25;;16;18;
COMMUNAILLES-EN-MONTAGNE;39161;6;;;;;
CONDAMINE;39162;40;12;;;;6
CONDES;39163;18;5;;;;
CONLIEGE;39164;91;23;;15;13;5
CONTE;39165;;;;;;
CORNOD;39166;31;6;;;;
COSGES;39167;45;18;;13;13;
COURBETTE;39168;5;;;;;
COURBOUZON;39169;56;14;;;;
COURLANS;39170;139;40;;29;26;11
COURLAOUX;39171;127;33;;27;21;9
COURTEFONTAINE;39172;29;14;;;6;7
COUSANCE;39173;217;34;;;14;7
COYRIERE;39174;6;;;;;
COYRON;39175;10;;;;;
CRAMANS;39176;118;19;;;11;
CRANCOT;39177;109;18;;;13;6
CRANS;39178;8;;;;;
CRENANS;39179;32;9;;;;
CRESSIA;39180;26;5;;;;
CRISSEY;39182;80;19;;14;10;
CROTENAY;39183;88;30;;22;19;11
LES CROZETS;39184;24;6;;;;
CUISIA;39185;43;11;;;;
CUTTURA;39186;38;10;;;;5
CUVIER;39187;26;15;;9;;5
DAMMARTIN-MARPAIN;39188;42;15;;;;
DAMPARIS;39189;434;110;;88;46;32
DAMPIERRE;39190;175;34;;23;23;10
DARBONNAY;39191;11;;;;;
DENEZIERES;39192;6;;;;;
LE DESCHAUX;39193;134;40;;27;24;8
DESNES;39194;60;21;;;14;6
DESSIA;39195;;;;;;
LES DEUX-FAYS;39196;11;;;;;
DIGNA;39197;42;9;;;;
DOLE;39198;5036;748;19;657;165;165
DOMBLANS;39199;141;35;;15;25;
DOMPIERRE-SUR-MONT;39200;32;7;;;;
DOUCIER;39201;47;8;;;;
DOURNON;39202;16;5;;;;
DOYE;39203;11;6;;;;
DRAMELAY;39204;;;;;;
ECLANS-NENON;39205;59;13;;;;5
ECLEUX;39206;21;5;;;;
ECRILLE;39207;12;5;;;;
ENTRE-DEUX-MONTS;39208;19;6;;;;
VAL-D'EPY;39209;14;;;;;
EQUEVILLON;39210;73;16;;;7;7
LES ESSARDS-TAIGNEVAUX;39211;29;12;;;6;5
ESSERVAL-COMBE;39213;;;;;;
ESSERVAL-TARTRE;39214;11;;;;;
ESSIA;39215;;;;;;
ETIVAL;39216;45;15;;10;9;
L'ETOILE;39217;60;21;;15;14;5
ETREPIGNEY;39218;55;20;;13;13;
EVANS;39219;71;24;;18;15;9
FALLETANS;39220;47;11;;;;
LA FAVIERE;39221;;;;;;
FAY-EN-MONTAGNE;39222;7;;;;;
LA FERTE;39223;16;7;;;;
FETIGNY;39224;10;5;;;;
LE FIED;39225;29;6;;;;
FLORENTIA;39226;;;;;;
FONCINE-LE-BAS;39227;23;5;;;;
FONCINE-LE-HAUT;39228;114;23;;15;12;
FONTAINEBRUX;39229;18;;;;;
FONTENU;39230;9;;;;;
FORT-DU-PLASNE;39232;48;16;;;11;5
FOUCHERANS;39233;264;75;;63;20;16
FOULENAY;39234;7;;;;;
FRAISANS;39235;232;43;;38;20;11
FRANCHEVILLE;39236;6;;;;;
FRAROZ;39237;;;;;;
FRASNE-LES-MEULIERES;39238;15;8;;;;
LA FRASNEE;39239;;;;;;
LE FRASNOIS;39240;17;;;;;
FREBUANS;39241;37;9;;;;
FROIDEVILLE;39243;6;;;;;
FRONTENAY;39244;10;;;;;
GATEY;39245;50;20;;13;12;6
GENDREY;39246;65;25;;;17;9
GENOD;39247;6;;;;;
GERAISE;39248;;;;;;
GERMIGNEY;39249;8;;;;;
GERUGE;39250;28;5;;;;
GEVINGEY;39251;56;10;;;5;
GEVRY;39252;75;28;;22;11;8
GIGNY;39253;29;5;;;;
GILLOIS;39254;12;;;;;
GIZIA;39255;22;8;;;;
GRANDE-RIVIERE;39258;46;13;;;7;
GRANGE-DE-VAIVRE;39259;;;;;;
GRANGES-SUR-BAUME;39260;11;;;;;
GRAYE-ET-CHARNAY;39261;14;;;;;
GREDISANS;39262;15;6;;;;
GROZON;39263;58;15;;;10;5
GRUSSE;39264;23;;;;;
HAUTECOUR;39265;14;6;;;;
LES HAYS;39266;32;7;;;;
IVORY;39267;8;;;;;
IVREY;39268;5;;;;;
JEURRE;39269;29;9;;;;
JOUHE;39270;83;24;;18;13;10
LAC-DES-ROUGES-TRUITES;39271;38;13;;;7;5
LADOYE-SUR-SEILLE;39272;5;;;;;
LAINS;39273;5;;;;;
LAJOUX;39274;38;9;;;;
LAMOURA;39275;63;10;;;;
LE LARDERET;39277;;;;;;
LARGILLAY-MARSONNAY;39278;22;7;;;;
LARNAUD;39279;58;26;;;15;13
LARRIVOIRE;39280;14;8;;;;
LE LATET;39281;7;;;;;
LA LATETTE;39282;;;;;;
LAVANCIA-EPERCY;39283;82;24;;18;13;6
LAVANGEOT;39284;13;;;;;
LAVANS-LES-DOLE;39285;52;12;;;6;
LAVANS-LES-SAINT-CLAUDE;39286;283;69;;61;11;29
LAVANS-SUR-VALOUSE;39287;12;;;;;
LAVIGNY;39288;43;13;;;;5
LECT;39289;51;11;;;;
LEGNA;39290;26;10;;;;
LEMUY;39291;24;9;;;;
LENT;39292;11;;;;;
LESCHERES;39293;27;10;;;;
LEZAT;39294;13;;;;;
LOISIA;39295;14;;;;;
LOMBARD;39296;21;7;;;;
LONGCHAUMOIS;39297;150;38;;24;26;8
LONGCOCHON;39298;;;;;;
LONGWY-SUR-LE-DOUBS;39299;57;15;;;5;
LONS-LE-SAUNIER;39300;4020;483;13;438;87;101
LOULLE;39301;20;;;;;
LOUVATANGE;39302;10;;;;;
LOUVENNE;39303;14;;;;;
LE LOUVEROT;39304;21;;;;;
LA LOYE;39305;54;21;;15;9;5
MACORNAY;39306;128;31;;22;17;9
MAISOD;39307;40;11;;;;
MALANGE;39308;79;11;;;;
MALLEREY;39309;7;;;;;
MANTRY;39310;54;19;;;13;6
MARIGNA-SUR-VALOUSE;39312;8;;;;;
MARIGNY;39313;18;6;;;;
MARNEZIA;39314;14;;;;;
MARNOZ;39315;48;16;;11;7;7
LA MARRE;39317;38;16;;10;11;5
MARTIGNA;39318;31;12;;;5;
MATHENAY;39319;19;8;;;;
MAYNAL;39320;38;13;;;7;
MENETRU-LE-VIGNOBLE;39321;15;6;;;;
MENETRUX-EN-JOUX;39322;6;;;;;
MENOTEY;39323;30;6;;;;
MESNAY;39325;68;21;;15;10;6
MESNOIS;39326;30;5;;;;
MESSIA-SUR-SORNE;39327;111;19;;;14;5
MEUSSIA;39328;60;25;;18;14;10
MIEGES;39329;11;;;;;
MIERY;39330;21;5;;;;
MIGNOVILLARD;39331;82;21;;;13;8
MIREBEL;39332;32;12;;;;
MOIRANS-EN-MONTAGNE;39333;404;63;;;12;20
MOIRON;39334;14;;;;;
MOISSEY;39335;100;23;;;8;9
MOLAIN;39336;17;6;;;;
