Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
BOISSEY;01050;46;19;;13;14;
BOLOZON;01051;6;;;;;
BOULIGNEUX;01052;30;14;;9;9;
BOURG-EN-BRESSE;01053;9133;1415;47;1235;305;346
BOURG-SAINT-CHRISTOPHE;01054;167;76;;41;58;22
BOYEUX-SAINT-JEROME;01056;37;17;;;8;8
BOZ;01057;70;22;;16;13;9
BREGNIER-CORDON;01058;125;33;;26;13;9
BRENAZ;01059;6;;;;;
BRENOD;01060;69;21;;;15;
BRENS;01061;150;48;;36;21;14
BRESSOLLES;01062;94;37;;25;25;9
BRION;01063;52;8;;;;
BRIORD;01064;149;39;;32;14;12
BUELLAS;01065;185;54;;43;28;17
LA BURBANCHE;01066;8;;;;;
CEIGNES;01067;41;12;;7;;
CERDON;01068;135;28;;23;14;7
CERTINES;01069;196;55;;42;38;24
CESSY;01071;335;89;;52;33;27
CEYZERIAT;01072;488;112;;88;53;27
CEYZERIEU;01073;106;30;;23;14;7
CHALAMONT;01074;400;101;;77;66;21
CHALEINS;01075;165;48;;35;32;12
CHALEY;01076;15;;;;;
CHALLES-LA-MONTAGNE;01077;20;8;;;;
CHALLEX;01078;64;16;;;10;5
CHAMPAGNE-EN-VALROMEY;01079;161;18;;13;8;5
CHAMPDOR;01080;55;25;;19;14;8
CHAMPFROMIER;01081;88;24;;14;16;
CHANAY;01082;67;17;;;9;
CHANEINS;01083;116;35;;21;25;8
CHANOZ-CHATENAY;01084;111;37;;30;22;11
LA CHAPELLE-DU-CHATELARD;01085;43;21;;;;6
CHARIX;01087;30;6;;;;
CHARNOZ-SUR-AIN;01088;112;33;;14;27;5
CHATEAU-GAILLARD;01089;242;70;;49;40;19
CHATENAY;01090;39;18;;12;13;
CHATILLON-EN-MICHAILLE;01091;362;96;;68;37;30
CHATILLON-LA-PALUD;01092;233;73;;43;46;12
CHATILLON-SUR-CHALARONNE;01093;819;161;8;135;53;48
CHAVANNES-SUR-REYSSOUZE;01094;80;24;;;15;11
CHAVANNES-SUR-SURAN;01095;93;26;;20;17;
CHAVEYRIAT;01096;118;33;;28;17;6
CHAVORNAY;01097;24;9;;;;
CHAZEY-BONS;01098;100;25;;18;13;5
CHAZEY-SUR-AIN;01099;178;55;;41;31;17
CHEIGNIEU-LA-BALME;01100;12;;;;;
CHEVILLARD;01101;17;7;;;;
CHEVROUX;01102;126;49;;38;25;18
CHEVRY;01103;93;24;;13;11;
CHEZERY-FORENS;01104;45;10;;;;
CIVRIEUX;01105;161;47;;30;25;13
CIZE;01106;18;11;;;;
CLEYZIEU;01107;15;6;;;;
COLIGNY;01108;166;38;;30;18;10
COLLONGES;01109;189;43;;25;19;9
COLOMIEU;01110;16;;;;;
CONAND;01111;15;8;;;;
CONDAMINE;01112;48;15;;;10;
CONDEISSIAT;01113;93;30;;24;19;7
CONFORT;01114;80;13;;7;6;
CONFRANCON;01115;175;69;;61;39;29
CONTREVOZ;01116;59;17;;;6;8
CONZIEU;01117;16;10;;;;
CORBONOD;01118;228;29;;18;15;10
CORCELLES;01119;29;12;;;;
CORLIER;01121;13;;;;;
CORMARANCHE-EN-BUGEY;01122;93;25;;20;14;13
CORMORANCHE-SUR-SAONE;01123;131;37;;26;19;15
CORMOZ;01124;83;30;;21;20;9
CORVEISSIAT;01125;86;21;;13;;
COURMANGOUX;01127;59;17;;11;11;6
COURTES;01128;30;;;;;
CRANS;01129;21;11;;6;;
CRAS-SUR-REYSSOUZE;01130;195;67;;47;48;24
CRESSIN-ROCHEFORT;01133;46;13;;;;6
CROTTET;01134;210;67;;47;47;15
CROZET;01135;122;26;;13;9;8
CRUZILLES-LES-MEPILLAT;01136;104;29;;20;;11
CULOZ;01138;421;80;;71;12;23
CURCIAT-DONGALON;01139;55;17;;;9;5
CURTAFOND;01140;98;26;;21;16;6
CUZIEU;01141;43;16;;7;10;
DAGNEUX;01142;637;210;7;153;98;57
DIVONNE-LES-BAINS;01143;615;99;;62;36;19
DOMMARTIN;01144;115;43;;25;29;9
DOMPIERRE-SUR-VEYLE;01145;168;40;;32;24;13
DOMPIERRE-SUR-CHALARONNE;01146;56;17;;10;11;
DOMSURE;01147;51;10;;;;
DORTAN;01148;228;56;;41;31;8
DOUVRES;01149;120;43;;25;27;10
DROM;01150;27;9;;;;
DRUILLAT;01151;132;49;;36;29;14
ECHALLON;01152;76;22;;13;16;9
ECHENEVEX;01153;86;20;;9;11;8
ETREZ;01154;123;42;;35;32;11
EVOSGES;01155;13;7;;;;
FARAMANS;01156;91;35;;30;13;19
FAREINS;01157;261;84;;52;44;20
FARGES;01158;62;15;;9;8;5
FEILLENS;01159;389;104;;76;75;21
FERNEY-VOLTAIRE;01160;878;145;;115;29;32
FLAXIEU;01162;12;;;;;
FOISSIAT;01163;254;77;;57;45;26
FRANCHELEINS;01165;204;84;;62;47;24
FRANS;01166;251;71;;54;39;18
GARNERANS;01167;79;22;;13;15;6
GENOUILLEUX;01169;87;22;;13;15;5
BEARD-GEOVREISSIAT;01170;131;37;;26;16;13
GEOVREISSET;01171;136;32;;20;17;9
GERMAGNAT;01172;20;;;;;
GEX;01173;1148;276;;200;86;55
GIRON;01174;20;7;;;;
GORREVOD;01175;104;34;;26;19;8
LE GRAND-ABERGEMENT;01176;;;;;;
GRAND-CORENT;01177;19;11;;;;
GRIEGES;01179;230;67;;41;42;15
GRILLY;01180;38;13;;6;8;
GROISSIAT;01181;156;39;;25;26;14
GROSLEE;01182;38;14;;;7;
GUEREINS;01183;164;69;;50;43;21
HAUTECOURT-ROMANECHE;01184;108;32;;22;19;8
HAUTEVILLE-LOMPNES;01185;588;93;;73;38;22
HOSTIAZ;01186;7;;;;;
HOTONNES;01187;26;12;;;7;
ILLIAT;01188;75;33;;25;22;10
INJOUX-GENISSIAT;01189;119;36;;25;16;8
INNIMOND;01190;16;;;;;
IZENAVE;01191;23;9;;;;
IZERNORE;01192;395;102;;74;58;27
IZIEU;01193;21;;;;;
JASSANS-RIOTTIER;01194;950;216;7;154;98;61
JASSERON;01195;245;66;;45;37;18
JAYAT;01196;149;57;;49;35;17
JOURNANS;01197;40;11;;6;6;
JOYEUX;01198;37;11;;;6;
JUJURIEUX;01199;337;83;;65;41;16
LABALME;01200;30;8;;;;
LAGNIEU;01202;1182;307;8;232;133;64
LAIZ;01203;161;45;;33;33;8
LALLEYRIAT;01204;30;9;;;;
LANCRANS;01205;129;39;;31;11;9
LANTENAY;01206;27;13;;;;
LAPEYROUSE;01207;33;10;;;;
LAVOURS;01208;13;;;;;
LEAZ;01209;63;19;;;;6
LELEX;01210;20;;;;;
LENT;01211;204;48;;35;29;14
LESCHEROUX;01212;81;26;;;14;10
LEYMENT;01213;175;54;;34;38;12
LEYSSARD;01214;15;5;;;;
LHOPITAL;01215;5;;;;;
LHUIS;01216;137;33;;19;24;
LOCHIEU;01218;12;;;;;
LOMPNAS;01219;24;5;;;;
LOMPNIEU;01221;7;;;;;
LOYETTES;01224;484;202;;156;97;63
LURCY;01225;47;14;;;9;5
MAGNIEU;01227;57;14;;;8;7
MAILLAT;01228;81;17;;;8;
MALAFRETAZ;01229;150;46;;37;30;17
MANTENAY-MONTLIN;01230;34;9;;;;
MANZIAT;01231;231;80;;58;47;21
MARBOZ;01232;265;64;;49;34;21
MARCHAMP;01233;13;5;;;;
MARIGNIEU;01234;16;5;;;;
MARLIEUX;01235;167;59;;47;38;18
MARSONNAS;01236;128;41;;29;27;15
MARTIGNAT;01237;244;74;;49;32;20
MASSIEUX;01238;318;91;;64;56;32
MASSIGNIEU-DE-RIVES;01239;66;24;;;6;6
MATAFELON-GRANGES;01240;78;28;;21;15;10
MEILLONNAS;01241;172;45;;33;26;20
MERIGNAT;01242;14;;;;;
MESSIMY-SUR-SAONE;01243;148;40;;21;32;11
MEXIMIEUX;01244;1283;347;5;231;170;85
BOHAS-MEYRIAT-RIGNAT;01245;102;34;;26;16;11
MEZERIAT;01246;311;93;5;58;57;24
MIJOUX;01247;36;7;;;;
MIONNAY;01248;271;73;;45;46;19
MIRIBEL;01249;1538;401;11;286;171;89
MISERIEUX;01250;215;71;;48;48;15
MOGNENEINS;01252;95;41;;31;28;11
MONTAGNAT;01254;191;55;;35;36;17
MONTAGNIEU;01255;80;31;;22;14;10
MONTANGES;01257;31;;;;;
MONTCEAUX;01258;150;49;;30;34;13
MONTCET;01259;86;25;;19;18;8
LE MONTELLIER;01260;31;9;;;;
MONTHIEUX;01261;89;28;;19;18;7
MONTLUEL;01262;1219;337;12;244;151;82
MONTMERLE-SUR-SAONE;01263;558;142;;99;88;41
MONTRACOL;01264;145;47;;34;29;15
MONTREAL-LA-CLUSE;01265;606;135;;117;38;46
MONTREVEL-EN-BRESSE;01266;398;60;;44;31;21
NURIEUX-VOLOGNAT;01267;122;39;;27;24;14
MURS-ET-GELIGNIEUX;01268;29;7;;;;
NANTUA;01269;704;143;;130;22;31
NATTAGES;01271;64;20;;15;12;13
NEUVILLE-LES-DAMES;01272;195;60;;54;22;21
NEUVILLE-SUR-AIN;01273;228;87;;68;44;21
LES NEYROLLES;01274;101;27;;22;8;13
NEYRON;01275;309;85;;45;57;24
NIEVROZ;01276;202;67;;45;40;13
NIVOLLET-MONTGRIFFON;01277;14;5;;;;
ONCIEU;01279;10;;;;;
ORDONNAZ;01280;14;8;;;;
ORNEX;01281;342;63;;48;20;19
OUTRIAZ;01282;24;11;;;;
OYONNAX;01283;4683;939;26;855;154;278
OZAN;01284;89;28;;19;16;9
PARCIEUX;01285;150;39;;25;20;18
PARVES;01286;39;12;;7;;
PERON;01288;164;41;;20;26;5
PERONNAS;01289;869;157;;128;43;52
PEROUGES;01290;134;38;;24;21;11
PERREX;01291;97;28;;19;22;
LE PETIT-ABERGEMENT;01292;16;8;;;;
PEYRIAT;01293;19;8;;;;
PEYRIEU;01294;102;29;;;16;11
PEYZIEUX-SUR-SAONE;01295;89;37;;29;23;15
PIRAJOUX;01296;45;15;;;10;
PIZAY;01297;95;35;;19;24;12
PLAGNE;01298;10;5;;;;
LE PLANTAY;01299;67;29;;19;15;11
LE POIZAT;01300;56;20;;;8;5
POLLIAT;01301;293;91;;73;47;22
POLLIEU;01302;17;5;;;;
PONCIN;01303;276;81;;64;37;15
PONT-D'AIN;01304;443;111;;88;57;29
PONT-DE-VAUX;01305;436;86;;60;44;21
PONT-DE-VEYLE;01306;287;58;;44;23;10
PORT;01307;118;31;;23;12;5
POUGNY;01308;59;14;;7;7;
POUILLAT;01309;11;;;;;
PREMEYZEL;01310;135;7;;;;
PREMILLIEU;01311;5;;;;;
PRESSIAT;01312;36;13;;;;5
PREVESSIN-MOENS;01313;515;136;;98;43;31
PRIAY;01314;216;79;;57;38;30
PUGIEU;01316;23;9;;;;
RAMASSE;01317;33;11;;;;
RANCE;01318;85;25;;17;15;7
RELEVANT;01319;55;23;;15;15;
REPLONGES;01320;468;156;;110;97;46
REVONNAS;01321;125;44;;30;26;13
REYRIEUX;01322;599;145;;95;74;51
REYSSOUZE;01323;132;37;;29;20;10
RIGNIEUX-LE-FRANC;01325;119;43;;33;24;15
ROMANS;01328;107;20;;14;10;7
ROSSILLON;01329;16;;;;;
RUFFIEU;01330;16;;;;;
SAINT-ALBAN;01331;16;5;;;;
SAINT-ANDRE-DE-BAGE;01332;83;25;;16;17;
SAINT-ANDRE-DE-CORCY;01333;399;103;;67;64;24
SAINT-ANDRE-D'HUIRIAT;01334;72;23;;14;17;7
SAINT-ANDRE-LE-BOUCHOUX;01335;49;17;;11;;8
SAINT-ANDRE-SUR-VIEUX-JONC;01336;154;45;;32;32;15
SAINT-BENIGNE;01337;159;55;;33;39;10
SAINT-BENOIT;01338;114;35;;24;17;10
SAINT-BERNARD;01339;145;40;;23;20;10
SAINT-BOIS;01340;12;;;;;
SAINT-CHAMP;01341;13;5;;;;
SAINTE-CROIX;01342;68;22;;;12;6
SAINT-CYR-SUR-MENTHON;01343;248;93;;64;65;19
SAINT-DENIS-LES-BOURG;01344;637;163;5;119;71;49
SAINT-DENIS-EN-BUGEY;01345;329;105;;70;50;30
SAINT-DIDIER-D'AUSSIAT;01346;122;48;;40;22;12
SAINT-DIDIER-DE-FORMANS;01347;208;57;;32;31;12
SAINT-DIDIER-SUR-CHALARONNE;01348;412;107;;75;60;28
SAINT-ELOI;01349;45;10;;;;5
SAINT-ETIENNE-DU-BOIS;01350;312;79;;63;38;26
SAINT-ETIENNE-SUR-CHALARONNE;01351;220;80;;58;35;20
SAINT-ETIENNE-SUR-REYSSOUZE;01352;70;24;;;11;6
SAINTE-EUPHEMIE;01353;215;76;;44;44;19
SAINT-GENIS-POUILLY;01354;831;161;6;130;35;43
SAINT-GENIS-SUR-MENTHON;01355;54;23;;15;16;8
SAINT-GEORGES-SUR-RENON;01356;29;8;;;;
SAINT-GERMAIN-DE-JOUX;01357;72;13;;;;
SAINT-GERMAIN-LES-PAROISSES;01358;50;20;;;11;6
SAINT-GERMAIN-SUR-RENON;01359;16;8;;;;
SAINT-JEAN-DE-GONVILLE;01360;104;11;;;;
SAINT-JEAN-DE-NIOST;01361;163;52;;29;34;14
SAINT-JEAN-DE-THURIGNEUX;01362;102;36;;24;27;11
SAINT-JEAN-LE-VIEUX;01363;210;59;;47;31;19
SAINT-JEAN-SUR-REYSSOUZE;01364;95;25;;;13;7
SAINT-JEAN-SUR-VEYLE;01365;131;50;;38;24;14
SAINTE-JULIE;01366;138;64;;45;34;20
SAINT-JULIEN-SUR-REYSSOUZE;01367;112;43;;37;14;19
SAINT-JULIEN-SUR-VEYLE;01368;105;33;;26;21;6
SAINT-JUST;01369;113;23;;;9;7
SAINT-LAURENT-SUR-SAONE;01370;430;77;;64;27;14
SAINT-MARCEL;01371;199;63;;35;37;19
SAINT-MARTIN-DE-BAVEL;01372;50;11;;;;6
SAINT-MARTIN-DU-FRENE;01373;135;31;;25;10;8
SAINT-MARTIN-DU-MONT;01374;206;63;;40;47;15
SAINT-MARTIN-LE-CHATEL;01375;102;33;;26;22;9
SAINT-MAURICE-DE-BEYNOST;01376;626;156;;115;63;38
SAINT-MAURICE-DE-GOURDANS;01378;313;94;;55;61;20
SAINT-MAURICE-DE-REMENS;01379;97;38;;29;21;12
SAINT-NIZIER-LE-BOUCHOUX;01380;64;12;;;7;
SAINT-NIZIER-LE-DESERT;01381;129;38;;25;24;9
SAINTE-OLIVE;01382;33;13;;;7;
SAINT-PAUL-DE-VARAX;01383;266;67;;43;47;15
SAINT-RAMBERT-EN-BUGEY;01384;429;100;;84;34;17
SAINT-REMY;01385;123;33;;20;27;5
SAINT-SORLIN-EN-BUGEY;01386;132;52;;33;36;9
SAINT-SULPICE;01387;30;11;;;5;
SAINT-TRIVIER-DE-COURTES;01388;164;38;;32;17;11
SAINT-TRIVIER-SUR-MOIGNANS;01389;258;68;;51;40;24
SAINT-VULBAS;01390;133;39;;34;18;14
SALAVRE;01391;24;7;;;;
SAMOGNAT;01392;96;26;;16;;7
SANDRANS;01393;66;21;;14;13;7
SAULT-BRENAZ;01396;185;39;;34;16;6
SAUVERNY;01397;67;8;;;;
SAVIGNEUX;01398;169;59;;35;40;19
SEGNY;01399;101;20;;10;7;9
SEILLONNAZ;01400;13;;;;;
SERGY;01401;110;28;;8;19;5
SERMOYER;01402;83;28;;23;16;9
SERRIERES-DE-BRIORD;01403;206;46;;40;12;11
SERRIERES-SUR-AIN;01404;7;;;;;
SERVAS;01405;168;42;;34;20;13
SERVIGNAT;01406;19;6;;;;
SEYSSEL;01407;149;32;;;13;7
SIMANDRE-SUR-SURAN;01408;85;26;;21;13;6
SONGIEU;01409;9;;;;;
SONTHONNAX-LA-MONTAGNE;01410;38;15;;7;;
SOUCLIN;01411;36;11;;6;;
SULIGNAT;01412;75;22;;16;12;8
SURJOUX;01413;;;;;;
SUTRIEU;01414;23;6;;;;
TALISSIEU;01415;85;19;;13;9;6
TENAY;01416;213;39;;33;9;7
THEZILLIEU;01417;43;10;;;5;
THIL;01418;119;30;;16;20;10
THOIRY;01419;395;88;;60;35;15
THOISSEY;01420;319;53;;46;27;11
TORCIEU;01421;90;37;;;23;8
TOSSIAT;01422;172;55;;46;26;21
TOUSSIEUX;01423;90;35;;24;21;15
TRAMOYES;01424;203;51;;24;41;13
LA TRANCLIERE;01425;29;7;;;;
TREFFORT-CUISIAT;01426;314;93;;77;52;30
TREVOUX;01427;1188;322;;241;137;80
VALEINS;01428;19;6;;;;
VANDEINS;01429;86;26;;21;20;12
VARAMBON;01430;59;19;;11;11;
VAUX-EN-BUGEY;01431;166;45;;35;27;14
VERJON;01432;27;7;;;;
VERNOUX;01433;42;20;;;8;6
VERSAILLEUX;01434;44;20;;12;12;6
VERSONNEX;01435;170;39;;27;12;12
VESANCY;01436;28;6;;;;
VESCOURS;01437;31;14;;;9;6
VESINES;01439;12;;;;;
VIEU-D'IZENAVE;01441;85;25;;;10;9
VIEU;01442;32;14;;9;9;
VILLARS-LES-DOMBES;01443;652;172;;127;109;45
VILLEBOIS;01444;188;52;;31;24;11
VILLEMOTIER;01445;102;34;;;18;10
VILLENEUVE;01446;193;66;;44;46;17
VILLEREVERSURE;01447;177;39;;;19;12
VILLES;01448;35;8;;;;
VILLETTE-SUR-AIN;01449;81;24;;17;14;8
VILLIEU-LOYES-MOLLON;01450;471;165;5;102;108;39
VIRIAT;01451;849;218;;181;83;78
VIRIEU-LE-GRAND;01452;199;33;;;8;8
VIRIEU-LE-PETIT;01453;95;7;;;;
VIRIGNIN;01454;180;41;;31;19;10
VONGNES;01456;5;;;;;
VONNAS;01457;462;101;;75;43;30
ABBECOURT;02001;73;23;;15;11;
ACHERY;02002;72;23;;;11;
ACY;02003;130;41;;30;24;
AGNICOURT-ET-SECHELLES;02004;26;;;;;
AGUILCOURT;02005;49;18;;;12;5
AISONVILLE-ET-BERNOVILLE;02006;36;7;;;;
AIZELLES;02007;13;;;;;
AIZY-JOUY;02008;44;21;;15;15;7
ALAINCOURT;02009;71;18;;13;8;
ALLEMANT;02010;29;12;;;5;6
AMBLENY;02011;125;43;;27;28;10
AMBRIEF;02012;8;;;;;
AMIFONTAINE;02013;49;21;;16;8;
AMIGNY-ROUY;02014;104;26;;20;12;10
ANCIENVILLE;02015;7;;;;;
ANDELAIN;02016;35;13;;;8;
ANGUILCOURT-LE-SART;02017;43;11;;;;
ANIZY-LE-CHATEAU;02018;329;61;;49;25;11
ANNOIS;02019;45;14;;;5;
ANY-MARTIN-RIEUX;02020;70;17;;;9;5
ARCHON;02021;12;6;;;;
ARCY-SAINTE-RESTITUE;02022;59;18;;13;7;
ARMENTIERES-SUR-OURCQ;02023;8;;;;;
ARRANCY;02024;;;;;;
ARTEMPS;02025;48;13;;8;;
ARTONGES;02026;18;5;;;;
ASSIS-SUR-SERRE;02027;30;;;;;
ATHIES-SOUS-LAON;02028;351;118;;82;74;30
ATTILLY;02029;45;14;;8;8;
AUBENCHEUL-AUX-BOIS;02030;44;12;;;;
AUBENTON;02031;109;23;;;5;
AUBIGNY-AUX-KAISNES;02032;38;8;;;;
AUBIGNY-EN-LAONNOIS;02033;10;;;;;
AUDIGNICOURT;02034;15;9;;;;
AUDIGNY;02035;40;17;;;7;5
AUGY;02036;16;8;;;;
AULNOIS-SOUS-LAON;02037;203;50;;40;26;17
LES AUTELS;02038;8;;;;;
AUTREMENCOURT;02039;15;;;;;
AUTREPPES;02040;24;6;;;;
AUTREVILLE;02041;100;27;;20;12;
AZY-SUR-MARNE;02042;40;14;;;8;
BAGNEUX;02043;12;;;;;
BANCIGNY;02044;;;;;;
BARENTON-BUGNY;02046;60;17;;10;9;7
BARENTON-CEL;02047;15;;;;;
BARENTON-SUR-SERRE;02048;16;8;;;;
BARISIS;02049;85;35;;25;22;9
BARZY-EN-THIERACHE;02050;39;10;;;;
BARZY-SUR-MARNE;02051;45;9;;;;
BASSOLES-AULERS;02052;21;;;;;
BAULNE-EN-BRIE;02053;26;;;;;
BAZOCHES-SUR-VESLES;02054;69;23;;16;11;7
BEAUME;02055;8;;;;;
BEAUMONT-EN-BEINE;02056;23;10;;;;
BEAUREVOIR;02057;276;50;;35;21;6
BEAURIEUX;02058;134;43;;35;18;17
BEAUTOR;02059;564;118;;105;26;22
BEAUVOIS-EN-VERMANDOIS;02060;26;9;;;;
BECQUIGNY;02061;47;12;;;5;
BELLEAU;02062;17;;;;;
BELLENGLISE;02063;55;13;;;8;
BELLEU;02064;556;103;;75;45;17
BELLICOURT;02065;96;26;;;5;6
BENAY;02066;20;5;;;;
BERGUES-SUR-SAMBRE;02067;23;7;;;;
BERLANCOURT;02068;16;8;;;;
BERLISE;02069;17;5;;;;
BERNOT;02070;59;19;;;11;
BERNY-RIVIERE;02071;75;32;;20;20;7
BERRIEUX;02072;18;11;;;;
BERRY-AU-BAC;02073;77;19;;14;8;6
BERTAUCOURT-EPOURDON;02074;86;35;;25;26;6
BERTHENICOURT;02075;26;9;;;;
BERTRICOURT;02076;23;6;;;;
BERZY-LE-SEC;02077;54;11;;;;
BESME;02078;25;12;;;7;
BESMONT;02079;14;;;;;
BESNY-ET-LOIZY;02080;40;17;;11;8;
BETHANCOURT-EN-VAUX;02081;93;15;;10;6;5
BEUGNEUX;02082;12;;;;;
BEUVARDES;02083;94;24;;;9;7
BEZU-LE-GUERY;02084;31;14;;;5;
BEZU-SAINT-GERMAIN;02085;159;57;;47;28;18
BICHANCOURT;02086;127;42;;31;19;10
BIEUXY;02087;;;;;;
BIEVRES;02088;11;;;;;
BILLY-SUR-AISNE;02089;126;33;;26;16;9
BILLY-SUR-OURCQ;02090;30;8;;;;
BLANZY-LES-FISMES;02091;9;;;;;
BLERANCOURT;02093;209;49;;37;21;12
BLESMES;02094;53;13;;8;8;
BOHAIN-EN-VERMANDOIS;02095;1312;234;;220;24;35
BOIS-LES-PARGNY;02096;27;13;;6;;
BONCOURT;02097;31;11;;;5;
BONNEIL;02098;34;8;;;;
BONNESVALYN;02099;27;7;;;;
BONY;02100;25;12;;;5;
BOSMONT-SUR-SERRE;02101;18;6;;;;
BOUCONVILLE-VAUCLAIR;02102;23;7;;;;
BOUE;02103;212;50;;41;16;10
BOUFFIGNEREUX;02104;13;;;;;
BOURESCHES;02105;25;6;;;;
BOURG-ET-COMIN;02106;121;44;;32;16;9
BOURGUIGNON-SOUS-COUCY;02107;11;;;;;
BOURGUIGNON-SOUS-MONTBAVIN;02108;25;;;;;
LA BOUTEILLE;02109;70;15;;;10;5
BRAINE;02110;389;101;;89;40;19
BRANCOURT-EN-LAONNOIS;02111;101;32;;21;19;7
BRANCOURT-LE-GRAND;02112;86;25;;19;15;7
BRASLES;02114;173;37;;22;22;7
BRAYE-EN-LAONNOIS;02115;26;9;;;;
BRAYE-EN-THIERACHE;02116;20;6;;;;
BRAY-SAINT-CHRISTOPHE;02117;9;;;;;
BRAYE;02118;12;;;;;
BRECY;02119;46;16;;;9;
BRENELLE;02120;27;9;;;;
BRENY;02121;37;12;;;7;
BRIE;02122;6;;;;;
BRISSAY-CHOIGNY;02123;43;12;;;7;
BRISSY-HAMEGICOURT;02124;81;22;;;12;5
BRUMETZ;02125;33;11;;;5;
BRUNEHAMEL;02126;81;22;;16;6;
BRUYERES-SUR-FERE;02127;25;9;;;;
BRUYERES-ET-MONTBERAULT;02128;209;54;;37;27;10
BRUYS;02129;;;;;;
BUCILLY;02130;23;;;;;
BUCY-LE-LONG;02131;242;58;;50;27;15
BUCY-LES-CERNY;02132;29;11;;;5;
BUCY-LES-PIERREPONT;02133;55;17;;;6;
BUIRE;02134;131;26;;19;10;8
BUIRONFOSSE;02135;207;41;;32;13;7
BURELLES;02136;16;;;;;
BUSSIARES;02137;18;9;;;;
BUZANCY;02138;25;8;;;;
CAILLOUEL-CREPIGNY;02139;51;21;;16;8;5
CAMELIN;02140;56;16;;;9;
LA CAPELLE;02141;389;57;;47;21;8
CASTRES;02142;31;8;;;;
LE CATELET;02143;34;11;;;;
CAULAINCOURT;02144;18;6;;;;
CAUMONT;02145;71;18;;12;13;
CELLES-LES-CONDE;02146;9;;;;;
LA CELLE-SOUS-MONTMIRAIL;02147;18;5;;;;
CELLES-SUR-AISNE;02148;28;8;;;;
CERIZY;02149;6;;;;;
CERNY-EN-LAONNOIS;02150;8;;;;;
CERNY-LES-BUCY;02151;12;5;;;;
CERSEUIL;02152;8;;;;;
CESSIERES;02153;62;18;;;7;
CHACRISE;02154;57;19;;;6;
CHAILLEVOIS;02155;29;;;;;
CHALANDRY;02156;28;7;;;;
CHAMBRY;02157;99;23;;;12;
CHAMOUILLE;02158;40;12;;;;
CHAMPS;02159;25;9;;;;
CHAOURSE;02160;89;27;;;8;9
LA CHAPELLE-MONTHODON;02161;11;;;;;
LA CHAPELLE-SUR-CHEZY;02162;34;14;;9;6;5
CHARLY-SUR-MARNE;02163;430;109;;90;35;22
LE CHARMEL;02164;37;12;;;7;
CHARMES;02165;245;58;;42;36;12
CHARTEVES;02166;37;10;;;5;
CHASSEMY;02167;110;39;;29;22;7
CHATEAU-THIERRY;02168;3326;585;18;505;158;113
CHATILLON-LES-SONS;02169;10;;;;;
CHATILLON-SUR-OISE;02170;18;7;;;;
CHAUDARDES;02171;13;6;;;;
CHAUDUN;02172;28;7;;;;
CHAUNY;02173;2753;448;12;390;91;67
CHAVIGNON;02174;120;41;;32;24;8
CHAVIGNY;02175;16;;;;;
CHAVONNE;02176;29;9;;;;
CHERET;02177;17;6;;;;
