Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
PERONVILLE;28296;31;15;;;7;
PEZY;28297;24;11;;;;
PIERRES;28298;345;89;;72;30;35
LES PINTHIERES;28299;20;;;;;
POINVILLE;28300;12;;;;;
POISVILLIERS;28301;69;24;;19;13;6
PONTGOUIN;28302;161;49;;38;33;11
POUPRY;28303;11;6;;;;
PRASVILLE;28304;63;23;;15;13;6
PRE-SAINT-EVROULT;28305;29;13;;;8;
PRE-SAINT-MARTIN;28306;22;6;;;;
PRUDEMANCHE;28308;35;12;;7;;
PRUNAY-LE-GILLON;28309;123;39;;31;22;17
LA PUISAYE;28310;30;12;;;6;
LE PUISET;28311;47;22;;16;14;5
PUISEUX;28312;16;;;;;
RECLAINVILLE;28313;22;13;;;;
LES RESSUINTES;28314;16;;;;;
REVERCOURT;28315;;;;;;
ROHAIRE;28316;13;7;;;;
ROINVILLE;28317;52;23;;17;8;7
ROMILLY-SUR-AIGRE;28318;63;12;;;;5
ROUVRAY-SAINT-DENIS;28319;57;16;;10;6;7
ROUVRAY-SAINT-FLORENTIN;28320;29;11;;;5;5
ROUVRES;28321;86;26;;15;16;5
RUEIL-LA-GADELIERE;28322;56;20;;;8;
SAINT-ANGE-ET-TORCAY;28323;26;7;;;;
SAINT-ARNOULT-DES-BOIS;28324;112;44;;28;31;9
SAINT-AUBIN-DES-BOIS;28325;114;24;;14;;
SAINT-AVIT-LES-GUESPIERES;28326;44;20;;;14;
SAINT-BOMER;28327;24;6;;;;
SAINT-CHRISTOPHE;28329;12;7;;;;
SAINT-CLOUD-EN-DUNOIS;28330;27;10;;;5;
SAINT-DENIS-D'AUTHOU;28331;57;14;;;7;7
SAINTE-GEMME-MORONVAL;28332;154;49;;38;27;17
SAINT-DENIS-DES-PUITS;28333;18;5;;;;
SAINT-DENIS-LES-PONTS;28334;178;50;;37;27;11
SAINT-ELIPH;28335;104;32;;24;15;8
SAINT-EMAN;28336;10;;;;;
SAINT-GEORGES-SUR-EURE;28337;267;70;;55;45;21
SAINT-GERMAIN-LE-GAILLARD;28339;44;18;;;12;6
SAINT-HILAIRE-SUR-YERRE;28340;50;20;;11;13;
SAINT-JEAN-DE-REBERVILLIERS;28341;32;15;;;9;5
SAINT-JEAN-PIERRE-FIXTE;28342;30;5;;;;
SAINT-LAURENT-LA-GATINE;28343;48;20;;;12;10
SAINT-LEGER-DES-AUBEES;28344;31;9;;;;
SAINT-LUBIN-DE-CRAVANT;28346;;;;;;
SAINT-LUBIN-DE-LA-HAYE;28347;112;25;;15;16;7
SAINT-LUBIN-DES-JONCHERETS;28348;677;165;5;142;65;45
SAINT-LUCIEN;28349;29;8;;;;
SAINT-LUPERCE;28350;91;28;;22;23;9
SAINT-MAIXME-HAUTERIVE;28351;52;18;;;8;5
SAINT-MARTIN-DE-NIGELLES;28352;194;53;;36;29;19
SAINT-MAUR-SUR-LE-LOIR;28353;44;15;;;9;8
SAINT-MAURICE-SAINT-GERMAIN;28354;43;15;;;10;
SAINT-OUEN-MARCHEFROY;28355;31;6;;;;
SAINT-PELLERIN;28356;42;10;;;5;
SAINT-PIAT;28357;103;26;;19;12;10
SAINT-PREST;28358;207;52;;30;35;9
SAINT-REMY-SUR-AVRE;28359;641;193;;167;79;62
SAINT-SAUVEUR-MARVILLE;28360;119;48;;41;29;8
BLEURY-SAINT-SYMPHORIEN;28361;146;45;;32;28;15
SAINT-VICTOR-DE-BUTHON;28362;58;24;;17;16;
SAINVILLE;28363;121;43;;38;18;15
SANCHEVILLE;28364;109;44;;37;19;17
SANDARVILLE;28365;44;18;;;10;
SANTEUIL;28366;40;15;;;9;6
SANTILLY;28367;35;11;;;6;
LA SAUCELLE;28368;14;;;;;
SAULNIERES;28369;93;31;;;13;12
SAUMERAY;28370;54;17;;;6;5
SAUSSAY;28371;126;36;;;9;8
SENANTES;28372;55;17;;;7;
SENONCHES;28373;501;87;;77;29;22
SERAZEREUX;28374;75;30;;25;16;8
SERVILLE;28375;44;12;;;6;
SOIZE;28376;31;11;;;5;
SOREL-MOUSSEL;28377;203;54;;43;28;14
SOUANCE-AU-PERCHE;28378;64;20;;;12;6
SOULAIRES;28379;46;21;;16;;8
SOURS;28380;239;84;;65;50;30
TERMINIERS;28382;116;44;;36;26;11
THEUVILLE;28383;46;17;;;12;6
LE THIEULIN;28385;64;22;;17;16;
THIMERT-GATELLES;28386;176;65;;56;39;20
THIRON-GARDAIS;28387;188;36;;27;19;7
THIVARS;28388;108;35;;27;24;8
THIVILLE;28389;34;13;;;8;
TILLAY-LE-PENEUX;28390;47;18;;;11;5
TOURY;28391;362;120;;96;53;26
TRANCRAINVILLE;28392;21;6;;;;
TREMBLAY-LES-VILLAGES;28393;318;99;;90;48;27
TREON;28394;166;41;;33;19;9
TRIZAY-COUTRETOT-SAINT-SERGE;28395;43;11;;;6;
TRIZAY-LES-BONNEVAL;28396;40;17;;;8;5
UMPEAU;28397;59;22;;15;15;5
UNVERRE;28398;140;45;;34;31;14
VARIZE;28400;19;7;;;;
VAUPILLON;28401;49;17;;;9;5
VERIGNY;28402;36;11;;;;
VER-LES-CHARTRES;28403;84;24;;18;16;8
VERNOUILLET;28404;2262;537;17;490;84;151
VERT-EN-DROUAIS;28405;123;37;;30;16;12
VIABON;28406;45;13;;;8;
VICHERES;28407;38;8;;;;
VIERVILLE;28408;21;5;;;;
VIEUVICQ;28409;66;22;;15;16;9
VILLAMPUY;28410;48;19;;;13;6
VILLARS;28411;27;12;;7;6;
VILLEAU;28412;29;10;;;;
VILLEBON;28414;9;;;;;
VILLEMEUX-SUR-EURE;28415;201;46;;39;23;11
VILLENEUVE-SAINT-NICOLAS;28416;16;7;;;;
VILLIERS-LE-MORHIER;28417;176;35;;25;18;9
VILLIERS-SAINT-ORIEN;28418;17;6;;;;
VITRAY-EN-BEAUCE;28419;50;18;;;8;10
VOISE;28421;40;10;;;;
VOVES;28422;454;125;;108;51;35
YERMENONVILLE;28423;59;21;;12;12;
YEVRES;28424;167;50;;36;34;13
YMERAY;28425;71;16;;;6;
YMONVILLE;28426;51;16;;;11;
ARGOL;29001;124;36;;30;16;7
ARZANO;29002;178;37;;32;16;10
AUDIERNE;29003;343;29;;;9;
BANNALEC;29004;803;184;;165;73;57
BAYE;29005;139;37;;32;26;8
BENODET;29006;394;76;;60;42;23
BERRIEN;29007;113;21;;;6;10
BEUZEC-CAP-SIZUN;29008;108;23;;;13;13
BODILIS;29010;166;54;;45;34;14
BOHARS;29011;500;88;;68;42;24
BOLAZEC;29012;13;6;;;;
BOTMEUR;29013;34;;;;;
BOTSORHEL;29014;55;8;;;;
BOURG-BLANC;29015;486;135;5;110;81;37
BRASPARTS;29016;154;38;;33;19;7
BRELES;29017;118;41;;34;21;11
BRENNILIS;29018;57;16;;;5;
BREST;29019;34551;4542;98;3922;1274;927
BRIEC;29020;970;219;;202;72;77
BRIGNOGAN-PLAGE;29021;84;13;;;5;
CAMARET-SUR-MER;29022;302;63;;57;21;27
CARANTEC;29023;357;60;;43;36;14
CARHAIX-PLOUGUER;29024;1360;162;;147;52;24
CAST;29025;222;63;;52;26;20
CHATEAULIN;29026;1037;151;;129;66;33
CHATEAUNEUF-DU-FAOU;29027;529;88;;75;37;31
CLEDEN-CAP-SIZUN;29028;115;16;;;;6
CLEDEN-POHER;29029;135;36;;30;18;11
CLEDER;29030;466;114;;93;49;28
CLOHARS-CARNOET;29031;478;92;;75;35;22
CLOHARS-FOUESNANT;29032;319;66;;57;28;23
LE CLOITRE-PLEYBEN;29033;63;16;;;8;
LE CLOITRE-SAINT-THEGONNEC;29034;89;29;;23;15;10
COAT-MEAL;29035;134;47;;36;33;13
COLLOREC;29036;73;18;;;5;
COMBRIT;29037;485;104;;84;55;42
COMMANA;29038;167;37;;;14;6
CONCARNEAU;29039;3492;426;15;361;155;101
LE CONQUET;29040;333;63;;45;33;18
CORAY;29041;267;63;;55;30;17
CROZON;29042;1063;184;5;144;84;40
DAOULAS;29043;246;57;;44;29;14
DINEAULT;29044;219;47;;42;21;9
DIRINON;29045;328;71;;53;43;18
DOUARNENEZ;29046;2618;283;9;253;104;69
LE DRENNEC;29047;229;68;;59;42;22
EDERN;29048;305;85;;74;50;27
ELLIANT;29049;486;127;;109;73;45
ERGUE-GABERIC;29051;1116;233;5;200;106;69
ESQUIBIEN;29052;148;29;;;12;9
LE FAOU;29053;288;71;;57;48;21
LA FEUILLEE;29054;101;16;;;6;
LE FOLGOET;29055;374;83;;69;42;23
LA FOREST-LANDERNEAU;29056;222;63;;49;39;19
LA FORET-FOUESNANT;29057;392;76;;62;41;15
FOUESNANT;29058;1185;174;;129;95;43
GARLAN;29059;137;45;;37;21;15
GOUESNACH;29060;335;87;;69;47;30
GOUESNOU;29061;812;159;;131;77;41
GOUEZEC;29062;152;43;;34;23;15
GOULIEN;29063;39;11;;;6;
GOULVEN;29064;56;15;;;;
GOURLIZON;29065;114;33;;28;24;10
GUENGAT;29066;237;66;;57;39;16
GUERLESQUIN;29067;200;34;;;19;7
GUICLAN;29068;333;133;8;124;72;38
GUILERS;29069;1139;244;6;193;130;72
GUILER-SUR-GOYEN;29070;69;19;;;12;7
GUILLIGOMARC'H;29071;122;35;;;19;10
GUILVINEC;29072;408;54;;45;23;15
GUIMAEC;29073;112;28;;21;17;8
GUIMILIAU;29074;134;31;;25;19;10
GUIPAVAS;29075;1905;389;9;293;195;98
GUIPRONVEL;29076;99;41;;;22;10
GUISSENY;29077;229;66;;53;39;14
HANVEC;29078;256;78;;64;48;22
HENVIC;29079;148;42;;37;25;14
HOPITAL-CAMFROUT;29080;318;101;;82;66;29
HUELGOAT;29081;259;24;;18;10;5
ILE-DE-BATZ;29082;42;9;;;;
ILE-DE-SEIN;29083;13;;;;;
ILE-MOLENE;29084;22;;;;;
ILE-TUDY;29085;77;13;;;6;
IRVILLAC;29086;201;73;;59;50;22
LE JUCH;29087;84;19;;;12;7
KERGLOFF;29089;126;43;;31;23;11
KERLAZ;29090;78;20;;;8;10
KERLOUAN;29091;215;39;;34;23;11
KERNILIS;29093;195;68;;58;33;23
KERNOUES;29094;88;22;;15;12;6
KERSAINT-PLABENNEC;29095;179;59;;48;37;13
LAMPAUL-GUIMILIAU;29097;246;64;;56;32;19
LAMPAUL-PLOUARZEL;29098;265;69;;62;29;30
LAMPAUL-PLOUDALMEZEAU;29099;107;41;;34;22;15
LANARVILY;29100;60;23;;;17;7
LANDEDA;29101;456;103;;76;68;21
LANDELEAU;29102;121;20;;;9;
LANDERNEAU;29103;2738;536;5;440;246;128
LANDEVENNEC;29104;22;;;;;
LANDIVISIAU;29105;1618;333;;275;173;84
LANDREVARZEC;29106;251;79;;69;40;22
LANDUDAL;29107;113;47;;42;20;15
LANDUDEC;29108;212;47;;39;25;14
LANDUNVEZ;29109;155;38;;33;21;13
LANGOLEN;29110;144;46;;41;23;11
LANHOUARNEAU;29111;174;63;;57;26;19
LANILDUT;29112;99;21;;13;12;5
LANMEUR;29113;337;50;;39;30;13
LANNEANOU;29114;38;7;;;;
LANNEDERN;29115;29;9;;;;
LANNEUFFRET;29116;19;8;;;;
LANNILIS;29117;914;186;;156;85;57
LANRIVOARE;29119;174;58;;44;41;24
LANVEOC;29120;244;57;;47;29;13
LAZ;29122;75;19;;;7;
LENNON;29123;106;27;;22;17;8
LESNEVEN;29124;1334;203;;166;95;41
LEUHAN;29125;104;21;;;7;8
LOC-BREVALAIRE;29126;28;5;;;;
LOC-EGUINER-SAINT-THEGONNEC;29127;41;12;;;;
LOC-EGUINER;29128;38;6;;;;
LOCMARIA-BERRIEN;29129;26;;;;;
LOCMARIA-PLOUZANE;29130;675;169;;122;98;60
LOCMELAR;29131;43;13;;;8;
LOCQUENOLE;29132;89;22;;17;15;9
LOCQUIREC;29133;129;30;;24;13;13
LOCRONAN;29134;110;19;;12;12;
LOCTUDY;29135;420;66;;58;33;15
LOCUNOLE;29136;160;38;;30;18;14
LOGONNA-DAOULAS;29137;269;67;;55;43;16
LOPEREC;29139;85;20;;;10;7
LOPERHET;29140;531;123;;90;66;36
LOQUEFFRET;29141;48;12;;;;
LOTHEY;29142;55;15;;;7;
MAHALON;29143;91;23;;;15;7
LA MARTYRE;29144;99;25;;19;18;5
CONFORT-MEILARS;29145;110;33;;;12;13
MELGVEN;29146;401;118;;103;65;37
MELLAC;29147;398;102;;84;57;31
MESPAUL;29148;118;34;;;21;11
MILIZAC;29149;496;144;;120;84;48
MOELAN-SUR-MER;29150;780;151;;127;53;46
MORLAIX;29151;3960;456;10;413;87;91
MOTREFF;29152;63;14;;;7;
NEVEZ;29153;263;53;;47;22;14
OUESSANT;29155;81;6;;;;
PENCRAN;29156;237;74;;57;38;21
PENMARCH;29158;652;102;;85;44;27
PEUMERIT;29159;110;24;;;9;12
PLABENNEC;29160;1223;305;;247;148;97
PLEUVEN;29161;356;79;;71;42;26
PLEYBEN;29162;524;120;;108;50;31
PLEYBER-CHRIST;29163;451;120;;108;53;45
PLOBANNALEC-LESCONIL;29165;399;98;;82;48;32
PLOEVEN;29166;74;17;;;9;5
PLOGASTEL-SAINT-GERMAIN;29167;259;58;;43;37;11
PLOGOFF;29168;80;11;;;;5
PLOGONNEC;29169;423;105;;91;53;39
PLOMELIN;29170;556;116;;94;64;34
PLOMEUR;29171;479;128;;110;55;34
PLOMODIERN;29172;281;57;;49;34;18
PLONEIS;29173;328;97;;83;54;26
PLONEOUR-LANVERN;29174;942;188;5;160;90;58
PLONEVEZ-DU-FAOU;29175;250;44;;;20;13
PLONEVEZ-PORZAY;29176;232;49;;37;31;10
PLOUARZEL;29177;492;129;;110;55;46
PLOUDALMEZEAU;29178;869;207;;173;86;69
PLOUDANIEL;29179;478;132;5;111;56;30
PLOUDIRY;29180;111;45;;36;27;12
PLOUEDERN;29181;331;97;;82;43;27
PLOUEGAT-GUERAND;29182;148;37;;;20;11
PLOUEGAT-MOYSAN;29183;108;27;;21;14;7
PLOUENAN;29184;299;72;;64;38;21
PLOUESCAT;29185;538;72;;66;32;21
PLOUEZOC'H;29186;186;40;;29;25;10
PLOUGAR;29187;87;28;;18;19;6
PLOUGASNOU;29188;336;52;;39;37;17
PLOUGASTEL-DAOULAS;29189;1799;416;;298;201;127
PLOUGONVELIN;29190;538;128;6;97;66;34
PLOUGONVEN;29191;410;109;;101;60;35
PLOUGOULM;29192;209;57;;50;29;15
PLOUGOURVEST;29193;235;62;;50;35;14
PLOUGUERNEAU;29195;878;209;;187;92;51
PLOUGUIN;29196;256;75;;65;39;26
PLOUHINEC;29197;416;66;;56;21;19
PLOUIDER;29198;237;68;;56;37;19
PLOUIGNEAU;29199;614;160;5;137;90;46
PLOUMOGUER;29201;234;79;;63;45;33
PLOUNEOUR-MENEZ;29202;192;47;;37;31;16
PLOUNEOUR-TREZ;29203;114;20;;;10;6
PLOUNEVENTER;29204;291;117;;108;80;37
PLOUNEVEZEL;29205;144;37;;30;17;16
PLOUNEVEZ-LOCHRIST;29206;282;82;;73;40;24
PLOURIN-LES-MORLAIX;29207;562;115;;102;41;32
PLOURIN;29208;158;66;;57;38;28
PLOUVIEN;29209;514;116;5;101;58;35
PLOUVORN;29210;363;97;;78;56;33
PLOUYE;29211;95;16;;;5;
PLOUZANE;29212;2177;453;8;343;243;136
PLOUZEVEDE;29213;233;73;;64;44;19
PLOVAN;29214;68;19;;;9;8
PLOZEVET;29215;340;47;;36;17;16
PLUGUFFAN;29216;548;137;;116;79;44
PONT-AVEN;29217;367;60;;51;28;18
PONT-CROIX;29218;263;30;;;14;8
LE PONTHOU;29219;25;;;;;
PONT-L'ABBE;29220;1475;151;;127;66;31
PORSPODER;29221;198;36;;31;10;11
PORT-LAUNAY;29222;87;10;;;;
POULDERGAT;29224;131;33;;28;18;13
POULDREUZIC;29225;260;62;;53;35;17
POULLAN-SUR-MER;29226;173;35;;;20;12
POULLAOUEN;29227;134;29;;;11;10
PRIMELIN;29228;53;11;;;6;
QUEMENEVEN;29229;143;45;;40;23;11
QUERRIEN;29230;204;47;;;21;18
QUIMPER;29232;13676;1884;46;1592;653;419
QUIMPERLE;29233;2234;417;6;357;191;99
REDENE;29234;411;112;;97;66;43
LE RELECQ-KERHUON;29235;1668;347;;249;148;93
RIEC-SUR-BELON;29236;470;100;;91;47;23
LA ROCHE-MAURICE;29237;281;61;;50;38;20
ROSCANVEL;29238;91;18;;13;6;
ROSCOFF;29239;418;58;;44;25;16
ROSNOEN;29240;119;38;;30;25;7
ROSPORDEN;29241;1246;266;;238;104;78
SAINT-COULITZ;29243;58;16;;;8;
SAINT-DERRIEN;29244;101;37;;;23;8
SAINT-DIVY;29245;179;73;;59;50;22
SAINT-ELOY;29246;27;5;;;;
SAINT-EVARZEC;29247;465;114;;97;65;33
SAINT-FREGANT;29248;101;36;;;21;10
SAINT-GOAZEC;29249;83;17;;;5;5
SAINT-HERNIN;29250;93;20;;;6;5
SAINT-JEAN-DU-DOIGT;29251;56;16;;;11;5
SAINT-JEAN-TROLIMON;29252;120;18;;13;13;
SAINT-MARTIN-DES-CHAMPS;29254;651;109;6;92;44;25
SAINT-MEEN;29255;131;59;;49;29;21
SAINT-NIC;29256;94;21;;;7;9
SAINT-PABU;29257;247;70;;58;38;26
SAINT-POL-DE-LEON;29259;1133;136;;116;54;33
SAINT-RENAN;29260;1195;276;;223;151;62
SAINT-RIVOAL;29261;35;5;;;;
SAINT-SAUVEUR;29262;116;40;;;11;17
SAINT-SEGAL;29263;141;47;;;25;16
SAINT-SERVAIS;29264;117;40;;;17;17
SAINTE-SEVE;29265;126;48;;40;29;13
SAINT-THEGONNEC;29266;399;94;;83;55;20
SAINT-THOIS;29267;101;20;;15;6;6
SAINT-THONAN;29268;225;80;;71;46;28
SAINT-THURIEN;29269;141;36;;;14;13
SAINT-URBAIN;29270;222;73;;58;46;20
SAINT-VOUGAY;29271;123;33;;;21;12
SAINT-YVI;29272;432;98;;84;66;29
SANTEC;29273;244;72;;60;37;29
SCAER;29274;741;144;;128;56;43
SCRIGNAC;29275;67;14;;;;
SIBIRIL;29276;142;36;;31;23;10
SIZUN;29277;322;72;;57;45;19
SPEZET;29278;204;44;;36;26;14
TAULE;29279;401;80;;62;42;21
TELGRUC-SUR-MER;29280;248;71;;61;33;18
TOURCH;29281;132;38;;33;17;11
TREBABU;29282;45;9;;;;
TREFFIAGAT;29284;260;56;;41;28;16
TREFLAOUENAN;29285;63;15;;;9;
TREFLEVENEZ;29286;28;9;;;;
TREFLEZ;29287;93;33;;;21;11
TREGARANTEC;29288;79;25;;;19;6
TREGARVAN;29289;13;;;;;
TREGLONOU;29290;92;26;;21;21;7
TREGOUREZ;29291;146;34;;;20;10
TREGUENNEC;29292;37;;;;;
TREGUNC;29293;844;166;;134;79;42
LE TREHOU;29294;76;33;;27;15;12
TREMAOUEZAN;29295;73;29;;23;14;14
TREMEOC;29296;192;49;;44;30;21
TREMEVEN;29297;292;84;;73;52;30
TREOGAT;29298;82;17;;;11;5
TREOUERGAT;29299;42;23;;18;17;6
LE TREVOUX;29300;192;72;;63;46;20
TREZILIDE;29301;33;15;;;9;6
PONT-DE-BUIS-LES-QUIMERCH;29302;617;161;;137;76;35
AFA;2A001;330;80;;73;11;18
AJACCIO;2A004;10210;1524;29;1422;135;253
ALATA;2A006;360;75;;68;15;10
ALBITRECCIA;2A008;36;6;;;;
ALTAGENE;2A011;6;;;;;
AMBIEGNA;2A014;;;;;;
APPIETTO;2A017;169;37;;;8;10
ARBELLARA;2A018;21;6;;;;
ARBORI;2A019;;;;;;
ARGIUSTA-MORICCIO;2A021;6;;;;;
ARRO;2A022;7;;;;;
AULLENE;2A024;12;;;;;
AZILONE-AMPAZA;2A026;22;6;;;;
AZZANA;2A027;11;;;;;
BALOGNA;2A028;11;;;;;
BASTELICA;2A031;54;8;;;;
BASTELICACCIA;2A032;472;100;;87;19;15
BELVEDERE-CAMPOMORO;2A035;11;;;;;
BILIA;2A038;;;;;;
BOCOGNANO;2A040;53;12;;;;
BONIFACIO;2A041;451;99;;;;13
CALCATOGGIO;2A048;76;14;;;5;
CAMPO;2A056;12;;;;;
CANNELLE;2A060;;;;;;
CARBINI;2A061;;;;;;
CARBUCCIA;2A062;46;6;;;;
CARDO-TORGIA;2A064;;;;;;
CARGESE;2A065;132;23;;;;
CARGIACA;2A066;5;;;;;
CASAGLIONE;2A070;32;9;;;;
CASALABRIVA;2A071;24;;;;;
CAURO;2A085;151;28;;;;
CIAMANNACCE;2A089;8;;;;;
COGGIA;2A090;48;13;;;;
COGNOCOLI-MONTICCHI;2A091;8;;;;;
CONCA;2A092;91;13;;;;
CORRANO;2A094;;;;;;
COTI-CHIAVARI;2A098;65;11;;;;
COZZANO;2A099;29;;;;;
CRISTINACCE;2A100;;;;;;
CUTTOLI-CORTICCHIATO;2A103;209;38;;;9;10
ECCICA-SUARELLA;2A104;95;23;;17;;10
EVISA;2A108;20;;;;;
FIGARI;2A114;190;47;;;;6
FOCE;2A115;5;;;;;
FORCIOLO;2A117;;;;;;
FOZZANO;2A118;28;8;;;;
FRASSETO;2A119;7;;;;;
GIUNCHETO;2A127;5;;;;;
GRANACE;2A128;;;;;;
GROSSA;2A129;;;;;;
GROSSETO-PRUGNA;2A130;528;87;;70;13;15
GUAGNO;2A131;6;;;;;
GUARGUALE;2A132;7;;;;;
GUITERA-LES-BAINS;2A133;15;;;;;
LECCI;2A139;185;49;;;;
LETIA;2A141;9;;;;;
LEVIE;2A142;100;14;;;;
LOPIGNA;2A144;;;;;;
LORETO-DI-TALLANO;2A146;;;;;;
MARIGNANA;2A154;8;;;;;
MELA;2A158;;;;;;
MOCA-CROCE;2A160;25;;;;;
MONACIA-D'AULLENE;2A163;58;14;;;;
MURZO;2A174;9;;;;;
OCANA;2A181;49;11;;;;
OLIVESE;2A186;30;;;;;
OLMETO;2A189;164;24;;;;5
OLMICCIA;2A191;11;;;;;
ORTO;2A196;;;;;;
OSANI;2A197;;;;;;
OTA;2A198;44;12;;;;
PALNECA;2A200;15;;;;;
PARTINELLO;2A203;;;;;;
PASTRICCIOLA;2A204;6;;;;;
PERI;2A209;206;55;;;10;15
PETRETO-BICCHISANO;2A211;74;13;;;;
PIANA;2A212;35;7;;;;
PIANOTTOLI-CALDARELLO;2A215;88;22;;;;6
PIETROSELLA;2A228;98;25;;;;7
PILA-CANALE;2A232;31;6;;;;
POGGIOLO;2A240;8;;;;;
PORTO-VECCHIO;2A247;2183;474;10;439;40;80
PROPRIANO;2A249;703;93;;88;6;18
QUASQUARA;2A253;;;;;;
QUENZA;2A254;19;;;;;
RENNO;2A258;6;;;;;
REZZA;2A259;5;;;;;
ROSAZIA;2A262;;;;;;
SALICE;2A266;;;;;;
SAMPOLO;2A268;5;;;;;
SARI-SOLENZARA;2A269;175;24;;19;5;
SARI-D'ORCINO;2A270;32;;;;;
SARROLA-CARCOPINO;2A271;297;70;;;7;23
SARTENE;2A272;512;77;;;6;12
SERRA-DI-FERRO;2A276;43;8;;;;
SERRA-DI-SCOPAMENE;2A278;9;;;;;
SERRIERA;2A279;9;;;;;
SOCCIA;2A282;8;;;;;
SOLLACARO;2A284;32;5;;;;
SORBOLLANO;2A285;;;;;;
SOTTA;2A288;155;41;;;6;11
SANT'ANDREA-D'ORCINO;2A295;7;;;;;
SAN-GAVINO-DI-CARBINI;2A300;19;6;;;;
SAINTE-LUCIE-DE-TALLANO;2A308;40;6;;;;
SANTA-MARIA-FIGANIELLA;2A310;9;;;;;
SANTA-MARIA-SICHE;2A312;59;7;;;;
TASSO;2A322;9;;;;;
TAVACO;2A323;40;9;;;;
TAVERA;2A324;34;12;;;;
TOLLA;2A326;14;;;;;
UCCIANI;2A330;79;14;;;;
URBALACONE;2A331;8;;;;;
VALLE-DI-MEZZANA;2A336;42;13;;;;
VERO;2A345;65;12;;;;
VICO;2A348;163;25;;;6;
VIGGIANELLO;2A349;81;14;;;;
VILLANOVA;2A351;32;;;;;
ZERUBIA;2A357;;;;;;
ZEVACO;2A358;;;;;;
ZICAVO;2A359;31;;;;;
ZIGLIARA;2A360;7;;;;;
ZONZA;2A362;384;99;;;7;17
ZOZA;2A363;;;;;;
AGHIONE;2B002;20;;;;;
AITI;2B003;;;;;;
ALANDO;2B005;;;;;;
ALBERTACCE;2B007;12;;;;;
ALERIA;2B009;311;54;;47;7;10
ALGAJOLA;2B010;49;11;;;;
ALTIANI;2B012;;;;;;
ALZI;2B013;8;;;;;
AMPRIANI;2B015;;;;;;
ANTISANTI;2B016;13;;;;;
AREGNO;2B020;71;6;;;;
ASCO;2B023;9;;;;;
AVAPESSA;2B025;14;;;;;
BARBAGGIO;2B029;32;8;;;;
BARRETTALI;2B030;7;;;;;
BASTIA;2B033;8075;989;24;899;137;146
BELGODERE;2B034;73;13;;;;
BIGORNO;2B036;;;;;;
BIGUGLIA;2B037;1200;287;;263;55;54
BISINCHI;2B039;15;;;;;
BORGO;2B042;1391;277;10;243;57;50
BRANDO;2B043;199;41;;34;10;6
BUSTANICO;2B045;7;;;;;
CAGNANO;2B046;16;;;;;
CALACUCCIA;2B047;33;;;;;
CALENZANA;2B049;315;63;;55;15;12
CALVI;2B050;945;230;;218;25;32
CAMBIA;2B051;;;;;;
CAMPANA;2B052;;;;;;
CAMPI;2B053;;;;;;
CAMPILE;2B054;20;;;;;
CAMPITELLO;2B055;9;;;;;
CANALE-DI-VERDE;2B057;42;;;;;
CANARI;2B058;30;;;;;
CANAVAGGIA;2B059;;;;;;
CARCHETO-BRUSTICO;2B063;;;;;;
CARPINETO;2B067;;;;;;
CARTICASI;2B068;;;;;;
CASABIANCA;2B069;11;;;;;
CASALTA;2B072;;;;;;
CASAMACCIOLI;2B073;15;;;;;
CASANOVA;2B074;53;7;;;;
CASEVECCHIE;2B075;;;;;;
CASTELLARE-DI-CASINCA;2B077;103;21;;;6;6
CASTELLARE-DI-MERCURIO;2B078;7;;;;;
CASTELLO-DI-ROSTINO;2B079;58;8;;;;
CASTIFAO;2B080;17;;;;;
CASTIGLIONE;2B081;;;;;;
CASTINETA;2B082;5;;;;;
CASTIRLA;2B083;12;;;;;
CATERI;2B084;29;;;;;
CENTURI;2B086;22;;;;;
CERVIONE;2B087;269;40;;;5;6
CHIATRA;2B088;29;;;;;
CORBARA;2B093;44;8;;;;
CORSCIA;2B095;9;;;;;
CORTE;2B096;2397;133;;122;20;19
COSTA;2B097;;;;;;
CROCE;2B101;13;;;;;
CROCICCHIA;2B102;;;;;;
ERBAJOLO;2B105;6;;;;;
ERONE;2B106;;;;;;
ERSA;2B107;14;;;;;
FARINOLE;2B109;14;;;;;
FAVALELLO;2B110;9;;;;;
FELCE;2B111;;;;;;
FELICETO;2B112;28;5;;;;
FICAJA;2B113;;;;;;
FOCICCHIA;2B116;;;;;;
FURIANI;2B120;799;144;;130;25;34
GALERIA;2B121;27;5;;;;
GAVIGNANO;2B122;;;;;;
GHISONACCIA;2B123;561;105;;95;12;12
GHISONI;2B124;15;;;;;
GIOCATOJO;2B125;;;;;;
GIUNCAGGIO;2B126;;;;;;
L'ILE-ROUSSE;2B134;688;100;;94;14;14
ISOLACCIO-DI-FIUMORBO;2B135;30;;;;;
LAMA;2B136;10;;;;;
LANO;2B137;;;;;;
LAVATOGGIO;2B138;19;;;;;
LENTO;2B140;5;;;;;
LINGUIZZETTA;2B143;98;22;;;;
LORETO-DI-CASINCA;2B145;25;6;;;;
LOZZI;2B147;5;;;;;
LUCCIANA;2B148;762;157;5;149;19;22
LUGO-DI-NAZZA;2B149;;;;;;
LUMIO;2B150;136;22;;;5;
LURI;2B152;109;9;;;;
MANSO;2B153;;;;;;
MATRA;2B155;;;;;;
