Codes_Insee;Communes;RATIO_2A_FREQ_CRECHE;ENF_MOINS_3;ENF_3_6;CRECHE_PL_DISPO;NB_CRECHE;NB_SAGE;NB_PHARMA;NB_MATERNELLE;NB_ECOLE_ELEM;POP;LATITUDE;LONGITUDE
27276;GAMACHES-EN-VEXIN;;0;9;0;0;0;0;0;0;0,3;49.266637819884899;1.615783744007860
27277;GARENCIERES;;0;24;0;0;0;0;0;0;0,6;48.949727152727498;1.256538097413890
27278;GARENNES-SUR-EURE;;0;66;0;0;0;0;0;1;1,8;48.909317299848198;1.433610641315350
27279;GASNY;;0;101;20;1;0;1;1;1;2,9;49.101856418559898;1.599619434631340
27280;GAUCIEL;;0;30;0;0;0;0;0;1;0,8;49.035523671885997;1.247286421298360
27281;GAUDREVILLE-LA-RIVIERE;;0;11;0;0;0;0;0;0;0,2;48.960301830642400;1.030364635496550
27282;GAUVILLE-LA-CAMPAGNE;;0;9;0;0;0;0;0;0;0,5;49.049763387965100;1.082590580892730
27283;GISAY-LA-COUDRE;;0;7;0;0;0;0;0;0;0,2;48.946022568231101;0.614062819356402
27284;GISORS;;33;472;109;4;2;5;1;1;11,7;49.278893931639800;1.768403210891310
27285;GIVERNY;;0;9;0;0;0;0;0;1;0,5;49.082326113570602;1.533215461709560
27286;GIVERVILLE;;0;12;0;0;0;0;0;0;0,3;49.191948901987097;0.568074858107766
27287;GLISOLLES;;0;31;0;0;0;0;0;0;0,8;48.987118910909800;1.002968508517460
27288;GLOS-SUR-RISLE;;0;17;0;0;0;0;0;0;0,4;49.272919081943101;0.684294904834009
27289;LA GOULAFRIERE;;0;7;0;0;0;0;0;0;0,2;48.947311603138097;0.431459985923735
27290;GOUPILLIERES;;0;32;0;0;0;0;0;0;0,8;49.122427196451099;0.766524150933310
27291;GOURNAY-LE-GUERIN;;0;0;0;0;0;0;0;0;0,2;48.716414292035303;0.769046590166460
27292;GOUTTIERES;;0;0;0;0;0;0;0;0;0,2;49.018065355854198;0.738023559324840
27293;GOUVILLE;;0;20;0;0;0;0;0;0;0,5;48.847394723867097;1.000164380671890
27294;GRAINVILLE;;0;21;0;0;0;0;0;0;0,5;49.345019190773897;1.368218595865640
27295;GRAND-CAMP;;0;17;0;0;0;0;0;0;0,4;49.043691967869499;0.533373678415296
27296;GRANCHAIN;;0;8;0;0;0;0;0;0;0,2;49.039294530521602;0.649830360978930
27297;GRANDVILLIERS;;0;20;0;0;0;0;0;0;0,4;48.808703319996198;1.075941023029890
27298;GRAVERON-SEMERVILLE;;0;9;0;0;0;0;0;0;0,3;49.095133841399800;0.966292629427269
27299;GRAVIGNY;;5;144;0;0;0;1;1;1;4,1;49.048717210986297;1.163519736460990
27300;GROSLEY-SUR-RISLE;;0;19;0;0;0;0;0;0;0,6;49.045454701811302;0.805072567378424
27301;GROSSOEUVRE;;0;32;0;0;0;0;0;1;1;48.940412147753101;1.186832492112500
27302;LE GROS-THEIL;;0;37;0;0;0;0;0;1;0,9;49.228302152967700;0.841268726785586
27303;GUERNANVILLE;;0;0;0;0;0;0;0;0;0,1;48.889203849621502;0.841492060930556
27304;GUERNY;;0;0;0;0;0;0;0;0;0,2;49.225011773524997;1.680036035233780
27305;LA GUEROULDE;;0;29;0;0;0;0;0;0;0,8;48.819640891337102;0.874110809258008
27306;GUICHAINVILLE;;0;77;24;1;0;1;1;1;2,5;48.980404065917902;1.178566759841680
27307;GUISENIERS;;0;13;0;0;0;0;0;0;0,4;49.213848909537496;1.478322794155450
27308;GUITRY;;0;8;0;0;0;0;0;0;0,3;49.219552077894200;1.549941634958600
27309;L'HABIT;;0;22;0;0;0;0;0;0;0,5;48.875249801045499;1.347819918211810
27310;HACQUEVILLE;;0;16;0;0;0;0;0;0;0,5;49.281950769166400;1.557109873353770
27311;HARCOURT;;0;27;0;0;0;1;0;1;1;49.166074425908903;0.775209868319586
27312;HARDENCOURT-COCHEREL;;0;8;0;0;0;0;0;0;0,3;49.042224310408500;1.316533818562360
27313;LA HARENGERE;;0;20;0;0;0;0;0;0;0,5;49.231671731482201;1.001415990770280
27315;HARQUENCY;;0;9;0;0;0;0;0;0;0,3;49.248858166247800;1.500189649592120
27316;HAUVILLE;;0;49;0;0;0;0;0;1;1,3;49.396875207494503;0.766714765711138
27317;LA HAYE-AUBREE;;0;22;0;0;0;0;0;0;0,4;49.394397088209402;0.693146636667982
27318;LA HAYE-DE-CALLEVILLE;;0;21;0;0;0;0;0;1;0,3;49.187119818707700;0.776707290397184
27319;LA HAYE-DE-ROUTOT;;0;10;0;0;0;0;0;0;0,3;49.403425386805402;0.727618758228811
27320;LA HAYE-DU-THEIL;;0;15;0;0;0;0;0;0;0,3;49.238524630967603;0.875759108973703
27321;LA HAYE-LE-COMTE;;0;0;0;0;0;0;0;0;0,1;49.196356264288802;1.134794877148300
27322;LA HAYE-MALHERBE;;0;49;0;0;0;1;0;2;1,5;49.237343659691298;1.065646624026980
27323;LA HAYE-SAINT-SYLVESTRE;;0;7;0;0;0;0;0;0;0,2;48.911228293129298;0.594043780588475
27324;HEBECOURT;;0;17;0;0;0;0;0;0;0,6;49.357962274396201;1.722898989225440
27325;HECMANVILLE;;0;9;0;0;0;0;0;0;0,1;49.172139365150997;0.663788700647723
27326;HECOURT;;0;16;0;0;0;0;0;0;0,4;48.987878133433398;1.428748144162450
27327;HECTOMARE;;0;10;0;0;0;0;0;0;0,2;49.192414265413397;0.944476890517833
27329;HENNEZIS;;0;26;0;0;0;0;0;0;0,8;49.190454325827503;1.456735028338530
27330;HERQUEVILLE;;0;0;0;0;0;0;0;1;0,1;49.243342425389201;1.272840447538980
27331;HEUBECOURT-HARICOURT;;0;15;0;0;0;0;0;0;0,5;49.130122631778598;1.564010744663720
27332;HEUDEBOUVILLE;;0;28;0;0;0;1;0;1;0,8;49.192420515267301;1.236797890008140
27333;HEUDICOURT;;0;20;0;0;0;0;0;0;0,6;49.334295948388700;1.662027998025590
27334;HEUDREVILLE-EN-LIEUVIN;;0;0;0;0;0;0;0;0;0,1;49.193934762522296;0.504879405476696
27335;HEUDREVILLE-SUR-EURE;;0;30;0;0;0;0;0;1;1;49.132555410509902;1.189226189144060
27336;LA HEUNIERE;;0;5;0;0;0;0;0;0;0,3;49.064632498567200;1.412649438035040
27337;HEUQUEVILLE;;0;13;0;0;0;0;0;0;0,4;49.287302486529804;1.321573390363400
27338;LES HOGUES;;0;26;0;0;0;0;0;0;0,6;49.420690579533201;1.407598223940010
27339;HONDOUVILLE;;0;25;20;1;0;1;0;1;0,8;49.144776032461102;1.115325947221100
27340;HONGUEMARE-GUENOUVILLE;;0;30;0;0;0;0;0;0;0,6;49.378499971044199;0.816192784589859
27341;L'HOSMES;;0;0;0;0;0;0;0;0;0,1;48.789493814058901;1.032112206588140
27342;HOUETTEVILLE;;0;8;0;0;0;0;0;0;0,2;49.129227199162202;1.090430031702020
27343;HOULBEC-COCHEREL;;0;33;0;0;0;0;0;1;1,3;49.064033000147397;1.361090310143140
27344;HOULBEC-PRES-LE-GROS-THEIL;;0;0;0;0;0;0;0;0;0,1;49.251095596304097;0.827975808008436
27345;LA HOUSSAYE;;0;13;0;0;0;0;0;0;0,2;48.997669177788303;0.800667789104574
27346;HOUVILLE-EN-VEXIN;;0;9;0;0;0;0;0;0;0,2;49.300178623730503;1.357928794023730
27347;HUEST;;0;37;0;0;0;0;0;1;0,7;49.036942773908102;1.207786046133590
27348;IGOVILLE;;0;54;0;0;0;1;1;1;1,5;49.323233245058397;1.150784558390770
27349;ILLEVILLE-SUR-MONTFORT;;0;47;0;0;0;0;0;1;0,9;49.319872210073399;0.709518696419445
27350;ILLIERS-L'EVEQUE;;0;37;0;0;0;0;0;1;1;48.825062904916699;1.259049641914940
27351;INCARVILLE;;0;41;0;0;0;0;1;1;1,3;49.251774264002897;1.154182576960040
27353;IRREVILLE;;0;25;0;0;0;0;0;0;0,4;49.098262892763799;1.199525684014330
27354;IVILLE;;0;16;15;1;0;0;0;0;0,5;49.177213234404299;0.926701928678627
27355;IVRY-LA-BATAILLE;;0;108;16;1;0;1;1;1;2,6;48.886233386412798;1.447032326932660
27356;JONQUERETS-DE-LIVET;;0;11;0;0;0;0;0;0;0,3;49.019543870677403;0.611203706026310
27358;JOUY-SUR-EURE;;0;10;0;0;0;0;0;0;0,6;49.049111942160799;1.291172431807190
27359;JUIGNETTES;;0;0;0;0;0;0;0;0;0,2;48.847402553224804;0.643350633468826
27360;JUMELLES;;0;14;0;0;0;0;0;0;0,3;48.916345353756100;1.212851075932410
27361;LA LANDE-SAINT-LEGER;;0;14;0;0;0;0;0;0;0,3;49.297382212023699;0.335377816659118
27362;LANDEPEREUSE;;0;21;0;0;0;0;0;1;0,3;48.998933678892101;0.630984747255256
27363;LE LANDIN;;0;0;0;0;0;0;0;0;0,2;49.406303691275703;0.803019582771020
27364;LAUNAY;;0;7;0;0;0;0;0;0;0,2;49.108384804469800;0.737846063805899
27365;LERY;;0;89;0;0;0;1;1;1;2,1;49.287569201630902;1.195226466177970
27366;LETTEGUIVES;;0;8;0;0;0;0;0;0;0,2;49.421779393886602;1.327410017788180
27367;LIEUREY;;0;51;0;0;0;1;1;1;1,4;49.233506406315698;0.500386050183286
27368;LIGNEROLLES;;0;10;0;0;0;0;0;0;0,3;48.844629382173302;1.272149619012400
27369;LILLY;;0;0;0;0;0;0;0;0;0,1;49.403042866067601;1.566334665433180
27370;LISORS;;0;14;0;0;0;0;0;0;0,4;49.358480233070303;1.473230539389440
27371;LIVET-SUR-AUTHOU;;0;6;0;0;0;0;0;0;0,1;49.229206633453202;0.653920309806950
27372;LONGCHAMPS;;0;30;0;0;0;0;0;0;0,6;49.357832570897003;1.621177543015310
27373;LORLEAU;;0;0;0;0;0;0;0;0;0,1;49.421090428214903;1.504180625276050
27374;LOUVERSEY;;0;27;0;0;0;0;0;0;0,6;48.990726020799300;0.915620304626713
27375;LOUVIERS;;49;794;198;6;1;1;2;3;17,9;49.220674586838797;1.153311899836760
27376;LOUYE;;0;9;0;0;0;0;0;0;0,2;48.796759983314203;1.319470812517070
27377;LYONS-LA-FORET;;0;19;0;0;0;1;0;0;0,8;49.394017576889297;1.473183961770280
27378;LA MADELEINE-DE-NONANCOURT;;0;28;0;0;0;0;0;1;1,2;48.790258598826703;1.217776375203520
27379;MAINNEVILLE;;0;22;0;0;0;0;0;0;0,4;49.375057604398798;1.687620033431140
27380;MALLEVILLE-SUR-LE-BEC;;0;14;0;0;0;0;0;0;0,2;49.241678894345903;0.745760276555433
27381;MALOUY;;0;7;0;0;0;0;0;0;0,1;49.128465253057399;0.528280250813357
27382;MANDEVILLE;;0;12;0;0;0;0;0;0;0,3;49.215443420555800;1.013303049024110
27383;MANDRES;;0;9;0;0;0;0;0;0;0,3;48.753137702837002;0.851272668588624
27384;MANNEVILLE-LA-RAOULT;;0;20;0;0;0;0;0;0;0,5;49.368777198461899;0.327884836720454
27385;MANNEVILLE-SUR-RISLE;;0;79;0;0;0;0;0;1;1,4;49.360610026358799;0.545839072510345
27386;LE MANOIR;;0;66;20;1;0;0;1;1;1,2;49.317236174844602;1.199930718301470
27387;MANTHELON;;0;12;0;0;0;0;0;0;0,3;48.908047130068603;1.038607102153810
27388;MARAIS-VERNIER;;0;18;0;0;0;0;0;0;0,5;49.437542167007003;0.464706833854884
27389;MARBEUF;;0;16;0;0;0;0;0;0;0,4;49.153866311807299;0.963254055799862
27390;MARCILLY-LA-CAMPAGNE;;0;52;0;0;0;0;0;1;1;48.827219434387402;1.187875251713730
27391;MARCILLY-SUR-EURE;;5;64;0;0;0;1;0;1;1,5;48.821532019843900;1.333038690343460
27392;MARTAGNY;;0;0;0;0;0;0;0;0;0,1;49.395280131045702;1.657180248954110
27393;MARTAINVILLE;;0;22;0;0;0;0;0;0;0,3;49.303289158243203;0.386344302909237
27394;MARTOT;;0;12;0;0;0;0;0;1;0,5;49.277983299407097;1.070536292950860
27395;MELICOURT;;0;0;0;0;0;0;0;0;0,1;48.912451517477102;0.502906364408558
27396;MENESQUEVILLE;;0;17;0;0;0;0;0;0;0,4;49.357565133236299;1.406623961505070
27397;MENILLES;;0;56;0;0;0;1;1;1;1,5;49.038572266574000;1.370475167001740
27398;MENNEVAL;;0;39;0;0;0;0;0;1;1,5;49.101816288081402;0.622346325396435
27399;MERCEY;;0;0;0;0;0;0;0;0;0,1;49.082736180663098;1.398560920880110
27400;MEREY;;0;9;0;0;0;0;0;0;0,3;48.958202410929999;1.392722759537130
27401;LE MESNIL-FUGUET;;0;5;0;0;0;0;0;0;0,2;49.072883685546898;1.113236353076750
27402;LE MESNIL-HARDRAY;;0;0;0;0;0;0;0;0;0;48.933811632728101;0.987306881333398
27403;LE MESNIL-JOURDAIN;;0;6;0;0;0;0;0;0;0,2;49.181109512707998;1.127426006385350
27404;MESNIL-ROUSSET;;0;5;0;0;0;0;0;0;0,1;48.893885182592300;0.556594068019161
27405;MESNIL-SOUS-VIENNE;;0;0;0;0;0;0;0;0;0,1;49.384893820810397;1.667382595772810
27406;MESNIL-SUR-L'ESTREE;;0;23;0;0;0;0;0;1;1;48.775987188351600;1.289740652742210
27407;MESNIL-VERCLIVES;;0;10;0;0;0;0;0;0;0,3;49.322992774927002;1.465559419554790
27408;MEZIERES-EN-VEXIN;;0;21;0;0;0;0;0;0;0,6;49.175936199134803;1.503133959522140
27410;MISEREY;;0;18;0;0;0;0;0;1;0,5;49.019569356944800;1.260739053969210
27411;MOISVILLE;;0;6;0;0;0;0;0;0;0,2;48.847432354156403;1.165205707608640
27412;MONTAURE;;0;35;0;0;0;0;0;1;1;49.229305546596301;1.097621360302880
27413;MONTFORT-SUR-RISLE;;0;21;20;1;0;1;0;1;0,8;49.294879807317201;0.670452820559559
27414;MONTREUIL-L'ARGILLE;;0;23;0;0;0;1;0;1;0,8;48.939522035301600;0.468002573484183
27415;MORAINVILLE-JOUVEAUX;;0;18;0;0;0;0;0;1;0,4;49.222830549720300;0.443364453724455
27416;BUIS-SUR-DAMVILLE;;0;46;0;0;0;0;0;0;1;48.842898437353803;1.121490189888580
27417;MORGNY;;0;23;0;0;0;0;0;0;0,6;49.377768096921500;1.579126425131400
27418;MORSAN;;0;0;0;0;0;0;0;0;0,1;49.180077924172998;0.596377476737919
27419;MOUETTES;;0;25;0;0;0;0;0;1;0,7;48.889622275312497;1.367668937446710
27420;MOUFLAINES;;0;5;0;0;0;0;0;0;0,2;49.244777736619298;1.554963013525330
27421;MOUSSEAUX-NEUVILLE;;0;30;0;0;0;0;0;1;0,7;48.906829969360700;1.338021762821550
27422;MUIDS;;0;31;0;0;0;0;0;0;0,9;49.225932525048300;1.284780194720040
27423;MUZY;;0;30;0;0;0;0;0;1;0,8;48.778264164569002;1.324680789879550
27424;NAGEL-SEEZ-MESNIL;;0;9;0;0;0;0;0;0;0,3;48.924777882223196;0.940409843270300
27425;NASSANDRES;;0;44;0;0;0;1;1;1;1,4;49.133787302988303;0.739229443813227
27426;NEAUFLES-SAINT-MARTIN;;0;41;0;0;0;0;0;1;1,2;49.277566010213697;1.726507252002940
27427;NEAUFLES-AUVERGNY;;0;16;0;0;0;0;0;0;0,4;48.874707554919603;0.744674169705938
27428;LE NEUBOURG;;0;116;25;1;1;2;1;2;4,2;49.148782492653297;0.896679069297011
27429;NEUILLY;;0;6;0;0;0;0;0;0;0,1;48.929753082677699;1.417333213903760
27430;LA NEUVE-GRANGE;;0;16;0;0;0;0;0;0;0,3;49.360230180602997;1.557907081520620
27431;LA NEUVE-LYRE;;0;20;0;0;0;1;0;0;0,6;48.902359805350002;0.736495490202615
27432;LA NEUVILLE-DU-BOSC;;0;31;0;0;0;0;0;0;0,5;49.194335781691500;0.815173826652557
27433;NEUVILLE-SUR-AUTHOU;;0;12;0;0;0;0;0;0;0,2;49.204926796551000;0.628485984984849
27434;NOARDS;;0;0;0;0;0;0;0;0;0,1;49.210702397479899;0.508970087799262
27435;LA NOE-POULAIN;;0;0;0;0;0;0;0;0;0,2;49.270653723296597;0.519466073346245
27436;NOGENT-LE-SEC;;0;16;0;0;0;0;0;0;0,4;48.921119239442000;1.005235604227280
27437;NOJEON-EN-VEXIN;;0;12;0;0;0;0;0;0;0,3;49.329259202780200;1.556551873312240
27438;NONANCOURT;;0;111;0;0;0;1;1;1;2,2;48.777876140359403;1.177101062743790
27439;NORMANVILLE;;0;32;0;0;0;1;0;0;1,1;49.072364761720003;1.161663256286490
27440;NOTRE-DAME-DE-L'ISLE;;0;26;0;0;0;0;0;0;0,7;49.155905560233002;1.447049268267420
27441;NOTRE-DAME-D'EPINE;;0;0;0;0;0;0;0;0;0,1;49.194905818922003;0.597826191213072
27442;NOTRE-DAME-DU-HAMEL;;0;0;0;0;0;0;0;0;0,2;48.892422966143300;0.509788573515139
27444;LE NOYER-EN-OUCHE;;0;5;0;0;0;0;0;0;0,2;49.006497462274801;0.762347238533367
27445;NOYERS;;0;9;0;0;0;0;0;0;0,3;49.245400031116603;1.673616581329200
27446;ORMES;;0;24;0;0;0;0;0;0;0,5;49.056110357909297;0.955456017316184
27447;ORVAUX;;0;25;0;0;0;0;0;1;0,5;48.941265557195202;1.021265704045380
27448;PACY-SUR-EURE;;0;168;0;0;0;2;2;2;4,7;49.022224583479002;1.399974224961590
27449;PANILLEUSE;;0;14;0;0;0;0;0;0;0,5;49.151113420412102;1.501821216164940
27451;PARVILLE;;0;7;0;0;0;0;0;0;0,3;49.031847759847899;1.092335701133230
27452;PERRIERS-LA-CAMPAGNE;;0;12;0;0;0;0;0;0;0,4;49.146627527589096;0.758116672903156
27453;PERRIERS-SUR-ANDELLE;;0;78;10;1;0;1;1;1;1,8;49.408628876382402;1.363005834800770
27454;PERRUEL;;0;36;0;0;0;0;0;0;0,5;49.432677713951698;1.360731815374900
27455;PIENCOURT;;0;8;0;0;0;0;0;0;0,2;49.171401253049602;0.407803115858470
27456;PINTERVILLE;;0;19;0;0;0;0;0;1;0,8;49.191815329655199;1.190721231673240
27457;PISEUX;;0;25;10;1;0;0;0;1;0,7;48.772400261034498;0.966016054587294
27458;PITRES;;0;121;26;1;0;1;0;1;2,2;49.331105987354000;1.217583342189710
27459;LES PLACES;;0;0;0;0;0;0;0;0;0,1;49.153583718970303;0.416589040145999
27460;PLAINVILLE;;0;5;0;0;0;0;0;0;0,2;49.079133627762801;0.499821140531670
27462;LE PLANQUAY;;0;9;0;0;0;0;0;0;0,1;49.093656585354800;0.425600581292862
27463;PLASNES;;0;27;0;0;0;0;0;1;0,7;49.137583869742400;0.624502481475629
27464;LE PLESSIS-GROHAN;;0;32;0;0;0;0;0;0;0,8;48.944218945733603;1.133149322779420
27465;LE PLESSIS-HEBERT;;0;11;0;0;0;0;0;0;0,4;48.981717277433603;1.363766817745010
27466;LE PLESSIS-SAINTE-OPPORTUNE;;0;10;0;0;0;0;0;0;0,3;49.069899821488697;0.855805630731124
27467;PONT-AUDEMER;;20;388;20;1;1;6;2;4;8,6;49.346467472564200;0.533089778285927
27468;PONT-AUTHOU;;0;18;0;0;0;1;0;1;0,7;49.243681686340103;0.702397293830105
27469;PONT-DE-L'ARCHE;;5;199;40;1;0;2;1;1;4,1;49.291006286289097;1.143894292863200
27470;PONT-SAINT-PIERRE;;0;39;0;0;0;1;1;1;1,1;49.342221281398402;1.287747881202570
27471;PORTE-JOIE;;0;0;0;0;0;0;0;0;0,1;49.249547473186503;1.242263484714150
27472;PORTES;;0;10;0;0;0;0;0;0;0,3;49.025109000370698;0.947896537448713
27473;PORT-MORT;;0;26;0;0;0;0;0;1;1;49.173695183919598;1.410442693665310
27474;POSES;;0;32;0;0;0;0;0;1;1,1;49.299745387410901;1.240860431635940
27475;LA POTERIE-MATHIEU;;0;6;0;0;0;0;0;0;0,1;49.252520221533800;0.521640108938435
27476;LES PREAUX;;0;15;0;0;0;0;0;0;0,4;49.328106281178798;0.480310974235665
27477;PRESSAGNY-L'ORGUEILLEUX;;0;18;0;0;0;0;0;0;0,7;49.130944757918897;1.464714841622100
27478;PREY;;0;38;0;0;0;1;0;1;0,9;48.958034848123098;1.219483769186310
27480;PUCHAY;;0;16;0;0;0;0;0;0;0,6;49.354342483013802;1.525769923495970
27481;PULLAY;;0;11;0;0;0;0;0;0;0,4;48.727921170166397;0.864158935068325
27482;LA PYLE;;0;0;0;0;0;0;0;0;0,2;49.199904363046898;0.897230678664118
27483;QUATREMARE;;0;15;0;0;0;0;0;0;0,4;49.184084897716097;1.080766390758530
27484;QUESSIGNY;;0;5;0;0;0;0;0;0;0,1;48.929979589836400;1.278086052640870
27485;QUILLEBEUF-SUR-SEINE;;0;51;0;0;0;1;0;1;1;49.470235089221497;0.501976625562587
27486;QUITTEBEUF;;0;29;0;0;0;0;0;0;0,6;49.107286049842799;1.005982262185850
27487;RADEPONT;;0;26;0;0;0;0;0;0;0,8;49.353403762540502;1.323448168355940
27488;RENNEVILLE;;0;0;0;0;0;0;0;0;0,2;49.396449834543198;1.326259583557960
27489;REUILLY;;0;17;0;0;0;0;0;0;0,6;49.072489328528697;1.226396567917980
27490;RICHEVILLE;;0;20;0;0;0;0;0;0;0,3;49.257811218038803;1.537434929365820
27491;ROMAN;;0;6;0;0;0;0;0;0;0,3;48.836510801241303;1.045365791242400
27492;ROMILLY-LA-PUTHENAYE;;0;7;0;0;0;0;0;0;0,3;49.013939536551398;0.838022769347669
27493;ROMILLY-SUR-ANDELLE;;6;131;25;1;0;1;1;1;2,8;49.334478014448202;1.254192467561500
27495;LA ROQUETTE;;0;6;0;0;0;0;0;0;0,2;49.260698026593801;1.344094684330730
27496;ROSAY-SUR-LIEURE;;0;28;0;0;0;0;0;0;0,6;49.374788164496898;1.428250449560380
27497;ROUGEMONTIERS;;0;42;0;0;0;0;0;1;0,9;49.358176619470100;0.723966566708677
27498;ROUGE-PERRIERS;;0;21;0;0;0;0;0;0;0,3;49.146794930486600;0.832863992627399
27499;LA ROUSSIERE;;0;5;0;0;0;0;0;0;0,2;48.965196621907303;0.582857350042441
27500;ROUTOT;;0;68;0;0;0;1;0;1;1,4;49.384902671860402;0.726435021908527
27501;ROUVRAY;;0;17;0;0;0;0;0;0;0,3;49.066110217450102;1.339810995687610
27502;RUGLES;;0;76;20;1;0;2;1;2;2,4;48.816095277234702;0.691394896518686
27503;LE SACQ;;0;9;0;0;0;0;0;0;0,3;48.893190281725701;1.067727326428270
27504;SACQUENVILLE;;0;55;0;0;0;0;0;0;1,1;49.081398224956601;1.074584715365320
27505;SAINT-AGNAN-DE-CERNIERES;;0;0;0;0;0;0;0;0;0,1;48.949654570653003;0.532460445484131
27506;SAINT-AMAND-DES-HAUTES-TERRES;;0;8;0;0;0;0;0;0;0,3;49.231633676632100;0.929803573797402
27507;SAINT-ANDRE-DE-L'EURE;;8;156;27;1;0;2;1;2;3,4;48.901492964313903;1.278142281269830
27508;SAINT-ANTONIN-DE-SOMMAIRE;;0;5;0;0;0;0;0;0;0,2;48.830099112649400;0.663083468386500
27510;SAINT-AQUILIN-DE-PACY;;0;31;0;0;0;0;0;0;0,6;49.009432517504997;1.350134631462340
27511;SAINT-AUBIN-D'ECROSVILLE;;0;30;0;0;0;0;0;0;0,7;49.142720061191099;0.986563134122573
27512;SAINT-AUBIN-DE-SCELLON;;0;13;0;0;0;0;0;0;0,3;49.177255691427902;0.473731178080075
27513;SAINT-AUBIN-DES-HAYES;;0;0;0;0;0;0;0;0;0,1;48.997381671556703;0.672922720812585
27514;SAINT-AUBIN-DU-THENNEY;;0;10;0;0;0;0;0;0;0,4;49.015245090538002;0.493453669233518
27515;SAINT-AUBIN-LE-GUICHARD;;0;0;0;0;0;0;0;0;0,3;49.038541100169702;0.708211046993073
27516;SAINT-AUBIN-LE-VERTUEUX;;0;13;0;0;0;0;0;1;0,9;49.059030723390102;0.611748647859553
27517;SAINT-AUBIN-SUR-GAILLON;;0;68;0;0;0;0;0;2;1,7;49.132907687897003;1.336139757053290
27518;SAINT-AUBIN-SUR-QUILLEBEUF;;0;25;0;0;0;0;0;1;0,6;49.449170008780797;0.524546993096904
27519;SAINTE-BARBE-SUR-GAILLON;;0;6;0;0;0;0;0;0;0,3;49.161644727993803;1.301073031043080
27520;SAINT-BENOIT-DES-OMBRES;;0;5;0;0;0;0;0;0;0,1;49.226332372846002;0.618452340686125
27521;SAINT-CHRISTOPHE-SUR-AVRE;;0;0;0;0;0;0;0;0;0,1;48.698837275211098;0.805291746745727
27522;SAINT-CHRISTOPHE-SUR-CONDE;;0;20;0;0;0;0;0;0;0,4;49.285532215339202;0.601010859467868
27523;SAINT-CLAIR-D'ARCEY;;0;13;0;0;0;0;0;0;0,3;49.064475273879602;0.662839072578697
27524;SAINTE-COLOMBE-LA-COMMANDERIE;;0;32;0;0;0;0;0;1;0,7;49.107494136646800;0.935589738222166
27525;SAINTE-COLOMBE-PRES-VERNON;;0;13;0;0;0;0;0;0;0,3;49.095051191824503;1.340366084257070
27526;SAINTE-CROIX-SUR-AIZIER;;0;9;0;0;0;0;0;0;0,3;49.414709567684802;0.635657240614373
27527;SAINT-CYR-DE-SALERNE;;0;5;0;0;0;0;0;0;0,2;49.185427533732799;0.654056072963938
27528;LE VAUDREUIL;;6;133;22;1;0;1;1;2;3,6;49.260891995184402;1.197660869611670
27529;SAINT-CYR-LA-CAMPAGNE;;0;8;0;0;0;0;0;0;0,4;49.250694338728202;1.020541565822810
27530;SAINT-DENIS-D'AUGERONS;;0;0;0;0;0;0;0;0;0,1;48.915602140670202;0.471368331328896
27531;SAINT-DENIS-DES-MONTS;;0;10;0;0;0;0;0;0;0,2;49.256473539177698;0.806442407247363
27532;SAINT-DENIS-DU-BEHELAN;;0;10;0;0;0;0;0;0;0,2;48.868767544844403;0.947431011350901
27533;SAINT-DENIS-LE-FERMENT;;0;13;0;0;0;0;0;0;0,5;49.322301620666899;1.717886474355530
27534;SAINT-DIDIER-DES-BOIS;;0;34;0;0;0;0;0;1;0,8;49.243406311981097;1.037740948275380
27535;SAINT-ELIER;;0;7;0;0;0;0;0;0;0,4;48.984704271293701;0.960679213533484
27536;SAINT-ELOI-DE-FOURQUES;;0;23;0;0;0;0;0;0;0,5;49.235671894553299;0.803599863559537
27537;SAINT-ETIENNE-DU-VAUVRAY;;0;35;0;0;0;0;0;1;0,7;49.242499063254201;1.215912881111680
27538;SAINT-ETIENNE-L'ALLIER;;0;23;0;0;0;0;0;1;0,5;49.265811530764203;0.557218847898529
27539;SAINT-ETIENNE-SOUS-BAILLEUL;;0;27;0;0;0;0;0;1;0,4;49.115682629319700;1.405095275259410
27540;SAINTE-GENEVIEVE-LES-GASNY;;0;23;0;0;0;0;0;1;0,6;49.081887109599599;1.570708983684840
27541;SAINT-GEORGES-DU-MESNIL;;0;5;0;0;0;0;0;0;0,1;49.210346076771401;0.565616275994384
27542;SAINT-GEORGES-DU-VIEVRE;;0;37;0;0;0;1;0;1;0,7;49.242267896775303;0.580328013436130
27543;SAINT-GEORGES-MOTEL;;0;35;0;0;0;0;0;1;1;48.792149235776101;1.359793168534280
27544;SAINT-GERMAIN-DE-FRESNEY;;0;9;0;0;0;0;0;0;0,2;48.959048308666397;1.286745255730800
27545;SAINT-GERMAIN-DE-PASQUIER;;0;0;0;0;0;0;0;0;0,1;49.241717195380602;1.001366541500770
27546;SAINT-GERMAIN-DES-ANGLES;;0;5;0;0;0;0;0;0;0,2;49.079444119459602;1.139198397503470
27547;SAINT-GERMAIN-LA-CAMPAGNE;;0;41;0;0;0;0;0;1;0,8;49.052301195738998;0.412146903203918
27548;SAINT-GERMAIN-SUR-AVRE;;0;53;0;0;0;0;0;0;1,2;48.773126630554600;1.262358160793670
27549;SAINT-GERMAIN-VILLAGE;;0;34;0;0;0;0;1;1;1,5;49.344512888407202;0.499139888389589
