Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
MEZEL;04121;106;28;;23;12;10
MIRABEAU;04122;61;16;;;8;6
MISON;04123;112;18;;;10;5
MONTAGNAC-MONTPEZAT;04124;61;7;;;;
MONTCLAR;04126;63;12;;;;
MONTFORT;04127;41;6;;;;
MONTFURON;04128;20;;;;;
MONTJUSTIN;04129;;;;;;
MONTLAUX;04130;18;;;;;
MONTSALIER;04132;9;;;;;
MORIEZ;04133;27;5;;;;
LA MOTTE-DU-CAIRE;04134;66;7;;;;
MOUSTIERS-SAINTE-MARIE;04135;93;21;;;;
LA MURE-ARGENS;04136;39;8;;;;
NIBLES;04137;;;;;;
NIOZELLES;04138;27;;;;;
NOYERS-SUR-JABRON;04139;57;13;;;;6
LES OMERGUES;04140;12;;;;;
ONGLES;04141;35;7;;;;
OPPEDETTE;04142;;;;;;
ORAISON;04143;871;159;7;140;42;45
LA PALUD-SUR-VERDON;04144;39;5;;;;
PEIPIN;04145;206;40;;30;13;12
PEYROULES;04148;26;;;;;
PEYRUIS;04149;420;91;;84;14;27
PIEGUT;04150;19;;;;;
PIERRERUE;04151;68;15;;;;
PIERREVERT;04152;415;74;;57;33;19
PONTIS;04154;8;;;;;
PRADS-HAUTE-BLEONE;04155;18;5;;;;
PUIMICHEL;04156;35;8;;;;
PUIMOISSON;04157;112;19;;;;
QUINSON;04158;64;6;;;;
REDORTIERS;04159;6;;;;;
REILLANNE;04160;225;49;;42;9;16
MEOLANS-REVEL;04161;37;7;;;;
REVEST-DES-BROUSSES;04162;28;5;;;;
REVEST-DU-BION;04163;79;12;;;;
REVEST-SAINT-MARTIN;04164;5;;;;;
RIEZ;04166;338;46;;;5;9
LA ROBINE-SUR-GALABRE;04167;35;9;;;;
LA ROCHEGIRON;04169;18;;;;;
LA ROCHETTE;04170;;;;;;
ROUGON;04171;12;;;;;
ROUMOULES;04172;92;14;;;;
SAINT-ANDRE-LES-ALPES;04173;146;17;;;8;6
SAINT-BENOIT;04174;12;;;;;
SAINTE-CROIX-A-LAUZE;04175;5;;;;;
SAINTE-CROIX-DU-VERDON;04176;12;;;;;
HAUTES-DUYES;04177;;;;;;
SAINT-ETIENNE-LES-ORGUES;04178;196;29;;22;13;5
SAINT-GENIEZ;04179;11;;;;;
SAINT-JACQUES;04180;9;;;;;
SAINT-JEANNET;04181;;;;;;
SAINT-JULIEN-D'ASSE;04182;13;;;;;
SAINT-JULIEN-DU-VERDON;04183;20;;;;;
SAINT-JURS;04184;11;;;;;
SAINT-LAURENT-DU-VERDON;04186;11;;;;;
SAINT-LIONS;04187;;;;;;
SAINT-MAIME;04188;111;21;;;;6
SAINT-MARTIN-DE-BROMES;04189;92;22;;;;6
SAINT-MARTIN-LES-EAUX;04190;16;;;;;
SAINT-MARTIN-LES-SEYNE;04191;;;;;;
SAINT-MICHEL-L'OBSERVATOIRE;04192;154;28;;19;15;7
SAINT-PAUL-SUR-UBAYE;04193;20;;;;;
SAINT-PIERRE;04194;14;;;;;
SAINT-PONS;04195;76;17;;;;5
SAINTE-TULLE;04197;525;72;;67;17;20
SAINT-VINCENT-LES-FORTS;04198;48;12;;;;
SAINT-VINCENT-SUR-JABRON;04199;26;;;;;
SALIGNAC;04200;70;21;;13;12;6
SAUMANE;04201;10;;;;;
SAUSSES;04202;12;;;;;
SELONNET;04203;50;11;;;;5
SENEZ;04204;25;;;;;
SEYNE;04205;208;33;;;;14
SIGONCE;04206;63;12;;;;
SIGOYER;04207;5;;;;;
SIMIANE-LA-ROTONDE;04208;61;11;;;;
SISTERON;04209;1315;185;;164;32;52
SOLEILHAS;04210;9;;;;;
SOURRIBES;04211;21;5;;;;
TARTONNE;04214;12;;;;;
THEZE;04216;30;6;;;;
THOARD;04217;140;18;;;6;7
THORAME-BASSE;04218;18;;;;;
THORAME-HAUTE;04219;31;7;;;;
LES THUILES;04220;66;16;;;;6
TURRIERS;04222;26;;;;;
UBRAYE;04224;8;;;;;
UVERNET-FOURS;04226;55;11;;;;
VACHERES;04227;27;6;;;;
VALAVOIRE;04228;;;;;;
VALBELLE;04229;33;5;;;;
VALENSOLE;04230;457;86;;81;12;27
VALERNES;04231;20;;;;;
VAUMEILH;04233;27;;;;;
VENTEROL;04234;32;10;;;;5
VERDACHES;04235;5;;;;;
VERGONS;04236;;;;;;
LE VERNET;04237;18;5;;;;
VILLARS-COLMARS;04240;25;6;;;;
VILLEMUS;04241;23;5;;;;
VILLENEUVE;04242;553;140;;124;30;45
VOLONNE;04244;231;53;;43;16;18
VOLX;04245;437;82;;65;21;28
ABRIES;05001;46;15;;;;5
AGNIERES-EN-DEVOLUY;05002;23;7;;;;
AIGUILLES;05003;104;9;;;;
ANCELLE;05004;106;34;;;;17
ANTONAVES;05005;22;7;;;;
L'ARGENTIERE-LA-BESSEE;05006;389;59;;54;10;15
ARVIEUX;05007;42;13;;;6;
ASPREMONT;05008;38;5;;;;
ASPRES-LES-CORPS;05009;7;;;;;
ASPRES-SUR-BUECH;05010;118;30;;;11;11
AVANCON;05011;57;11;;;;6
BARATIER;05012;67;10;;;5;
BARCILLONNETTE;05013;18;;;;;
BARRET-SUR-MEOUGE;05014;59;;;;;
LA BATIE-MONTSALEON;05016;22;;;;;
LA BATIE-NEUVE;05017;377;105;;91;26;36
LA BATIE-VIEILLE;05018;25;6;;;;
LA BEAUME;05019;8;;;;;
BENEVENT-ET-CHARBILLAC;05020;33;5;;;;
LE BERSAC;05021;12;;;;;
BREZIERS;05022;21;5;;;;
BRIANCON;05023;2223;387;13;352;75;127
BRUIS;05024;10;;;;;
BUISSARD;05025;27;9;;;;
CEILLAC;05026;33;9;;;;
CERVIERES;05027;24;10;;;;
CHABESTAN;05028;15;;;;;
CHABOTTES;05029;101;26;;;9;10
CHAMPCELLA;05031;19;5;;;;
CHAMPOLEON;05032;13;5;;;;
CHANOUSSE;05033;;;;;;
CHATEAUNEUF-DE-CHABRE;05034;36;5;;;;
CHATEAUNEUF-D'OZE;05035;;;;;;
CHATEAUROUX-LES-ALPES;05036;166;34;;26;12;11
CHATEAUVIEUX;05037;40;10;;;;
CHATEAU-VILLE-VIEILLE;05038;46;9;;;;
CHAUFFAYER;05039;39;16;;;;6
CHORGES;05040;434;98;;84;43;30
LA CLUSE;05042;;;;;;
LES COSTES;05043;15;6;;;;
CREVOUX;05044;18;10;;;;
CROTS;05045;126;27;;;10;9
EMBRUN;05046;1124;179;;150;46;46
EOURRES;05047;26;;;;;
L'EPINE;05048;24;;;;;
ESPARRON;05049;6;;;;;
ESPINASSES;05050;143;31;;;12;13
ETOILE-SAINT-CYRICE;05051;;;;;;
EYGLIERS;05052;93;29;;;10;12
EYGUIANS;05053;20;;;;;
LA FARE-EN-CHAMPSAUR;05054;80;13;;;;
LA FAURIE;05055;52;10;;;;
FOREST-SAINT-JULIEN;05056;34;12;;;;
FOUILLOUSE;05057;20;7;;;;
FREISSINIERES;05058;24;7;;;;
LA FREISSINOUSE;05059;81;24;;18;10;10
FURMEYER;05060;12;;;;;
GAP;05061;7483;1184;30;1073;259;363
LE GLAIZIL;05062;13;;;;;
LA GRAVE;05063;58;21;;;5;6
LA CHAPELLE-EN-VALGAUDEMAR;05064;7;;;;;
GUILLESTRE;05065;413;83;;73;26;24
LA HAUTE-BEAUME;05066;;;;;;
LES INFOURNAS;05067;;;;;;
JARJAYES;05068;51;8;;;;
LAGRAND;05069;28;9;;;;
LARAGNE-MONTEGLIN;05070;616;75;;67;21;16
LARDIER-ET-VALENCA;05071;34;12;;;6;
LAYE;05072;20;7;;;;
LAZER;05073;42;7;;;;
LETTRET;05074;24;9;;;;
MANTEYER;05075;48;11;;;;
MEREUIL;05076;6;;;;;
MOLINES-EN-QUEYRAS;05077;33;10;;;;
MONETIER-ALLEMONT;05078;34;10;;;;
LE MONETIER-LES-BAINS;05079;125;35;;;7;8
MONTBRAND;05080;6;;;;;
MONTCLUS;05081;5;;;;;
MONT-DAUPHIN;05082;29;;;;;
MONTGARDIN;05084;42;15;;;8;
MONTGENEVRE;05085;66;20;;15;5;
MONTJAY;05086;12;;;;;
MONTMAUR;05087;63;16;;;9;5
MONTMORIN;05088;5;;;;;
MONTROND;05089;6;;;;;
LA MOTTE-EN-CHAMPSAUR;05090;26;8;;;;
MOYDANS;05091;6;;;;;
NEFFES;05092;92;27;;20;10;11
NEVACHE;05093;49;15;;;;
NOSSAGE-ET-BENEVENT;05094;;;;;;
LE NOYER;05095;24;5;;;;
ORCIERES;05096;93;18;;;;
ORPIERRE;05097;37;7;;;;
LES ORRES;05098;48;12;;;5;
OZE;05099;10;;;;;
PELLEAUTIER;05100;79;15;;;7;
PELVOUX;05101;59;20;;;5;8
LA PIARRE;05102;13;;;;;
LE POET;05103;72;12;;;6;
POLIGNY;05104;43;13;;;6;
PRUNIERES;05106;31;8;;;;
PUY-SAINT-ANDRE;05107;54;9;;;;
PUY-SAINT-EUSEBE;05108;11;;;;;
PUY-SAINT-PIERRE;05109;68;15;;;;5
PUY-SAINT-VINCENT;05110;46;7;;;;
PUY-SANIERES;05111;36;6;;;;
RABOU;05112;8;;;;;
RAMBAUD;05113;29;7;;;;
REALLON;05114;23;5;;;;
REMOLLON;05115;66;13;;;;
REOTIER;05116;19;7;;;;
RIBEYRET;05117;9;;;;;
RIBIERS;05118;94;21;;;;8
RISOUL;05119;64;15;;;;5
RISTOLAS;05120;9;;;;;
ROCHEBRUNE;05121;23;7;;;;
LA ROCHE-DE-RAME;05122;128;33;;28;12;12
LA ROCHE-DES-ARNAUDS;05123;195;54;;46;23;21
LA ROCHETTE;05124;59;14;;;;
ROSANS;05126;104;8;;;;
ROUSSET;05127;18;;;;;
SAINT-ANDRE-D'EMBRUN;05128;80;20;;13;11;6
SAINT-ANDRE-DE-ROSANS;05129;8;;;;;
SAINT-APOLLINAIRE;05130;11;;;;;
SAINT-AUBAN-D'OZE;05131;8;;;;;
SAINT-BONNET-EN-CHAMPSAUR;05132;264;60;;49;23;21
SAINT-CHAFFREY;05133;217;45;;;6;12
SAINT-CLEMENT-SUR-DURANCE;05134;40;12;;;;6
SAINTE-COLOMBE;05135;5;;;;;
SAINT-CREPIN;05136;75;21;;;9;
SAINT-DISDIER;05138;11;;;;;
SAINT-ETIENNE-EN-DEVOLUY;05139;50;9;;;;
SAINT-ETIENNE-LE-LAUS;05140;44;8;;;;
SAINT-EUSEBE-EN-CHAMPSAUR;05141;12;;;;;
SAINT-FIRMIN;05142;73;15;;;;8
SAINT-GENIS;05143;6;;;;;
SAINT-JACQUES-EN-VALGODEMARD;05144;15;;;;;
SAINT-JEAN-SAINT-NICOLAS;05145;114;27;;;8;8
SAINT-JULIEN-EN-BEAUCHENE;05146;13;;;;;
SAINT-JULIEN-EN-CHAMPSAUR;05147;36;9;;;;
SAINT-LAURENT-DU-CROS;05148;61;19;;;5;
SAINT-LEGER-LES-MELEZES;05149;41;6;;;;
SAINTE-MARIE;05150;;;;;;
SAINT-MARTIN-DE-QUEYRIERES;05151;130;34;;26;16;7
SAINT-MAURICE-EN-VALGODEMARD;05152;;;;;;
SAINT-MICHEL-DE-CHAILLOL;05153;30;6;;;;
SAINT-PIERRE-D'ARGENCON;05154;20;;;;;
SAINT-PIERRE-AVEZ;05155;;;;;;
SAINT-SAUVEUR;05156;57;13;;;5;
SAINT-VERAN;05157;38;12;;;;5
LE SAIX;05158;5;;;;;
SALEON;05159;8;;;;;
SALERANS;05160;5;;;;;
LA SALLE-LES-ALPES;05161;133;32;;;;11
LA SAULCE;05162;229;51;;45;23;20
LE SAUZE-DU-LAC;05163;17;;;;;
SAVINES-LE-LAC;05164;189;35;;;;5
SAVOURNON;05165;35;8;;;;
SERRES;05166;217;15;;;6;
SIGOTTIER;05167;7;;;;;
SIGOYER;05168;101;20;;13;9;8
SORBIERS;05169;;;;;;
TALLARD;05170;351;52;;45;15;16
THEUS;05171;24;8;;;;
TRESCLEOUX;05172;28;5;;;;
UPAIX;05173;38;12;;;5;
VAL-DES-PRES;05174;78;20;;;;6
VALLOUISE;05175;103;16;;;;
VALSERRES;05176;32;6;;;;
VARS;05177;72;14;;;;
VENTAVON;05178;57;10;;;;
VEYNES;05179;564;79;;67;22;16
LES VIGNEAUX;05180;66;10;;;;
VILLAR-D'ARENE;05181;48;11;;;;
VILLAR-LOUBIERE;05182;;;;;;
VILLAR-SAINT-PANCRACE;05183;160;37;;30;11;18
VITROLLES;05184;24;6;;;;
AIGLUN;06001;7;;;;;
AMIRAT;06002;;;;;;
ANDON;06003;91;19;;;;
ANTIBES;06004;12336;2052;68;1731;446;470
ASCROS;06005;22;;;;;
ASPREMONT;06006;189;35;;26;9;14
AURIBEAU-SUR-SIAGNE;06007;396;77;;63;24;30
AUVARE;06008;;;;;;
BAIROLS;06009;7;;;;;
LE BAR-SUR-LOUP;06010;433;85;;72;25;22
BEAULIEU-SUR-MER;06011;430;66;;;10;14
BEAUSOLEIL;06012;1611;298;15;277;11;17
BELVEDERE;06013;91;12;;;;7
BENDEJUN;06014;150;26;;;10;7
BERRE-LES-ALPES;06015;141;23;;;7;5
BEUIL;06016;43;8;;;;
BEZAUDUN-LES-ALPES;06017;27;;;;;
BIOT;06018;1437;224;;162;45;74
BLAUSASC;06019;143;28;;;7;12
LA BOLLENE-VESUBIE;06020;78;8;;;;
BONSON;06021;81;26;;;;7
BOUYON;06022;58;15;;;;
BREIL-SUR-ROYA;06023;364;48;;;;8
BRIANCONNET;06024;14;;;;;
LE BROC;06025;193;33;;;;15
CABRIS;06026;154;27;;;7;9
CAGNES-SUR-MER;06027;7277;1371;38;1203;288;344
CAILLE;06028;64;11;;;;
CANNES;06029;14283;2020;52;1872;200;441
LE CANNET;06030;7198;1225;27;1120;188;325
CANTARON;06031;185;24;;;;6
CAP-D'AIL;06032;449;50;;;;
CARROS;06033;1787;360;8;331;46;116
CASTAGNIERS;06034;169;40;;;;14
CASTELLAR;06035;80;14;;;5;
CASTILLON;06036;40;10;;;5;
CAUSSOLS;06037;31;5;;;;
CHATEAUNEUF-GRASSE;06038;371;55;;47;10;14
CHATEAUNEUF-VILLEVIEILLE;06039;104;19;;;9;5
CHATEAUNEUF-D'ENTRAUNES;06040;6;;;;;
CIPIERES;06041;40;8;;;;
CLANS;06042;83;20;;;;8
COARAZE;06043;88;19;;;;7
LA COLLE-SUR-LOUP;06044;985;180;5;131;59;54
COLLONGUES;06045;8;;;;;
COLOMARS;06046;362;68;;58;20;16
CONSEGUDES;06047;10;;;;;
CONTES;06048;989;170;;142;44;54
COURMES;06049;12;;;;;
COURSEGOULES;06050;57;19;;;7;7
LA CROIX-SUR-ROUDOULE;06051;8;;;;;
CUEBRIS;06052;18;;;;;
DALUIS;06053;13;;;;;
DRAP;06054;695;155;;149;19;36
DURANUS;06055;13;;;;;
ENTRAUNES;06056;9;;;;;
L'ESCARENE;06057;445;62;;54;14;19
ESCRAGNOLLES;06058;77;14;;;;5
EZE;06059;219;42;;;;6
FALICON;06060;181;19;;;5;9
LES FERRES;06061;10;;;;;
FONTAN;06062;44;8;;;;
GARS;06063;6;;;;;
GATTIERES;06064;468;79;;61;16;29
LA GAUDE;06065;780;137;5;120;18;54
GILETTE;06066;196;34;;29;9;8
GORBIO;06067;79;15;;;6;
GOURDON;06068;59;11;;;;6
GRASSE;06069;8970;1806;45;1592;345;525
GREOLIERES;06070;89;13;;;;
GUILLAUMES;06071;81;12;;;;
ILONSE;06072;7;;;;;
ISOLA;06073;80;21;;;6;
LANTOSQUE;06074;182;37;;;6;10
LEVENS;06075;664;138;;122;37;42
LIEUCHE;06076;;;;;;
LUCERAM;06077;167;33;;22;15;7
MALAUSSENE;06078;27;9;;;;
MANDELIEU-LA-NAPOULE;06079;3219;565;15;508;74;131
MARIE;06080;;;;;;
LE MAS;06081;10;;;;;
MASSOINS;06082;18;;;;;
MENTON;06083;4280;601;18;553;89;108
MOUANS-SARTOUX;06084;1325;249;;195;54;70
MOUGINS;06085;2390;442;8;368;83;116
MOULINET;06086;29;;;;;
LES MUJOULS;06087;;;;;;
NICE;06088;73533;10583;296;9700;1156;2022
OPIO;06089;248;34;;26;7;11
PEGOMAS;06090;960;233;7;199;60;60
PEILLE;06091;323;45;;;16;9
PEILLON;06092;118;29;;24;;5
LA PENNE;06093;21;5;;;;
PEONE;06094;73;27;;;;6
PEYMEINADE;06095;1049;182;5;151;47;52
PIERLAS;06096;;;;;;
PIERREFEU;06097;26;8;;;;
PUGET-ROSTANG;06098;16;;;;;
PUGET-THENIERS;06099;402;47;;;9;12
REVEST-LES-ROCHES;06100;35;5;;;;
RIGAUD;06101;18;6;;;;
RIMPLAS;06102;13;;;;;
ROQUEBILLIERE;06103;267;51;;;9;17
ROQUEBRUNE-CAP-MARTIN;06104;1279;169;9;142;22;21
ROQUEFORT-LES-PINS;06105;715;111;;74;22;52
ROQUESTERON;06106;74;17;;;;5
ROQUESTERON-GRASSE;06107;7;;;;;
LA ROQUETTE-SUR-SIAGNE;06108;669;130;;110;36;35
LA ROQUETTE-SUR-VAR;06109;104;22;;;5;7
ROUBION;06110;15;;;;;
ROURE;06111;14;;;;;
LE ROURET;06112;477;79;;60;20;33
SAINTE-AGNES;06113;109;24;;;6;9
SAINT-ANDRE-DE-LA-ROCHE;06114;799;131;;125;19;34
SAINT-ANTONIN;06115;12;;;;;
SAINT-AUBAN;06116;26;;;;;
SAINT-BLAISE;06117;107;28;;;6;8
SAINT-CEZAIRE-SUR-SIAGNE;06118;506;92;;82;18;28
SAINT-DALMAS-LE-SELVAGE;06119;5;;;;;
SAINT-ETIENNE-DE-TINEE;06120;194;25;;;6;
SAINT-JEAN-CAP-FERRAT;06121;140;17;;;;
SAINT-JEANNET;06122;462;74;;64;15;23
SAINT-LAURENT-DU-VAR;06123;4313;929;25;803;204;231
SAINT-LEGER;06124;8;;;;;
SAINT-MARTIN-D'ENTRAUNES;06125;7;;;;;
SAINT-MARTIN-DU-VAR;06126;395;88;;;16;24
SAINT-MARTIN-VESUBIE;06127;141;14;;;;6
SAINT-PAUL;06128;427;102;;85;32;24
SAINT-SAUVEUR-SUR-TINEE;06129;56;14;;;;5
SAINT-VALLIER-DE-THIEY;06130;548;101;;84;34;37
SALLAGRIFFON;06131;;;;;;
SAORGE;06132;116;5;;;;
SAUZE;06133;8;;;;;
SERANON;06134;62;10;;;;
SIGALE;06135;25;6;;;;
SOSPEL;06136;505;72;;;19;18
SPERACEDES;06137;147;33;;;8;8
THEOULE-SUR-MER;06138;193;26;;;;10
THIERY;06139;;;;;;
LE TIGNET;06140;340;68;;59;15;18
TOUDON;06141;39;8;;;;
TOUET-DE-L'ESCARENE;06142;30;6;;;;
TOUET-SUR-VAR;06143;105;30;;;6;7
LA TOUR;06144;73;16;;;;5
TOURETTE-DU-CHATEAU;06145;14;;;;;
TOURNEFORT;06146;19;6;;;;
TOURRETTE-LEVENS;06147;619;128;6;114;29;36
TOURRETTES-SUR-LOUP;06148;471;81;;66;17;22
LA TRINITE;06149;1429;283;9;271;42;71
LA TURBIE;06150;190;28;;23;5;5
UTELLE;06151;70;20;;;;9
VALBONNE;06152;2563;323;5;249;65;110
VALDEBLORE;06153;107;28;;;;8
VALDEROURE;06154;59;10;;;;
VALLAURIS;06155;4819;867;17;778;106;211
VENANSON;06156;9;;;;;
VENCE;06157;2751;516;;447;115;139
VILLARS-SUR-VAR;06158;101;19;;;;
VILLEFRANCHE-SUR-MER;06159;605;65;;55;8;14
VILLENEUVE-D'ENTRAUNES;06160;9;;;;;
VILLENEUVE-LOUBET;06161;2220;450;7;367;120;116
LA BRIGUE;06162;123;11;;;;
TENDE;06163;423;42;;;;15
ACCONS;07001;50;13;;;;7
AILHON;07002;67;18;;;9;10
AIZAC;07003;24;5;;;;
AJOUX;07004;10;;;;;
ALBA-LA-ROMAINE;07005;206;50;;39;13;18
ALBON-D'ARDECHE;07006;17;;;;;
ALBOUSSIERE;07007;147;29;;23;14;11
ALISSAS;07008;214;60;;49;28;25
ANDANCE;07009;184;47;;38;19;11
ANNONAY;07010;3890;609;17;540;122;151
ANTRAIGUES-SUR-VOLANE;07011;98;8;;;;
ARCENS;07012;45;7;;;;
ARDOIX;07013;163;61;;40;37;21
ARLEBOSC;07014;32;10;;;5;
ARRAS-SUR-RHONE;07015;72;22;;15;10;7
ASPERJOC;07016;62;15;;;;5
LES ASSIONS;07017;81;11;;;;5
ASTET;07018;;;;;;
AUBENAS;07019;3039;390;13;350;78;93
AUBIGNAS;07020;58;14;;;;8
BAIX;07022;139;41;;31;16;8
BALAZUC;07023;43;6;;;;
BANNE;07024;64;10;;;;
BARNAS;07025;34;;;;;
LE BEAGE;07026;27;;;;;
BEAUCHASTEL;07027;371;73;;56;31;27
BEAULIEU;07028;60;12;;;;5
BEAUMONT;07029;19;;;;;
BEAUVENE;07030;27;5;;;;
BERRIAS-ET-CASTELJAU;07031;89;18;;12;6;
BERZEME;07032;23;6;;;;
BESSAS;07033;16;;;;;
BIDON;07034;26;6;;;;
BOFFRES;07035;84;20;;15;8;8
BOGY;07036;43;18;;;7;
BOREE;07037;12;;;;;
BORNE;07038;;;;;;
BOZAS;07039;28;9;;;;
BOUCIEU-LE-ROI;07040;29;5;;;;
BOULIEU-LES-ANNONAY;07041;294;68;;56;20;24
BOURG-SAINT-ANDEOL;07042;1318;270;10;240;55;63
BROSSAINC;07044;31;11;;;;
BURZET;07045;79;10;;;;
CELLIER-DU-LUC;07047;6;;;;;
CHALENCON;07048;39;11;;;;6
LE CHAMBON;07049;;;;;;
CHAMBONAS;07050;80;18;;;;7
CHAMPAGNE;07051;86;21;;14;11;5
CHAMPIS;07052;76;30;;;13;16
CHANDOLAS;07053;46;7;;;;
CHANEAC;07054;33;6;;;;
CHARMES-SUR-RHONE;07055;396;94;;70;48;23
CHARNAS;07056;107;43;;37;16;17
CHASSIERS;07058;209;29;;;6;15
CHATEAUBOURG;07059;26;9;;;;
CHATEAUNEUF-DE-VERNOUX;07060;24;8;;;;
CHAUZON;07061;48;9;;;;
CHAZEAUX;07062;15;;;;;
CHEMINAS;07063;54;17;;;8;8
LE CHEYLARD;07064;548;80;;68;15;24
CHIROLS;07065;27;11;;;;5
CHOMERAC;07066;441;100;;82;50;43
COLOMBIER-LE-CARDINAL;07067;37;11;;;;
COLOMBIER-LE-JEUNE;07068;66;12;;;;6
COLOMBIER-LE-VIEUX;07069;78;27;;22;13;12
CORNAS;07070;259;70;;50;38;21
COUCOURON;07071;101;12;;;;
COUX;07072;207;56;;45;18;22
LE CRESTET;07073;66;9;;;;
CREYSSEILLES;07074;14;5;;;;
CROS-DE-GEORAND;07075;11;;;;;
CRUAS;07076;459;129;;104;51;31
DARBRES;07077;27;;;;;
DAVEZIEUX;07078;386;88;;65;34;28
DESAIGNES;07079;138;27;;20;13;7
DEVESSET;07080;40;5;;;;
DOMPNAC;07081;20;;;;;
DORNAS;07082;30;6;;;;
DUNIERE-SUR-EYRIEUX;07083;51;10;;;;
ECLASSAN;07084;134;49;;39;27;19
EMPURANY;07085;56;14;;;;7
ETABLES;07086;135;39;;31;21;15
FABRAS;07087;41;9;;;;
FAUGERES;07088;10;;;;;
FELINES;07089;207;60;;34;41;12
FLAVIAC;07090;172;45;;39;17;17
FONS;07091;41;7;;;;
FREYSSENET;07092;;;;;;
GENESTELLE;07093;38;6;;;;
GILHAC-ET-BRUZAC;07094;15;5;;;;
GILHOC-SUR-ORMEZE;07095;53;11;;;5;5
GLUIRAS;07096;35;8;;;;
GLUN;07097;95;28;;21;14;10
GOURDON;07098;11;;;;;
GRAS;07099;67;25;;;8;8
GRAVIERES;07100;59;8;;;;
GROSPIERRES;07101;105;18;;;7;6
GUILHERAND-GRANGES;07102;1524;355;7;287;145;82
INTRES;07103;7;;;;;
ISSAMOULENC;07104;8;;;;;
ISSANLAS;07105;9;;;;;
ISSARLES;07106;16;5;;;;
JAUJAC;07107;183;28;;22;11;7
JAUNAC;07108;22;;;;;
JOANNAS;07109;37;;;;;
JOYEUSE;07110;387;60;;54;11;20
JUVINAS;07111;13;;;;;
LABASTIDE-SUR-BESORGUES;07112;29;9;;;;
LABASTIDE-DE-VIRAC;07113;28;;;;;
LABATIE-D'ANDAURE;07114;26;8;;;;
LABEAUME;07115;63;12;;;;
LABEGUDE;07116;294;40;;34;7;11
LABLACHERE;07117;324;48;;40;14;18
LABOULE;07118;16;;;;;
LE LAC-D'ISSARLES;07119;44;5;;;;
LACHAMP-RAPHAEL;07120;;;;;;
LACHAPELLE-GRAILLOUSE;07121;19;;;;;
LACHAPELLE-SOUS-AUBENAS;07122;343;49;;41;11;20
LACHAPELLE-SOUS-CHANEAC;07123;19;;;;;
LAFARRE;07124;;;;;;
LAGORCE;07126;129;29;;;;5
LALEVADE-D'ARDECHE;07127;265;36;;31;5;12
LALOUVESC;07128;72;;;;;
LAMASTRE;07129;427;52;;44;11;24
LANARCE;07130;17;;;;;
LANAS;07131;53;14;;;6;5
LARGENTIERE;07132;410;49;;;;14
LARNAS;07133;26;9;;;;
LAURAC-EN-VIVARAIS;07134;121;27;;;9;7
LAVAL-D'AURELLE;07135;;;;;;
LAVEYRUNE;07136;5;;;;;
LAVILLATTE;07137;;;;;;
LAVILLEDIEU;07138;301;69;;59;36;18
LAVIOLLE;07139;17;;;;;
LEMPS;07140;108;27;;21;13;13
LENTILLERES;07141;31;9;;;;
LESPERON;07142;30;6;;;;
LIMONY;07143;82;23;;18;14;9
LOUBARESSE;07144;;;;;;
LUSSAS;07145;143;33;;27;17;9
LYAS;07146;72;13;;;5;5
MALARCE-SUR-LA-THINES;07147;42;;;;;
MALBOSC;07148;15;;;;;
MARCOLS-LES-EAUX;07149;74;;;;;
MARIAC;07150;77;16;;;6;7
MARS;07151;33;8;;;;
MAUVES;07152;154;41;;27;16;13
MAYRES;07153;26;7;;;;
MAZAN-L'ABBAYE;07154;5;;;;;
MERCUER;07155;154;36;;29;21;15
MEYRAS;07156;139;30;;;;14
MEYSSE;07157;216;63;;51;28;20
MEZILHAC;07158;10;;;;;
MIRABEL;07159;63;17;;;5;6
MONESTIER;07160;5;;;;;
MONTPEZAT-SOUS-BAUZON;07161;120;20;;;;9
MONTREAL;07162;75;21;;;8;8
MONTSELGUES;07163;8;;;;;
NONIERES;07165;27;8;;;;
NOZIERES;07166;29;6;;;;
LES OLLIERES-SUR-EYRIEUX;07167;149;37;;32;12;19
ORGNAC-L'AVEN;07168;72;18;;;7;5
OZON;07169;53;20;;;12;8
PAILHARES;07170;30;;;;;
PAYZAC;07171;68;21;;;;5
PEAUGRES;07172;249;57;;41;21;15
PEREYRES;07173;;;;;;
PEYRAUD;07174;68;14;;;6;
LE PLAGNAL;07175;5;;;;;
PLANZOLLES;07176;17;;;;;
PLATS;07177;126;43;;35;23;14
PONT-DE-LABEAUME;07178;87;18;;;5;6
POURCHERES;07179;11;;;;;
LE POUZIN;07181;530;120;;101;39;26
PRADES;07182;162;31;;;6;11
PRADONS;07183;69;9;;;;
PRANLES;07184;52;9;;;;
PREAUX;07185;75;29;;22;20;12
PRIVAS;07186;1939;263;5;243;51;59
PRUNET;07187;19;;;;;
QUINTENAS;07188;197;57;;39;33;12
RIBES;07189;43;8;;;;
ROCHECOLOMBE;07190;27;6;;;;
ROCHEMAURE;07191;294;82;;59;46;23
ROCHEPAULE;07192;22;;;;;
ROCHER;07193;52;5;;;;
ROCHESSAUVE;07194;50;11;;;6;
LA ROCHETTE;07195;;;;;;
ROCLES;07196;31;7;;;;
ROIFFIEUX;07197;406;104;;66;49;30
ROMPON;07198;122;29;;24;18;15
ROSIERES;07199;175;31;;25;6;10
LE ROUX;07200;;;;;;
RUOMS;07201;526;55;;50;;10
